ticker,NNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-11,3.8095
2003-12-12,-0.6881
2003-12-15,-3.0023
2003-12-16,5.2381
2003-12-17,-1.3575
2003-12-18,0.2294
2003-12-19,-0.6865
2003-12-22,-0.0922
2003-12-23,0.3229
2003-12-24,-0.092
2003-12-26,-0.3221
2003-12-29,1.3389
2003-12-30,0.0456
2003-12-31,2.0036
2004-01-02,-1.7856999999999998
2004-01-05,1.3636
2004-01-06,-0.852
2004-01-07,0.2714
2004-01-08,1.3532
2004-01-09,-0.178
2004-01-12,0.3121
2004-01-13,2.8889
2004-01-14,-1.0799
2004-01-15,0.8734
2004-01-16,-0.6494
2004-01-20,-1.8736000000000002
2004-01-21,-0.5329
2004-01-22,0.4464
2004-01-23,1.8222
2004-01-26,3.4919000000000002
2004-01-27,-0.0422
2004-01-28,-0.1688
2004-01-29,0.5917
2004-01-30,-1.2605
2004-02-02,2.1277
2004-02-03,1.25
2004-02-04,0.4115
2004-02-05,-2.1721
2004-02-06,1.3825
2004-02-09,-2.5620000000000003
2004-02-10,-1.9083999999999999
2004-02-11,2.4643
2004-02-12,0.0
2004-02-13,-1.8987
2004-02-17,1.0753
2004-02-18,0.0
2004-02-19,0.383
2004-02-20,-0.3391
2004-02-23,-0.7656
2004-02-24,0.5144
2004-02-25,-0.0853
2004-02-26,0.2988
2004-02-27,0.2128
2004-03-01,-0.552
2004-03-02,1.2383
2004-03-03,-0.6326
2004-03-04,-0.5093
2004-03-05,0.0
2004-03-08,0.2133
2004-03-09,-0.3831
2004-03-10,0.0
2004-03-11,0.641
2004-03-12,0.4246
2004-03-15,-0.8034
2004-03-16,-0.5541
2004-03-17,-0.1286
2004-03-18,0.515
2004-03-19,2.7754
2004-03-22,3.8637
2004-03-23,-1.0
2004-03-24,-0.9697
2004-03-25,0.3672
2004-03-26,1.1789
2004-03-29,1.8481
2004-03-30,0.355
2004-03-31,-0.1572
2004-04-01,1.2992
2004-04-02,0.0777
2004-04-05,-1.165
2004-04-06,-2.7504999999999997
2004-04-07,0.7677
2004-04-08,-0.1604
2004-04-12,-0.6426
2004-04-13,-0.2425
2004-04-14,-0.7293
2004-04-15,-10.2041
2004-04-16,-1.5909
2004-04-19,-3.4642
2004-04-20,-1.2919
2004-04-21,-2.4721
2004-04-22,1.839
2004-04-23,4.0996
2004-04-26,-3.2349
2004-04-27,3.3915
2004-04-28,-0.9372
2004-04-29,-3.737
2004-04-30,0.0
2004-05-03,2.7027
