ticker,ICLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-2.2059
2000-01-05,-1.1278
2000-01-06,2.6616
2000-01-07,0.0
2000-01-10,1.4815
2000-01-11,-0.7299
2000-01-12,-5.1471
2000-01-13,-0.7752
2000-01-14,-1.1719
2000-01-18,0.3953
2000-01-19,-6.6929
2000-01-20,4.6414
2000-01-21,-3.2258
2000-01-24,3.3333
2000-01-25,11.2903
2000-01-26,0.3623
2000-01-27,-1.8051
2000-01-28,0.0
2000-01-31,0.7353
2000-02-01,2.9196999999999997
2000-02-02,5.6738
2000-02-03,-0.3356
2000-02-04,12.4579
2000-02-07,4.7904
2000-02-08,-4.0
2000-02-09,5.3571
2000-02-10,-6.7797
2000-02-11,-7.2727
2000-02-14,-5.8824
2000-02-15,2.0833
2000-02-16,0.0
2000-02-17,-2.0408
2000-02-18,2.0833
2000-02-22,-0.6803
2000-02-23,0.0
2000-02-24,0.6849
2000-02-25,-1.3605
2000-02-28,-0.6897
2000-02-29,-0.6944
2000-03-01,-8.3916
2000-03-02,3.8167999999999997
2000-03-03,0.7353
2000-03-06,-8.7591
2000-03-07,8.8
2000-03-08,1.4706000000000001
2000-03-10,-3.6231999999999998
2000-03-13,-5.2632
2000-03-14,-7.1429
2000-03-15,2.5641
2000-03-16,0.0
2000-03-17,3.3333
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.8065
2000-03-23,-5.6
2000-03-24,-5.0847
2000-03-27,-3.5714
2000-03-28,12.037
2000-03-29,1.6529
2000-03-30,-1.626
2000-03-31,-1.6529
2000-04-03,-4.2017
2000-04-04,-0.8772
2000-04-05,-2.6549
2000-04-06,6.3636
2000-04-07,-12.8205
2000-04-10,4.4118
2000-04-11,3.2864
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,1.8182
2000-04-17,-3.5714
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,-0.9259
2000-04-25,1.8692
2000-04-26,2.7523
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,0.0
2000-05-03,0.8929
2000-05-04,0.0
2000-05-05,-0.885
2000-05-08,3.5714
2000-05-09,0.8621
2000-05-10,-0.8547
2000-05-11,0.0
2000-05-12,6.0345
2000-05-15,-2.0325
2000-05-16,-0.8299
2000-05-17,0.4184
2000-05-18,2.5
2000-05-19,1.2195
2000-05-22,-0.4016
2000-05-23,-0.8065
2000-05-24,1.2195
2000-05-25,1.2048
2000-05-26,-1.1905000000000001
2000-05-30,-1.2048
