ticker,EGXP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-13,-25.7143
2000-01-18,0.0
2000-01-28,0.0
2000-01-31,-3.8462
2000-02-01,20.0
2000-02-08,50.0
2000-02-09,4.1667
2000-02-15,0.0
2000-02-16,20.0
2000-02-17,22.2222
2000-02-18,0.0
2000-02-22,9.0909
2000-02-23,-29.1667
2000-03-08,5.8824
2000-03-09,0.0
2000-03-16,-5.5556
2000-03-20,5.8824
2000-03-27,-5.5556
2000-04-07,41.1765
2000-04-10,16.6667
2000-04-13,-50.0
2000-04-14,-14.2857
2000-04-17,0.0
2000-04-18,0.0
2000-04-26,16.6667
2000-04-27,-35.7143
2000-05-02,77.7778
2000-06-16,-12.5
2000-08-09,-28.5714
2000-08-28,0.0
2000-08-30,0.0
2000-09-19,0.0
2000-09-27,40.0
2000-10-03,-14.2857
2000-10-11,0.0
2000-10-17,0.0
2000-11-06,-33.3333
2000-11-07,0.0
2000-11-24,112.5
2000-11-27,0.0
2000-11-28,0.0
2000-11-30,-5.8824
2000-12-04,6.25
2000-12-11,-5.8824
2000-12-12,0.0
2000-12-13,0.0
2000-12-18,0.0
2000-12-19,-25.0
2000-12-26,0.0
2000-12-28,-8.3333
2000-12-29,0.0
2001-02-07,0.0
2001-02-13,-27.2727
2001-03-02,50.0
2001-03-16,-33.3333
2001-03-20,0.0
2001-03-22,0.0
2001-04-06,-12.5
2001-04-23,-4.0
2001-04-24,0.0
2001-05-09,0.0
2001-05-10,0.0
2001-05-11,42.8571
2001-05-17,-6.6667
2001-05-21,0.0
2001-05-30,42.8571
2001-06-21,-35.0
2001-07-05,7.6923
2001-07-19,0.0
2001-07-30,7.1429
2001-08-13,0.0
2001-08-21,0.0
2001-08-28,33.3333
2001-09-05,-25.0
2001-09-10,0.0
2001-09-20,0.0
2001-10-19,-50.0
2001-10-22,0.0
2001-10-30,0.0
2001-11-02,33.3333
2001-12-24,-25.0
2001-12-28,0.0
2002-01-10,0.0
2002-01-17,0.0
2002-01-29,0.0
2002-02-11,0.0
2002-02-12,-13.3333
2002-04-11,-3.8462
2002-04-17,-12.0
2002-04-18,-27.2727
2002-04-19,25.0
2002-04-30,0.0
2002-05-07,-30.0
2002-05-08,100.0
2002-05-13,42.8571
2002-05-15,0.0
2002-07-24,-30.0
2002-07-29,0.0
2002-07-31,42.8571
2002-09-06,-30.0
2002-09-18,0.0
2002-09-24,-28.5714
2002-10-08,-10.0
2002-10-11,0.0
2002-11-05,-42.2222
