ticker,EGXP US Equity
2002-12-06,-3.8462
2002-12-17,0.0
2002-12-19,-20.0
2002-12-23,0.0
2002-12-26,37.5
2002-12-27,263.6364
2002-12-31,-75.0
2003-01-15,0.0
2003-02-21,20.0
2003-05-15,0.0
2003-06-20,0.0
2003-06-23,0.0
2003-07-09,233.3333
2003-07-11,-25.0
2003-09-18,-33.3333
2003-10-07,0.0
2003-10-21,-20.0
2003-10-22,25.0
2003-11-12,30.0
2003-11-18,-15.3846
2003-11-19,127.2727
2003-11-26,-40.0
2004-01-05,13.3333
2004-01-12,0.0
2004-03-04,0.0
2004-03-08,0.0
2004-03-18,0.0
2004-04-26,47.0588
2004-04-30,-28.0
2004-05-11,-5.5556
2004-05-18,0.0
2004-05-28,135.2941
2004-06-02,-35.0
2004-07-15,96.1538
2004-07-19,0.0
2004-07-26,0.0
2004-07-28,0.0
2004-08-04,-31.3725
2004-08-13,0.0
2004-08-19,0.0
2004-08-20,171.4286
2004-08-23,-62.1053
2004-08-26,52.7778
2004-08-27,-7.2727
2004-08-31,-15.6863
2004-09-10,-23.2558
2004-09-16,21.2121
2004-09-21,0.0
2004-09-28,-25.0
2004-10-13,-10.0
2004-10-18,0.0
2004-10-19,0.0
2004-10-29,0.0
2004-11-10,0.0
2004-12-02,0.0
2004-12-07,-11.1111
2004-12-28,0.0
2004-12-30,0.0
2005-01-05,0.0
2005-01-07,4.1667
2005-01-11,20.0
2005-01-28,-16.6667
2005-02-17,0.0
2005-02-22,0.0
2005-02-24,-8.0
2005-02-28,0.0
2005-03-01,0.0
2005-03-09,26.087
2005-03-10,-20.6897
2005-04-01,-4.3478
2005-04-04,13.6364
2005-04-05,0.0
2005-04-14,0.0
2005-04-25,40.0
2005-05-03,-28.5714
2005-05-05,0.0
2005-05-10,0.0
2005-05-12,28.0
2005-05-18,9.375
2005-05-26,-22.8571
2005-06-14,-14.8148
2005-06-29,117.3913
2005-07-06,-30.0
2005-07-11,0.0
2005-07-13,-14.2857
2005-07-19,0.0
2005-07-22,0.0
2005-08-01,0.0
2005-08-08,0.0
2005-08-11,0.0
2005-08-15,-33.3333
2005-08-19,0.0
2005-10-07,10.0
2005-11-01,0.0
2005-11-04,0.0
2005-11-14,13.6364
2005-11-15,-28.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-29,0.0
2006-01-04,0.0
2006-03-21,0.0
2006-04-20,-27.7778
2006-05-24,130.7692
2006-05-25,16.6667
2006-05-26,-28.5714
2006-06-02,104.0
2006-06-05,-56.8627
2006-06-08,-4.5455
2006-06-20,161.9048
2006-06-21,-9.0909
2006-06-22,10.0
2006-06-23,-18.1818
2006-06-26,-11.1111
2006-06-27,-12.5
2006-06-28,0.0
2006-06-29,-28.5714
2006-06-30,-20.0
2006-07-03,0.0
2006-07-05,0.0
2006-07-12,0.0
2006-07-13,5.0
2006-07-18,-4.7619
2006-07-25,0.0
2006-08-01,0.0
2006-08-03,0.0
2006-08-10,25.0
2006-08-15,0.0
2006-08-16,-20.0
2006-08-17,0.0
2006-08-18,0.0
2006-08-22,20.0
2006-08-29,-20.8333
2006-09-18,0.0
2006-09-21,0.0
2006-09-22,26.3158
2006-10-20,-16.6667
2006-11-13,0.0
2006-11-22,-25.0
2006-11-29,0.0
2006-12-04,0.0
2006-12-07,33.3333
2006-12-08,-25.0
2006-12-21,6.6667
2006-12-28,0.0
2007-01-04,3.125
2007-01-08,0.0
2007-01-25,-6.0606
2007-01-30,0.0
2007-02-14,3.2258
2007-03-09,12.5
2007-03-14,0.0
2007-03-23,38.8889
2007-03-26,68.0
2007-03-27,-4.7619
2007-03-28,-45.0
2007-04-02,0.0
2007-04-17,0.0
2007-04-25,-22.7273
2007-05-01,0.0
2007-06-28,17.647100000000002
2007-07-06,25.0
2007-07-10,0.0
2007-07-11,-20.0
2007-07-13,5.0
2007-07-16,0.0
2007-07-24,0.0
2007-08-01,-23.8095
2007-08-08,-12.5
2007-08-13,-3.5714
2007-08-15,11.1111
2007-08-20,0.0
2007-08-21,-16.6667
2007-09-06,12.0
2007-09-11,21.4286
2007-09-25,-29.4118
2007-10-25,0.0
2007-11-06,0.0
2007-11-12,0.0
2007-11-28,0.0
2007-12-04,-16.6667
2007-12-06,-10.0
2007-12-07,22.2222
2007-12-10,0.0
2007-12-27,-18.1818
2008-01-08,122.2222
2008-01-09,-50.0
2008-02-13,10.0
2008-02-21,0.0
2008-03-10,0.0
2008-03-14,-18.1818
2008-04-08,33.3333
2008-05-05,-8.3333
2008-05-19,-9.0909
2008-07-02,10.0
2008-10-08,-9.0909
2008-10-13,0.0
2008-10-24,-40.0
2008-10-29,1.6667
2008-12-29,0.0
2008-12-31,22.9508
2009-01-29,-33.3333
2009-02-17,100.0
2009-03-10,-20.0
2009-05-13,-25.0
2009-06-02,-50.0
2009-06-08,100.0
2009-06-16,-33.3333
2009-07-13,-25.0
2009-08-05,0.0
2009-10-09,66.6667
2009-10-13,100.0
2009-10-14,-49.0
2009-11-10,-21.5686
2009-11-12,-25.0
2009-12-09,0.0
2009-12-14,0.0
2009-12-16,0.0
2009-12-23,0.0
2010-01-11,0.0
2010-01-22,0.0
2010-02-05,-33.3333
2010-04-19,600.0
2010-04-27,-56.4286
2010-05-03,-16.3934
2010-06-21,-58.8235
2010-07-28,19.0476
2010-08-18,0.0
2010-08-27,0.0
2010-10-07,0.0
2010-10-19,60.0
2010-10-21,0.0
2010-12-23,-37.5
2010-12-30,0.0
2011-03-31,100.0
2011-04-13,-20.0
2011-06-07,-50.0
2011-06-20,0.0
2011-07-01,5.0
2011-09-28,47.619
2011-10-07,0.0
2011-11-30,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-30,0.0
2012-01-24,-51.6129
2012-01-31,433.3333
2012-02-03,-81.25
2012-02-06,-26.6667
2012-02-29,0.0
2012-03-13,354.5455
2012-03-29,-70.0
2012-03-30,233.3333
2012-05-03,-70.0
2012-07-06,0.0
2013-04-10,-93.3333
2013-09-18,4900.0
2013-12-23,-80.0
2014-01-09,0.0
2014-05-01,300.0
2014-05-19,25.0
2014-06-11,-50.0
2014-07-23,4.0
2014-10-10,284.6154
2014-10-15,-83.0
2014-10-20,488.2353
2014-12-24,-83.0
2014-12-30,0.0
2015-01-20,0.0
2015-04-16,17.647100000000002
2015-05-07,0.0
2015-05-27,0.0
2015-09-14,25.0
2015-09-15,-16.75
2015-10-05,-66.3664
2015-11-30,0.0
2015-12-22,0.0
2016-03-09,114.2857
2016-04-14,166.6667
2016-04-15,0.0
2016-04-20,25.0
2016-09-16,0.0
2017-03-30,0.0
2017-06-06,-19.8
2017-08-08,-25.187
2017-12-22,3.3333
2018-01-03,0.0
2018-02-16,6.4516
2018-09-19,-6.0606
2019-03-27,3.2258
2019-04-29,0.0
2019-05-08,0.0
2019-08-20,0.0
2019-09-23,9.375
2019-11-26,0.0
2020-01-23,14.2857
2020-03-18,-25.0
2020-03-31,33.3333
2020-04-02,-25.0
2020-05-06,0.0
