ticker,VSST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-26,-8.4
2010-09-02,10.262
2010-09-03,-13.8614
2010-10-01,-8.046
2010-10-04,-6.25
2010-10-05,-13.3333
2010-10-06,7.6923
2010-10-07,-14.5714
2010-10-11,0.0
2010-10-12,-6.3545
2010-10-13,7.1429
2010-10-14,0.0
2010-10-15,-3.3333
2010-10-20,-6.8966
2010-10-22,-1.8519
2010-10-25,-1.8868
2010-10-26,-3.8462
2010-11-01,-10.0
2010-11-02,0.0
2010-11-03,-11.1111
2010-11-04,0.0
2010-11-05,7.5
2010-11-08,6.9767
2010-11-09,-2.1739
2010-11-10,0.0
2010-11-11,-2.2222
2010-11-12,0.0
2010-11-15,2.2727
2010-11-16,-3.5556
2010-11-17,-0.9217
2010-11-18,0.0
2010-11-19,-9.3023
2010-11-22,2.5641
2010-11-23,0.0
2010-11-24,2.5
2010-11-26,-2.439
2010-11-29,0.0
2010-11-30,-0.5
2010-12-01,0.5025
2010-12-02,25.0
2010-12-03,0.0
2010-12-06,4.0
2010-12-07,3.8462
2010-12-08,0.0
2010-12-09,-3.7037
2010-12-10,4.6154
2010-12-13,4.7794
2010-12-14,-3.5088
2010-12-15,-1.8182
2010-12-16,-5.5556
2010-12-17,-1.9607999999999999
2010-12-20,-8.0
2010-12-21,0.0
2010-12-22,-4.3478
2010-12-23,11.3636
2010-12-27,2.0408
2010-12-28,-8.0
2010-12-29,-4.3478
2010-12-30,11.3636
2011-01-03,2.0408
2011-01-04,-0.4
2011-01-05,-13.253
2011-01-06,-5.0926
2011-01-07,0.9756
2011-01-10,1.4493
2011-01-11,-7.619
2011-01-12,3.6082
2011-01-13,9.4527
2011-01-14,-6.8182
2011-01-18,0.0
2011-01-19,-2.439
2011-01-20,19.0
2011-01-21,11.3445
2011-01-24,-5.283
2011-01-25,-4.3825
2011-01-26,2.5
2011-01-27,3.6585
2011-01-28,0.3922
2011-01-31,1.9531
2011-02-01,3.4483
2011-02-02,-4.0741
2011-02-03,6.1776
2011-02-04,10.5455
2011-02-07,0.9868
2011-02-08,-2.2801
2011-02-09,-10.0
2011-02-10,-11.4815
2011-02-11,4.6025
2011-02-14,-4.0
2011-02-15,-6.25
2011-02-16,0.4444
2011-02-17,7.0796
2011-02-18,-2.4793
2011-02-22,1.6949
2011-02-23,-10.4167
2011-02-24,0.0
2011-02-25,6.9767
2011-02-28,17.3913
2011-03-01,-3.7037
2011-03-02,-15.3846
2011-03-03,2.2727
2011-03-04,0.4444
