ticker,WINH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-17,23.8095
2014-11-13,3.8462
2014-11-20,7.037
2014-11-25,8.9965
2014-12-31,6.3492
2015-01-14,-1.4925
2015-01-22,0.0
2015-01-29,-12.1212
2015-02-04,-5.1724
2015-02-10,0.0
2015-03-02,0.0
2016-01-26,1.4545
2016-01-27,1.0753
2016-01-28,0.7092
2016-01-29,-0.3521
2016-02-01,0.3534
2016-02-02,1.0563
2016-02-03,-1.0453
2016-02-04,1.4085
2016-02-05,0.6944
2016-02-08,0.3448
2016-02-09,-1.3746
2016-02-10,1.3937
2016-02-11,0.6873
2016-02-12,-0.6826
2016-02-16,-0.131
2016-02-17,0.1312
2016-02-18,1.0309
2016-02-19,0.6803
2016-02-22,-1.3514
2016-02-23,0.6849
2016-02-24,1.3605
2016-02-25,4.0268
2016-02-26,1.9355
2016-02-29,-3.7975
2016-03-01,2.3026
2016-03-02,0.9646
2016-03-03,0.0
2016-03-04,0.6369
2016-03-07,0.9494
2016-03-08,0.9404
2016-03-09,-0.3106
2016-03-10,0.9346
2016-03-11,0.9259
2016-03-14,-0.3058
2016-03-15,0.9202
2016-03-16,0.9119
2016-03-17,0.9036
2016-03-18,-0.597
2016-03-21,0.6006
2016-03-22,4.1791
2016-03-23,-1.1461000000000001
2016-03-24,1.1594
2016-03-28,-2.6451000000000002
2016-03-29,-11.7047
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,4.3333
2016-04-04,0.639
2016-04-05,-0.3175
2016-04-06,0.3185
2016-04-07,0.3175
2016-04-08,-0.6329
2016-04-11,0.6369
2016-04-12,0.6329
2016-04-13,-0.9434
2016-04-14,0.9524
2016-04-15,1.2579
2016-04-18,-1.2422
2016-04-19,1.5723
2016-04-20,0.6192
2016-04-21,-1.2308
2016-04-22,0.9346
2016-04-25,0.9259
2016-04-26,-1.2232
2016-04-27,0.6192
2016-04-28,1.2308
2016-04-29,-0.6079
2016-05-02,-0.6116
2016-05-03,-0.9231
2016-05-04,0.6211
2016-05-05,-0.6173
2016-05-09,0.9317
2016-05-10,0.9231
2016-05-11,-0.9146
2016-05-12,0.6154
2016-05-13,0.3058
2016-05-16,0.0
2016-05-17,-0.9146
2016-05-18,1.2308
2016-05-19,-0.9119
2016-05-20,0.9202
2016-05-23,0.9119
2016-05-24,1.2048
2016-05-25,-0.8929
2016-05-26,1.2012
2016-05-27,0.8902
2016-05-31,0.5882
2016-06-01,-1.1696
2016-06-02,1.7751000000000001
2016-06-03,0.8721
2016-06-06,-0.5764
2016-06-07,0.8696
2016-06-08,0.5747
2016-06-09,0.8571
2016-06-10,-0.5666
2016-06-13,1.1396
2016-06-14,0.8451
2016-06-15,0.5587
2016-06-16,-0.5556
2016-06-17,0.838
2016-06-20,0.831
2016-06-21,-0.5495
2016-06-22,0.8287
2016-06-23,0.8219
2016-06-24,-0.2717
2016-06-27,0.8174
2016-06-28,0.8108
2016-06-29,0.8043
2016-06-30,-0.5319
2016-07-01,0.5348
2016-07-05,1.0638
2016-07-06,-0.2632
2016-07-07,-0.2639
2016-07-08,0.0
2016-07-11,0.5291
2016-07-12,-0.2632
2016-07-13,1.5831
2016-07-14,0.5195
2016-07-15,0.5168
2016-07-18,-0.5141
2016-07-19,-1.8088
2016-07-20,1.3158
2016-07-21,0.2597
2016-07-22,0.7772
2016-11-21,-8.7404
2016-11-23,0.0
2016-11-25,1.1268
2016-11-28,0.8357
2016-11-29,0.8287
2016-11-30,-1.3699
2016-12-01,1.1111
2016-12-02,0.2747
2016-12-05,0.5479
2016-12-06,-0.545
2016-12-07,1.0959
2016-12-08,0.813
2016-12-09,0.8065
2016-12-12,-0.8
2016-12-13,1.0753
2016-12-14,0.7979
2016-12-15,-0.5277
2016-12-16,0.5305
2016-12-19,1.0554
2016-12-20,0.5222
2016-12-21,-1.5584
2016-12-22,4.2216
2016-12-23,-0.5063
2016-12-27,-0.7634
2016-12-28,0.5128
2016-12-29,-1.0204
2016-12-30,-0.5155
2017-01-04,0.5181
2017-01-05,-0.5155
2017-01-06,2.3316
2017-02-01,-17.7215
2018-03-13,0.0
2018-04-23,0.0
2018-05-02,-38.4615
2018-05-03,-50.0
2018-05-04,-49.0
2018-05-10,-70.5882
2018-05-22,0.0
2018-12-27,0.0
2019-05-09,0.0
2019-12-05,33.3333
2020-03-13,0.0
