ticker,SSOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-22,500.0
2010-08-18,3145.0484
2010-08-19,0.0
2010-08-27,0.0
2010-09-09,-39.2157
2010-09-10,27.4194
2010-09-13,29.4304
2010-09-14,55.2567
2010-09-15,1.0236
2010-09-16,-30.1637
2010-09-17,-6.25
2010-09-20,-12.0238
2010-09-21,-12.3139
2010-09-22,8.642
2010-09-23,-8.806799999999999
2010-09-24,-0.7788
2010-09-27,0.157
2010-09-28,-2.1944
2010-09-29,-7.6923
2010-09-30,-9.7222
2010-10-01,6.1538
2010-10-04,-20.2899
2010-10-05,4.0909
2010-10-06,-3.9301
2010-10-07,-3.6364
2010-10-08,0.0
2010-10-11,3.3019
2010-10-12,18.7215
2010-10-13,23.4615
2010-10-14,19.3146
2010-10-15,-14.3603
2010-10-18,0.3049
2010-10-19,-2.4316
2010-10-20,-1.8692
2010-10-21,-14.9206
2010-10-22,4.4776
2010-10-25,-12.857099999999999
2010-10-26,8.1967
2010-10-27,-3.0303
2010-10-28,-6.25
2010-10-29,1.6667
2010-11-01,-9.8361
2010-11-02,1.8182
2010-11-03,3.5714
2010-11-04,3.4483
2010-11-05,-3.3333
2010-11-08,10.3448
2010-11-09,-11.3281
2010-11-10,0.4405
2010-11-11,-1.7544
2010-11-12,-4.2411
2010-11-15,-6.7599
2010-11-16,-4.0
2010-11-17,-33.8542
2010-11-18,13.3858
2010-11-19,44.4444
2010-11-22,-7.6923
2010-11-23,-1.5625
2010-11-24,-40.7407
2010-11-26,-21.4286
2010-11-29,-13.6364
2010-11-30,5.2632
2010-12-01,10.0
2010-12-02,-9.0909
2010-12-03,-5.0
2010-12-06,-8.5526
2010-12-07,-2.1583
2010-12-08,2.2059
2010-12-09,7.1942
2010-12-10,-19.4631
2010-12-13,-8.3333
2010-12-14,-8.1818
2010-12-15,-4.9505
2010-12-16,5.2083
2010-12-17,-4.9505
2010-12-20,16.6667
2010-12-21,-14.2857
2010-12-22,2.0833
2010-12-23,-2.0408
2010-12-27,0.0
2010-12-28,-2.0833
2010-12-29,21.2766
2010-12-30,-36.8421
2010-12-31,-2.7778
2011-01-03,0.0
2011-01-04,-11.4286
2011-01-05,-6.4516
2011-01-06,5.1724
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,14.7541
2011-01-12,0.0
2011-01-13,-1.4285999999999999
2011-01-14,18.8406
2011-01-18,39.0244
2011-01-19,96.4912
2011-01-20,7.1429
2011-01-21,-0.8333
2011-01-24,73.9496
