ticker,BWXT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-13,5.818
2010-07-14,5.7331
2010-07-15,0.8889
2010-07-16,-2.5991
2010-07-19,0.3618
2010-07-20,-0.1803
2010-07-21,1.4898
2010-07-22,2.3132
2010-07-23,-1.3477999999999999
2010-07-26,4.6716999999999995
2010-07-27,1.5579
2010-07-28,-0.0829
2010-07-29,0.083
2010-07-30,-5.6799
2010-08-02,1.7582
2010-08-03,-3.3693
2010-08-04,5.0961
2010-08-05,4.9766
2010-08-06,-2.3096
2010-08-09,-1.4517
2010-08-10,-1.2626
2010-08-11,-2.1739
2010-08-12,-2.4401
2010-08-13,-1.6078999999999999
2010-08-16,0.4993
2010-08-17,2.1229
2010-08-18,1.9018000000000002
2010-08-19,2.0399
2010-08-20,-0.2127
2010-08-23,0.0853
2010-08-24,-1.4055
2010-08-25,-0.6048
2010-08-26,-1.6949
2010-08-27,3.4925
2010-08-30,-0.6835
2010-08-31,-3.6559
2010-09-01,1.875
2010-09-02,-0.5259
2010-09-03,-0.9692
2010-09-07,-0.8007
2010-09-08,-1.1659
2010-09-09,0.9074
2010-09-10,-1.0791
2010-09-13,0.0909
2010-09-14,-0.3633
2010-09-15,0.5925
2010-09-16,-0.3172
2010-09-17,0.4545
2010-09-20,1.7195
2010-09-21,-2.5356
2010-09-22,-1.1867
2010-09-23,2.6790000000000003
2010-09-24,-1.0346
2010-09-27,-0.4091
2010-09-28,-1.78
2010-09-29,0.0929
2010-09-30,-1.2071
2010-10-01,1.9737
2010-10-04,-0.8295
2010-10-05,-1.2546
2010-10-06,2.9176
2010-10-07,2.4234
2010-10-08,2.5893
2010-10-11,-1.5231
2010-10-12,-0.5745
2010-10-13,2.0
2010-10-14,-3.7037
2010-10-15,-1.1312
2010-10-18,1.4645000000000001
2010-10-19,-0.0902
2010-10-20,4.3341
2010-10-21,0.0865
2010-10-22,-0.3459
2010-10-25,0.9111
2010-10-26,0.086
2010-10-27,-1.3316
2010-10-28,0.0871
2010-10-29,-0.7395
2010-11-01,1.227
2010-11-02,0.8225
2010-11-03,0.2576
2010-11-04,0.3854
2010-11-05,-1.4932
2010-11-08,1.1693
2010-11-09,-1.2414
2010-11-10,0.5635
2010-11-11,0.5172
2010-11-12,0.5146
2010-11-15,1.7065000000000001
2010-11-16,-1.7617
2010-11-17,3.5867
2010-11-18,3.1327
2010-11-19,2.0384
2010-11-22,0.6267
2010-11-23,-1.5181
2010-11-24,0.0
2010-11-26,-0.4348
