ticker,PFLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-15,11.4754
2004-04-27,-5.8824
2004-05-19,9.375
2004-06-10,-1.4285999999999999
2004-06-17,-1.4493
2004-07-07,-5.5882
2004-07-27,2.9595000000000002
2004-07-28,-1.6641
2004-07-29,0.0
2004-07-30,-0.3077
2004-08-11,-1.2346
2004-08-12,-0.625
2004-08-13,0.9434
2004-08-23,0.3115
2004-08-24,-0.3106
2004-08-31,0.3115
2004-09-03,0.0
2004-09-08,-2.1739
2004-09-09,1.5873
2004-09-16,1.875
2004-09-17,-1.227
2004-09-20,0.9317
2004-09-21,1.5385
2004-09-22,-0.7576
2004-09-24,0.0
2004-09-27,0.0
2004-09-28,0.7634
2004-10-04,-3.0303
2004-10-22,0.7813
2004-10-28,6.9767
2004-10-29,0.7246
2004-11-03,-7.1942
2004-11-16,6.9767
2004-11-24,-6.5217
2004-11-26,6.2016
2004-12-02,-0.292
2004-12-03,0.2928
2004-12-10,-4.3796
2004-12-28,11.4504
2004-12-29,-2.9041
2004-12-30,0.0
2004-12-31,1.4706000000000001
2005-01-03,0.0
2005-01-05,0.2899
2005-01-11,1.8786
2005-01-12,-2.1277
2005-01-14,-1.4493
2005-01-18,3.6765
2005-01-20,-0.1418
2005-01-24,-0.5682
2005-01-25,-0.1429
2005-01-26,0.1144
2005-01-27,0.0286
2005-01-31,-2.8571
2005-02-01,0.0
2005-02-03,0.0
2005-02-04,-0.4412
2005-02-07,0.1477
2005-02-10,0.295
2005-02-15,-0.4412
2005-02-16,0.0
2005-02-18,1.034
2005-02-22,-0.5848
2005-02-23,0.0
2005-02-25,0.0
2005-02-28,-0.4412
2005-03-01,-2.2157
2005-03-02,-3.7763999999999998
2005-03-03,0.471
2005-03-04,4.6875
2005-03-07,-0.7463
2005-03-09,-2.2556
2005-03-10,0.0
2005-03-11,-1.5385
2005-03-14,1.5625
2005-03-15,0.0
2005-03-17,-1.5385
2005-03-18,-1.4062999999999999
2005-03-21,0.0
2005-03-22,1.5848
2005-03-24,-1.4041000000000001
2005-03-28,4.4304
2005-03-31,-4.2424
2005-04-01,1.2658
2005-04-04,-3.125
2005-04-06,0.0
2005-04-11,-1.6129
2005-04-12,-1.6393
2005-04-13,-3.0
2005-04-14,3.0928
2005-04-15,6.3333
2005-04-18,-5.9561
2005-04-19,3.3333
2005-04-20,-1.6129
2005-04-22,1.6393
2005-04-25,0.0
2005-04-26,0.0
2005-04-27,1.2903
2005-04-28,-1.2739
