ticker,BWPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-20,194.1176
2013-06-24,0.0
2013-07-17,-62.0
2013-07-18,1.7544
2013-07-30,20.6897
2013-08-05,7.1429
2013-08-06,0.0
2013-08-12,0.0
2013-08-23,0.0
2013-09-17,-4.0
2013-09-20,-16.6667
2013-09-23,8.3333
2013-09-24,0.0
2013-09-26,-4.6154
2013-09-27,-11.2903
2013-10-01,0.0
2013-10-03,0.0
2013-10-08,-9.0909
2013-10-14,-32.0
2013-10-16,61.7647
2013-10-17,3.6364
2013-10-23,40.3509
2013-10-25,-31.25
2013-10-29,18.1818
2013-10-31,0.0
2013-11-01,-15.3846
2013-11-05,18.1818
2013-11-06,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-18,0.0
2013-11-20,-7.6923
2013-11-22,0.0
2013-11-26,8.3333
2013-11-27,-7.6923
2013-12-02,8.3333
2013-12-10,-6.1538
2013-12-11,6.5574
2013-12-12,-7.6923
2013-12-13,0.0
2013-12-19,16.6667
2013-12-20,7.1429
2014-01-03,-1.3333
2014-01-07,-4.0541
2014-01-08,-1.4085
2014-01-10,0.0
2014-01-17,2.1429
2014-01-30,-16.0839
2014-01-31,0.0
2014-02-14,-16.6667
2014-02-20,20.0
2014-02-21,16.6667
2014-02-25,0.0
2014-03-07,-0.7143
2014-03-13,-10.7914
2014-03-19,20.9677
2014-03-21,0.0
2014-04-04,0.0
2014-04-08,-13.2
2014-04-23,7.5269
2014-04-24,0.0
2014-04-25,-3.5714
2014-04-30,11.1111
2014-05-01,0.0
2014-05-02,-13.3333
2014-05-07,0.0
2014-05-14,0.0
2014-05-23,-15.3654
2014-06-13,59.0548
2014-06-17,8.5714
2014-06-19,-10.526299999999999
2014-06-20,5.8824
2014-06-25,-5.5556
2014-07-21,0.0
2014-07-31,0.0
2014-09-02,-21.1765
2014-09-03,1.4925
2014-09-04,-4.4118
2014-09-10,-7.6923
2014-09-15,-8.3333
2014-10-07,-7.2727
2014-11-03,-21.5686
2014-11-12,0.0
2014-12-09,0.0
2014-12-11,7.5
2015-01-08,-6.9767
2015-01-13,0.0
2015-01-14,75.0
2015-01-15,2.8571
2015-01-16,11.1111
2015-02-26,-11.25
2015-02-27,1.4085
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,1.3889
2015-03-06,-1.3699
2015-03-10,1.3889
2015-03-11,-4.1096
2015-03-12,3.5714
2015-03-13,1.931
