ticker,BWPC US Equity
2015-03-16,-6.6306
2015-03-17,-28.4783
2015-03-18,-9.2199
2015-03-19,-15.1786
2015-03-20,-7.8947
2015-03-23,5.7143
2015-03-24,-8.1081
2015-03-25,-8.0882
2015-03-26,2.4
2015-03-27,0.0
2015-03-31,0.0
2015-04-02,-6.25
2015-04-06,-25.0
2015-04-07,-8.8889
2015-04-08,-17.0732
2015-04-09,-29.4118
2015-04-10,8.3333
2015-04-15,-7.6923
2015-04-27,16.6667
2015-04-28,-7.1429
2015-04-29,-7.6923
2015-05-04,25.0
2015-05-05,6.6667
2015-05-07,-25.0
2015-05-08,-33.3333
2015-05-11,25.0
2015-05-12,-20.0
2015-05-13,41.25
2015-05-27,-38.0531
2015-05-29,61.4286
2015-06-02,19.469
2015-06-04,-18.5185
2015-06-09,13.6364
2015-06-10,-20.0
2015-06-12,-30.0
2015-06-17,-15.7143
2015-06-18,3.3898
2015-06-19,14.7541
2015-06-25,42.8571
2015-06-26,0.0
2015-06-30,30.0
2015-07-02,-7.6923
2015-07-08,-1.6667
2015-07-09,-15.4131
2015-07-13,-14.9656
2015-07-14,20.1767
2015-07-15,-0.9804
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,-0.9901
2015-07-21,5.0
2015-07-22,-7.619
2015-07-23,-7.3454
2015-07-24,11.2656
2015-07-27,-5.0
2015-07-28,5.2632
2015-07-29,10.0
2015-07-30,0.0
2015-07-31,-18.2955
2015-08-03,-10.9875
2015-08-04,-6.25
2015-08-05,19.8333
2015-08-06,-2.7816
2015-08-07,0.0
2015-08-11,0.1431
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,20.0
2015-08-18,4.7619
2015-08-20,0.0
2015-08-21,-36.3636
2015-08-24,0.0
2015-08-25,21.4286
2015-08-27,-5.8824
2015-09-03,0.0
2015-09-04,-62.3438
2015-09-08,198.7552
2015-09-10,-44.5833
2015-09-11,80.4511
2015-09-15,-61.1111
2015-09-16,28.5714
2015-09-17,0.0
2015-09-18,111.1111
2015-09-21,-68.2895
2015-09-22,0.0
2015-09-23,-0.4149
2015-09-24,16.6667
2015-09-25,42.8571
2015-09-28,0.0
2015-09-29,30.0
2015-09-30,-7.6923
2015-10-01,32.5
2015-10-02,1.8868
2015-10-05,-19.7531
2015-10-06,81.5385
2015-10-07,-54.8199
2015-10-08,12.544
2015-10-09,8.3333
2015-10-12,-3.0769
2015-10-13,26.9841
2015-10-14,-13.75
2015-10-15,-11.5942
2015-10-16,0.0
2015-10-19,-14.5492
2015-10-20,-3.717
2015-10-21,0.0
2015-10-22,4.6077
2015-10-23,25.7143
2015-10-26,1.5152
2015-10-27,-17.9104
2015-10-28,0.0
2015-10-29,0.0
2015-11-02,-9.0909
2015-11-03,-30.0
2015-11-06,28.5714
2015-11-11,44.4444
2015-11-17,-38.4615
2015-11-20,-2.5
2015-11-23,57.6923
2015-11-24,21.9512
2015-11-25,26.6667
2015-11-27,-5.2632
2015-11-30,5.5556
2015-12-01,5.2632
2015-12-02,15.0
2015-12-03,-8.6957
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,-14.2857
2015-12-09,8.8889
2015-12-14,-48.9796
2015-12-16,40.0
2015-12-17,-21.4286
2015-12-18,7.2727
2015-12-21,-32.2034
2015-12-22,0.0
2015-12-23,62.5
2015-12-24,-7.6923
2015-12-28,0.0
2015-12-30,0.0
2016-01-06,-35.0
2016-01-13,28.2051
2016-01-14,20.0
2016-01-19,-33.3333
2016-01-20,0.0
2016-01-21,22.5
2016-01-22,0.0
2016-01-27,-28.5714
2016-02-05,-14.2857
2016-02-08,33.3333
2016-02-09,0.0
2016-02-16,-25.0
2016-02-17,0.0
2016-02-18,-7.7083
2016-02-19,-9.7065
2016-02-23,0.0
2016-03-04,-44.0
2016-03-07,21.4286
2016-03-08,76.4706
2016-03-09,0.0
2016-03-14,-7.7083
2016-03-16,9.9323
2016-03-21,-67.1458
2016-03-29,50.0
2016-04-04,0.0
2016-04-05,33.3333
2016-04-08,0.0
2016-04-11,0.0
2016-04-20,46.5625
2016-04-25,-1.4925
2016-05-03,-13.4199
2016-05-13,8.0
2016-06-13,-62.963
2016-06-21,100.0
2016-06-22,-11.5625
2016-06-27,-43.4629
2016-06-29,53.75
2016-07-05,10.5691
2016-07-25,-41.1765
2016-08-10,-20.0
2016-08-12,0.0
2016-08-17,35.9375
2016-09-06,-26.4368
2016-09-21,0.0
2016-10-10,0.0
2016-10-14,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-11-03,0.0
2016-11-14,0.0
2016-11-17,0.0
2016-11-28,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-28,0.0
2017-01-17,0.0
2017-01-24,0.0
2017-02-22,75.0
2017-02-27,75.4464
2017-03-01,-18.5751
2017-03-02,0.0
2017-03-09,-12.5
2017-03-20,-28.5714
2017-04-06,0.0
2017-04-10,0.0
2017-04-13,-16.0
2017-05-02,-23.8095
2017-05-09,0.0
2017-05-12,-50.0
2017-05-19,-21.875
2017-05-22,124.0
2017-05-23,71.4286
2017-06-15,-8.3333
2017-07-12,-49.3182
2017-07-17,-10.3139
2017-08-01,-38.5
2017-08-04,347.1545
2017-08-08,-1.8182
2017-08-09,-25.9259
2017-08-10,0.0
2017-08-11,25.0
2017-08-23,0.0
2017-09-08,-60.0
2017-09-20,0.0
2017-10-10,0.0
2017-10-27,0.0
2017-11-21,0.0
2017-11-27,0.0
2018-01-04,0.0
2018-04-23,0.0
2018-08-01,0.0
2018-09-25,0.0
2018-11-12,10.0
2018-11-15,-27.2727
2018-11-30,-25.0
2018-12-04,0.0
2018-12-14,66.6667
2019-01-25,-40.0
2019-01-29,-16.6667
2019-02-11,0.0
2019-04-10,0.0
2019-04-17,80.0
2019-05-14,-44.4444
2019-06-18,0.0
2019-07-12,0.0
2019-07-23,0.0
2019-10-29,-20.0
2019-11-14,25.0
2019-11-15,60.0
2019-11-18,37.5
2019-11-19,-18.1818
2019-11-20,11.1111
2019-11-22,-20.0
2019-12-03,-25.0
2019-12-05,0.0
2020-01-06,-66.6667
2020-01-27,50.0
2020-01-29,233.3333
2020-01-30,-10.0
2020-02-03,-21.1111
2020-02-24,-15.493
2020-02-25,-33.3333
2020-02-26,0.0
2020-02-27,-25.0
2020-03-06,66.6667
2020-03-10,20.0
2020-03-12,-33.3333
2020-03-13,-25.0
2020-03-19,0.0
2020-03-26,100.0
2020-03-27,0.0
2020-04-24,-50.0
2020-04-29,166.6667
2020-04-30,-21.875
2020-05-21,-52.0
2020-06-03,400.0
2020-06-04,30.0
2020-06-05,-17.9487
2020-06-08,25.0
2020-06-09,-20.0
2020-06-10,15.3125
2020-06-11,-2.439
2020-06-12,16.6667
2020-06-15,-14.2857
2020-06-16,55.0
2020-06-17,-12.5448
2020-06-19,-25.0
2020-06-22,9.2896
2020-06-23,-5.0
2020-06-24,26.3158
2020-06-25,0.0
2020-06-26,10.4167
2020-06-29,-5.6604
2020-06-30,-28.0
2020-07-01,5.5556
2020-07-02,-21.0526
2020-07-20,3.3333
2020-07-29,1.2903
2020-07-30,1.9108
2020-07-31,-31.25
