ticker,JG US Equity
2018-12-14,-1.7191999999999998
2018-12-17,0.5831
2018-12-18,-1.0145
2018-12-19,-0.1464
2018-12-20,1.9062000000000001
2018-12-21,0.4317
2018-12-24,-0.5731
2018-12-26,1.1527
2018-12-27,-0.5698
2018-12-28,-1.0029
2018-12-31,1.5918999999999999
2019-01-02,-2.2792
2019-01-03,-0.8746
2019-01-04,0.0
2019-01-07,0.5882
2019-01-08,0.2193
2019-01-09,-0.9482
2019-01-10,-1.3255
2019-01-11,0.4478
2019-01-14,0.5944
2019-01-15,-3.2496
2019-01-16,-1.9847000000000001
2019-01-17,-0.3115
2019-01-18,-1.7187999999999999
2019-01-22,-2.5437
2019-01-23,-1.7945
2019-01-24,10.6312
2019-01-25,2.4024
2019-01-28,9.9707
2019-01-29,2.8
2019-01-30,0.2594
2019-01-31,0.9056
2019-02-01,2.3077
2019-02-04,5.1378
2019-02-05,0.1192
2019-02-06,0.0
2019-02-07,4.0476
2019-02-08,2.4027
2019-02-11,3.2402
2019-02-12,1.9481000000000002
2019-02-13,-1.8047
2019-02-14,1.0811
2019-02-15,-3.7433
2019-02-19,-11.4444
2019-02-20,-0.7528
2019-02-21,0.4905
2019-02-22,4.2925
2019-02-25,8.5042
2019-02-26,-0.5003
2019-02-27,0.2235
2019-02-28,-5.2397
2019-03-01,-0.8235
2019-03-04,0.2372
2019-03-05,7.3373
2019-03-06,-11.7971
2019-03-07,-0.75
2019-03-08,-1.6373
2019-03-11,-7.8105
2019-03-12,-0.8333
2019-03-13,-1.1204
2019-03-14,4.1076
2019-03-15,-2.449
2019-03-18,-0.9763
2019-03-19,-0.5634
2019-03-20,-9.3484
2019-03-21,6.875
2019-03-22,-0.4386
2019-03-25,-3.0837
2019-03-26,4.0909
2019-03-27,-0.8734
2019-03-28,-0.1468
2019-03-29,-2.9412000000000003
2019-04-01,-0.6061
2019-04-02,2.1341
2019-04-03,1.4925
2019-04-04,0.2941
2019-04-05,1.173
2019-04-08,3.0435
2019-04-09,5.4852
2019-04-10,6.5333
2019-04-11,12.2653
2019-04-12,-1.3378
2019-04-15,-3.7288
2019-04-16,1.7606000000000002
2019-04-17,-0.5767
2019-04-18,-3.8283
2019-04-22,-0.7238
2019-04-23,8.0194
2019-04-24,-4.6119
2019-04-25,-5.1887
2019-04-26,0.6219
2019-04-29,3.0902
2019-04-30,-4.0767
2019-05-01,0.0
2019-05-02,0.25
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,0.9975
2019-05-08,-1.4815
2019-05-09,-2.005
2019-05-10,3.7084
2019-05-13,-7.3983
2019-05-14,3.8615
2019-05-15,2.3077
2019-05-16,-4.2607
2019-05-17,1.3089
2019-05-20,-0.5168
2019-05-21,1.2987
2019-05-22,13.7179
2019-05-23,-6.2007
2019-05-24,-3.726
2019-05-28,-2.8714
2019-05-29,-0.2571
2019-05-30,-5.4446
2019-05-31,-3.7819000000000003
2019-06-03,-0.1416
2019-06-04,2.1277
2019-06-05,-7.5
2019-06-06,-6.006
2019-06-07,-10.2236
2019-06-10,-3.7367
2019-06-11,-7.3937
2019-06-12,-5.7884
2019-06-13,2.7542
2019-06-14,9.2784
2019-06-17,1.8868
2019-06-18,6.8519
2019-06-19,-7.279
2019-06-20,-0.1869
2019-06-21,-0.5618
2019-06-24,-4.7081
2019-06-25,-0.5929
2019-06-26,-3.3797
2019-06-27,-2.4691
2019-06-28,0.211
2019-07-01,3.3684
2019-07-02,1.6293
2019-07-03,-1.8035999999999999
2019-07-05,3.8776
2019-07-08,6.0904
2019-07-09,3.8889
2019-07-10,5.3476
2019-07-11,-10.1523
2019-07-12,9.9812
2019-07-15,-2.226
2019-07-16,-1.2259
2019-07-17,-1.0638
2019-07-18,-0.1792
2019-07-19,-0.8977
2019-07-22,-1.4493
2019-07-23,2.9412000000000003
2019-07-24,-1.7856999999999998
2019-07-25,0.0
2019-07-26,1.6364
2019-07-29,-4.4723
2019-07-30,-0.9363
2019-07-31,0.5671
2019-08-01,-0.9398
2019-08-02,-1.8975
2019-08-05,-6.1896
2019-08-06,2.0619
2019-08-07,-2.0202
2019-08-08,1.0309
2019-08-09,-2.449
2019-08-12,2.5105
2019-08-13,-0.2041
2019-08-14,-3.8855
2019-08-15,1.0638
2019-08-16,-2.9474
2019-08-19,-1.5184
2019-08-20,-8.5903
2019-08-21,-13.253
2019-08-22,5.5556
2019-08-23,-2.6316
2019-08-26,-2.973
2019-08-27,3.6212
2019-08-28,-2.6882
2019-08-29,-1.9337
2019-08-30,3.3803
2019-09-03,-2.5886
2019-09-04,1.3986
2019-09-05,-2.069
2019-09-06,0.5634
2019-09-09,-3.6414999999999997
2019-09-10,-1.7442
2019-09-11,4.142
2019-09-12,-0.5682
2019-09-13,0.0
2019-09-16,-1.4285999999999999
2019-09-17,2.3188
2019-09-18,0.5666
2019-09-19,-2.2535
2019-09-20,0.8646
2019-09-23,-4.5714
2019-09-24,5.0898
2019-09-25,0.2849
2019-09-26,3.4091
2019-09-27,0.8242
2019-09-30,8.4469
2019-10-01,2.5126
2019-10-02,-5.6373
2019-10-03,-2.0779
2019-10-04,0.7958
2019-10-07,-1.3158
2019-10-08,-6.4
2019-10-09,1.1396
2019-10-10,-3.0986
2019-10-11,6.686
2019-10-14,-5.7221
2019-10-15,-1.4451
2019-10-16,11.437
2019-10-17,-0.5263
2019-10-18,5.5556
2019-10-21,0.0
2019-10-22,-5.2632
2019-10-23,5.291
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,-2.0101
2019-10-29,1.7949000000000002
2019-10-30,-0.2519
2019-10-31,1.5152
2019-11-01,-0.4975
2019-11-04,1.125
2019-11-05,1.3597000000000001
2019-11-06,-1.4634
2019-11-07,2.7228
2019-11-08,2.4096
2019-11-11,0.9412
2019-11-12,-1.8648
2019-11-13,-1.4252
2019-11-14,-0.241
2019-11-15,3.3816
2019-11-18,-4.2056000000000004
2019-11-19,2.439
2019-11-20,0.4762
2019-11-21,-12.3223
2019-11-22,-9.7568
2019-11-25,-10.1527
2019-11-26,-8.3333
2019-11-27,-7.2727
2019-11-29,-5.8824
2019-12-02,-8.3333
2019-12-03,1.8182
2019-12-04,-6.25
2019-12-05,-0.4762
2019-12-06,8.134
2019-12-09,0.4425
2019-12-10,-0.8811
2019-12-11,6.2222
2019-12-12,-1.2551999999999999
2019-12-13,-0.8475
2019-12-16,-1.7094
2019-12-17,-1.7391
2019-12-18,0.4425
2019-12-19,-5.2863
2019-12-20,-3.7209
2019-12-23,5.7971
2019-12-24,-3.1963
2019-12-26,1.8868
2019-12-27,4.6296
2019-12-30,15.6327
2019-12-31,12.8841
2020-01-02,-6.1017
2020-01-03,-7.2202
2020-01-06,-3.8911
2020-01-07,-1.6194
2020-01-08,-6.5844000000000005
2020-01-09,2.2026
2020-01-10,2.5862
2020-01-13,-0.8403
2020-01-14,20.7627
2020-01-15,-7.7193000000000005
2020-01-16,-3.038
2020-01-17,3.9175
2020-01-21,-5.6604
2020-01-22,4.0
2020-01-23,0.3846
2020-01-24,1.5326
2020-01-27,-1.1320999999999999
2020-01-28,4.1985
2020-01-29,1.4652
2020-01-30,-1.444
2020-01-31,0.7326
2020-02-03,-1.4545
2020-02-04,2.214
2020-02-05,1.8051
2020-02-06,2.8369
2020-02-07,0.0
2020-02-10,1.0345
2020-02-11,2.0478
2020-02-12,0.0
2020-02-13,2.6756
2020-02-14,0.3257
2020-02-18,0.6494
2020-02-19,-1.2903
2020-02-20,-2.6144
2020-02-21,1.3423
2020-02-24,-2.649
2020-02-25,-8.1633
2020-02-26,-4.2481
2020-02-27,-6.7806
2020-02-28,11.2033
2020-03-02,6.7164
2020-03-03,0.3497
2020-03-04,-3.4843
2020-03-05,-0.722
2020-03-06,0.0
2020-03-09,-3.2727
2020-03-10,-3.0075
2020-03-11,1.938
2020-03-12,-6.4639
2020-03-13,4.878
2020-03-16,-6.9767
2020-03-17,0.0
2020-03-18,-37.5
2020-03-19,34.6667
2020-03-20,8.4158
2020-03-23,7.3059
2020-03-24,-0.4255
2020-03-25,-4.2735
2020-03-26,1.3393
2020-03-27,0.8811
2020-03-30,0.0
2020-03-31,0.4367
2020-04-01,0.0
2020-04-02,-0.4391
2020-04-03,-2.6158
2020-04-06,3.1390000000000002
2020-04-07,4.3478
2020-04-08,2.9167
2020-04-09,-3.2389
2020-04-13,-1.6736
2020-04-14,2.9787
2020-04-15,-4.9587
2020-04-16,1.3043
2020-04-17,0.8584
2020-04-20,0.8511
2020-04-21,-1.6878
2020-04-22,-1.2876
2020-04-23,3.4783
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,-4.2017
2020-04-29,2.6316
2020-04-30,3.8462
2020-05-01,-5.3498
2020-05-04,-0.4348
2020-05-05,-3.9301
2020-05-06,0.9091
2020-05-07,3.6036
2020-05-08,0.0
2020-05-11,-0.8696
2020-05-12,0.0
2020-05-13,-1.7544
2020-05-14,-8.0357
2020-05-15,-11.165
2020-05-18,-3.2787
2020-05-19,0.565
2020-05-20,1.1236
2020-05-21,0.5556
2020-05-22,-2.2099
2020-05-26,-0.565
2020-05-27,0.0
2020-05-28,0.5682
2020-05-29,-8.4746
2020-06-01,-1.8519
2020-06-02,-2.5157
2020-06-03,0.0
2020-06-04,0.6452
2020-06-05,3.8462
2020-06-08,-0.0062
2020-06-09,-2.4631
2020-06-10,11.3924
2020-06-11,-10.2273
2020-06-12,0.0
2020-06-15,-2.5316
2020-06-16,-5.1948
2020-06-17,5.4795
2020-06-18,2.5974
2020-06-19,0.0
2020-06-22,-2.5316
2020-06-23,0.6494
2020-06-24,-3.2258
2020-06-25,2.6667
2020-06-26,-0.6494
2020-06-29,0.6536
2020-06-30,3.2468
2020-07-01,-2.5157
2020-07-02,0.0
2020-07-06,3.2258
2020-07-07,0.0
2020-07-08,4.375
2020-07-09,-1.1976
2020-07-10,0.6061
2020-07-13,7.2289
2020-07-14,0.5618
2020-07-15,4.4693
2020-07-16,-4.2781
2020-07-17,-2.7933
2020-07-20,-2.8736
2020-07-21,9.4675
2020-07-22,-3.2432
2020-07-23,-1.6760000000000002
2020-07-24,-3.9773
2020-07-27,5.9172
2020-07-28,-0.838
2020-07-29,-0.8451
2020-07-30,0.5682
2020-07-31,3.3898
