ticker,ABKB US Equity
2007-10-02,0.0
2007-10-03,0.0
2007-10-09,-20.0
2007-10-10,-25.0
2007-10-11,66.6667
2007-10-12,40.0
2007-10-15,-28.5714
2007-10-18,20.0
2007-10-23,16.6667
2007-10-25,7.1429
2007-10-26,0.0
2007-10-30,6.6667
2007-10-31,0.0
2007-11-01,-12.5
2007-11-08,0.0
2007-11-09,-14.2857
2007-11-13,33.3333
2007-11-19,0.0
2007-11-20,25.0
2007-11-21,0.0
2007-11-23,20.0
2007-11-28,-33.3333
2007-11-29,0.0
2007-12-07,-37.5
2007-12-10,0.0
2007-12-11,0.0
2007-12-20,0.0
2008-01-03,-20.0
2008-01-18,25.0
2008-01-22,0.0
2008-01-31,-60.0
2008-02-06,150.0
2008-02-15,-50.0
2008-02-19,0.0
2008-02-20,-20.0
2008-02-21,25.0
2008-02-22,0.0
2008-02-25,0.0
2008-02-28,0.0
2008-03-06,-20.0
2008-03-11,0.0
2008-03-13,0.0
2008-03-14,25.0
2008-03-18,-60.0
2008-03-19,150.0
2008-03-24,-40.0
2008-03-25,0.0
2008-03-26,-33.3333
2008-03-27,50.0
2008-03-28,-33.3333
2008-04-10,0.0
2008-04-14,0.0
2008-04-15,0.0
2008-04-23,0.0
2008-04-28,0.0
2008-05-08,-50.0
2008-05-09,2.5
2008-05-12,0.0
2008-05-19,-2.439
2008-05-27,0.0
2008-05-29,0.0
2008-06-12,100.0
2008-06-19,0.0
2008-06-26,-50.0
2008-07-16,20.0
2008-08-08,66.6667
2008-08-11,300.0
2008-08-12,-25.0
2008-08-18,0.0
2008-08-19,-50.0
2008-08-26,100.0
2008-09-05,0.0
2008-09-09,-50.0
2008-09-10,0.0
2008-09-16,100.0
2008-09-19,-33.3333
2008-10-07,-25.0
2008-10-09,0.0
2008-10-13,-33.3333
2008-10-22,0.0
2008-10-28,100.0
2008-11-03,50.0
2008-12-01,-66.6667
2008-12-02,-10.0
2008-12-09,0.0
2008-12-12,0.0
2008-12-18,-44.4444
2008-12-22,0.0
2008-12-26,0.0
2009-01-08,0.0
2009-01-09,-86.25
2009-01-12,627.2727
2009-01-20,-77.5
2009-01-22,433.3333
2009-02-12,66.6667
2009-02-13,-20.0
2009-02-25,0.0
2009-03-03,25.0
2009-03-06,-20.0
2009-03-09,0.0
2009-03-12,25.0
2009-03-20,-50.0
2009-03-27,0.0
2009-04-07,100.0
2009-04-20,0.0
2009-05-07,0.0
2009-05-12,0.0
2009-05-20,0.0
2009-06-12,20.0
2009-06-30,108.3333
2009-07-01,40.0
2009-07-08,0.0
2009-07-10,-28.5714
2009-07-14,20.0
2009-07-17,-16.6667
2009-07-28,-40.0
2009-08-03,232.5
2009-08-04,-9.7744
2009-08-06,-11.1111
2009-08-11,0.0
2009-08-12,-25.0
2009-08-17,0.0
2009-08-27,0.0
2009-09-24,-33.3333
2009-09-30,100.0
2009-10-05,25.0
2009-10-06,-20.0
2009-10-13,-25.0
2009-10-19,166.6667
2009-10-22,-62.5
2009-10-26,0.0
2009-10-30,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-16,0.0
2009-11-30,0.0
2009-12-15,16.6667
2009-12-16,0.0
2009-12-17,7.1429
2009-12-18,20.0
2009-12-21,122.2222
2009-12-22,0.0
2009-12-23,-20.0
2009-12-28,-12.5
2009-12-29,0.0
2010-01-08,0.0
2010-01-13,-28.5714
2010-01-14,-10.0
2010-01-25,55.5556
2010-02-04,0.0
2010-02-05,0.0
2010-02-10,-14.2857
2010-02-18,0.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-03,0.0
2010-03-10,0.0
2010-03-17,-16.6667
2010-03-18,0.0
2010-04-08,-20.0
2010-04-12,0.0
2010-04-20,-50.0
2010-04-29,0.0
2010-04-30,0.0
2010-06-08,0.0
2010-06-30,-25.0
2010-07-02,33.3333
2010-07-16,-25.0
2010-07-19,0.0
2010-07-20,100.0
2010-07-21,-41.6667
2010-07-23,28.5714
2010-07-26,0.0
2010-08-03,0.0
2010-08-04,-11.1111
2010-08-05,-25.0
2010-09-14,0.0
2010-10-04,0.0
2010-10-06,33.3333
2010-11-16,-25.0
2010-11-23,-66.6667
2010-11-29,200.0
2010-12-17,460.0
2010-12-20,-40.4762
2010-12-22,-40.0
2010-12-23,-33.3333
2011-02-08,-50.0
2011-02-09,100.0
2011-03-04,0.0
2011-03-08,0.0
2011-03-11,25.0
2011-03-15,20.0
2011-04-08,0.0
2011-04-12,-16.6667
2011-04-15,0.0
2011-04-20,-20.0
2011-04-26,25.0
2011-04-27,20.0
2011-04-28,-16.6667
2011-05-20,40.0
2011-05-23,128.5714
2011-05-24,-43.75
2011-05-25,33.3333
2011-05-26,16.6667
2011-06-01,0.0
2011-06-08,-28.5714
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,0.0
2011-06-17,0.0
2011-06-20,-10.0
2011-06-21,-11.1111
2011-06-22,12.5
2011-06-23,0.0
2011-06-27,33.3333
2011-06-28,7.1875
2011-06-29,6.7055
2011-07-01,60.2914
2011-07-05,27.2727
2011-07-07,-28.5714
2011-07-11,0.0
2011-07-14,0.0
2011-07-18,40.0
2011-07-19,-28.5714
2011-07-26,0.0
2011-08-08,-20.0
2011-08-09,0.0
2011-08-11,12.5
2011-08-17,0.0
2011-08-18,0.0
2011-09-12,-11.1111
2011-09-16,-37.5
2011-10-17,0.0
2011-10-26,0.0
2011-11-16,0.0
2011-12-20,-20.0
2011-12-22,25.0
2011-12-23,-20.0
2011-12-28,25.0
2012-01-17,-20.0
2012-01-18,0.0
2012-02-10,125.0
2012-02-14,0.0
2012-03-16,-33.3333
2012-03-23,0.0
2012-05-11,0.0
2012-05-14,0.0
2012-05-24,0.0
2012-06-14,-16.6667
2012-06-28,20.0
2012-07-02,-16.6667
2012-07-11,0.0
2012-09-12,0.0
2012-09-13,-20.0
2012-09-14,50.0
2012-09-18,0.0
2012-09-26,-33.3333
2012-11-28,0.0
2012-12-31,0.0
2013-01-23,0.0
2013-03-01,0.0
2013-03-06,0.0
2013-03-08,-25.0
2013-04-09,-33.3333
2013-06-10,0.0
2013-09-24,25.0
2013-09-25,60.0
2013-10-01,0.0
2013-10-04,0.0
2013-11-20,-50.0
2013-11-21,0.0
2013-12-06,47.5
2013-12-09,-32.2034
2013-12-13,0.0
2013-12-17,47.5
2013-12-27,1.6949
2014-03-20,-33.3333
2014-04-03,37.5
2014-06-26,9.0909
2014-07-03,0.0
2014-07-08,0.0
2014-07-11,33.3333
2014-07-14,25.0
2014-07-15,0.0
2014-07-18,80.0
2014-07-21,11.1111
2014-07-22,40.0
2014-07-24,-28.5714
2014-07-25,-10.0
2014-07-28,-11.1111
2014-08-04,-25.0
2014-08-06,16.6667
2014-08-08,-7.1429
2014-08-27,0.0
2014-08-29,-3.0769
2014-09-26,0.0
2014-10-08,0.0
2014-10-24,0.0
2014-10-29,0.0
2014-12-01,-4.7619
2014-12-22,0.0
2015-01-30,-65.0
2015-04-06,-4.7619
2015-04-08,0.0
2015-05-04,0.0
2015-05-06,0.0
2015-06-03,0.0
2015-06-16,0.0
2015-08-24,0.0
2015-08-31,0.0
2015-09-18,0.0
2015-09-23,50.0
2015-10-23,-18.3333
2015-10-29,22.449
2015-12-08,13.3333
2015-12-09,2.9412000000000003
2016-01-20,-14.2857
2016-02-01,0.0
2016-02-02,20.0
2016-03-07,-30.5556
2016-03-30,0.0
2016-04-06,0.0
2016-05-12,0.0
2016-05-17,208.0
2016-05-23,-22.0779
2016-05-31,-25.0
2016-07-01,11.1111
2016-07-12,-15.0
2016-07-13,-5.8824
2016-07-18,0.0
2016-07-20,-12.5
2016-07-28,28.5714
2016-08-16,-22.2222
2016-09-01,71.4286
2016-09-02,0.0
2016-09-07,10.0
2016-09-12,-9.0909
2016-09-14,66.6667
2016-09-15,-40.0
2016-09-16,-8.3333
2016-09-19,0.0
2016-09-27,0.0
2016-09-29,0.0
2016-10-05,-9.0909
2016-10-06,100.0
2016-10-07,-50.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-18,0.0
2016-10-19,-10.0
2016-10-21,11.1111
2016-10-25,-20.0
2016-10-26,0.0
2016-10-28,12.5
2016-10-31,-11.1111
2016-11-02,25.0
2016-11-03,-20.0
2016-11-07,0.0
2016-11-08,-25.0
2016-11-14,29.5833
2016-11-21,206.1093
2016-11-28,-65.7563
2016-12-09,-63.1902
2016-12-21,0.0
2017-01-19,0.0
2017-02-21,0.0
2017-03-29,0.0
2017-06-22,-33.3333
2017-06-26,500.0
2017-06-29,-83.3333
2017-07-14,0.0
2017-08-03,115.0
2017-10-06,-53.4884
2017-11-21,0.0
2018-01-30,400.0
2018-02-02,-86.0
2018-03-13,0.0
2018-03-14,368.5714
2018-04-02,21.9512
2018-04-16,0.0
2018-05-01,-82.5
2018-05-08,42.8571
2018-06-01,10.0
2018-06-04,172.7273
2018-07-30,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-18,-62.3333
2018-09-24,32.7434
2018-10-02,33.3333
2018-10-08,50.0
2018-10-17,33.3333
2018-10-31,-37.5
2018-11-08,0.0
2018-11-30,0.0
2018-12-19,0.0
2019-01-14,0.0
2019-02-12,0.0
2019-02-20,2.0
2019-04-15,-1.9607999999999999
2019-04-22,-20.0
2019-04-24,0.0
2019-05-06,25.0
2019-05-14,-20.0
2019-05-15,0.0
2019-05-23,25.0
2019-07-11,-20.0
2019-10-04,0.0
2019-10-16,-48.5
2019-10-23,-2.9126
2019-10-30,0.0
2019-11-05,0.0
2019-11-19,-30.0
2019-11-25,0.0
2019-12-04,42.8571
2019-12-30,-30.0
2019-12-31,42.8571
2020-01-02,0.0
2020-01-07,0.0
2020-01-13,0.0
2020-01-21,0.0
2020-01-22,-30.0
2020-02-18,185.7143
2020-03-05,-65.0
2020-03-09,0.0
2020-04-24,114.2857
2020-04-30,0.0
2020-05-04,0.0
2020-05-18,-53.3333
2020-06-03,114.2857
2020-06-04,83.3333
2020-06-05,9.0909
2020-06-08,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,33.3333
2020-06-24,0.0
2020-06-29,-82.5
2020-07-09,0.0
