ticker,HPTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-05,17.2414
2007-04-11,2.9412000000000003
2007-04-24,5.7143
2007-05-01,8.1081
2007-05-02,-6.0
2007-05-08,-9.5745
2007-05-10,0.0
2007-05-11,5.8824
2007-05-17,11.1111
2007-05-21,-12.5
2007-05-22,-5.7143
2007-05-24,36.3636
2007-05-25,-11.1111
2007-05-29,0.0
2007-06-01,-16.0
2007-06-22,0.0
2007-06-27,-1.7856999999999998
2007-07-02,15.1515
2007-07-05,-31.5789
2007-07-17,42.3077
2007-07-20,-2.7027
2007-08-03,-2.7778
2007-08-09,-22.8571
2007-08-10,-0.7407
2007-08-14,6.7164
2007-08-28,-14.6853
2007-09-12,19.6721
2007-09-18,13.6986
2007-10-05,-0.6024
2007-10-08,27.2727
2007-10-12,-29.0476
2007-11-02,14.7651
2007-11-06,-8.7719
2007-11-12,-35.2564
2007-11-15,98.0198
2007-11-30,-82.0
2007-12-05,5.5556
2007-12-10,-21.0526
2007-12-27,-16.6667
2008-05-09,-20.0
2008-05-21,75.0
2008-06-06,-37.1429
2008-06-24,0.0
2008-07-10,81.8182
2008-09-19,-27.5
2008-09-23,124.1379
2008-09-24,-15.3846
2008-09-25,-67.2727
2008-09-29,116.6667
2008-10-02,-53.8462
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,-11.1111
2008-10-14,0.0
2008-10-27,25.0
2008-12-22,-50.0
2009-01-08,0.0
2009-01-26,100.0
2009-02-18,-50.0
2009-03-25,100.0
2009-03-26,-50.0
2009-05-13,0.0
2009-05-26,0.0
2009-06-19,0.0
2009-06-25,0.0
2009-07-24,0.0
2009-08-31,-95.0
2009-09-10,100.0
2010-01-12,4500.0
2010-01-13,-34.7826
2010-04-15,3.3333
2010-04-27,0.0
2010-04-28,0.0
2010-04-30,0.0
2010-05-06,0.0
2010-05-07,158.0645
2010-05-10,18.75
2010-05-11,-25.2632
2010-05-12,33.8028
2010-05-13,0.0
2010-05-14,-5.2632
2010-05-18,-33.3333
2010-05-19,16.6667
2010-05-20,21.4286
2010-05-21,-11.7647
2010-05-24,0.0
2010-05-25,-6.6667
2010-05-26,7.1429
2010-05-27,-1.3333
2010-06-01,-5.4054
2010-06-02,7.1429
2010-06-03,6.6667
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,-6.25
2010-06-09,6.6667
2010-06-10,0.0
2010-06-11,-3.75
2010-06-14,0.0
2010-06-15,-9.0909
2010-06-16,-2.8571
2010-06-17,0.0
