ticker,FDEU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-28,-0.05
2015-09-29,0.0244
2015-09-30,-0.0244
2015-10-01,0.0
2015-10-02,0.15
2015-10-05,2.3465
2015-10-06,-2.439
2015-10-07,0.0
2015-10-08,0.5
2015-10-09,-0.3483
2015-10-12,0.0999
2015-10-13,-0.2494
2015-10-14,0.0
2015-10-15,0.05
2015-10-16,-0.05
2015-10-19,0.25
2015-10-20,-0.2494
2015-10-21,0.05
2015-10-22,-0.05
2015-10-23,0.0
2015-10-26,0.75
2015-10-27,-0.1489
2015-10-28,0.3976
2015-10-29,0.7426
2015-10-30,-1.7199
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,-6.4
2015-11-10,-0.4274
2015-11-11,1.2339
2015-11-12,0.318
2015-11-13,-2.0549
2015-11-16,4.126
2015-11-17,-0.9385
2015-11-18,-0.2632
2015-11-19,-2.058
2015-11-20,0.4849
2015-11-23,-1.9303
2015-11-24,-0.8748
2015-11-25,0.1655
2015-11-27,-0.7159
2015-11-30,-2.7132
2015-12-01,2.2188
2015-12-02,-1.0039
2015-12-03,-0.0563
2015-12-04,2.7621
2015-12-07,-0.6034
2015-12-08,-1.3797
2015-12-09,-0.9513
2015-12-10,0.8475
2015-12-11,-3.3053
2015-12-14,-2.4913
2015-12-15,-0.1188
2015-12-16,1.1898
2015-12-17,0.5291
2015-12-18,-0.5263
2015-12-21,-1.4697
2015-12-22,-0.05
2015-12-23,1.9603000000000002
2015-12-24,0.9953
2015-12-28,-0.6957
2015-12-29,0.2919
2015-12-30,0.2328
2015-12-31,-0.3484
2016-01-04,-1.2179
2016-01-05,0.6536
2016-01-06,-0.5911
2016-01-07,-1.5432000000000001
2016-01-08,-1.9903
2016-01-11,-2.8923
2016-01-12,0.8872
2016-01-13,-0.5653
2016-01-14,-0.8844
2016-01-15,-1.211
2016-01-19,-0.5806
2016-01-20,-5.3212
2016-01-21,0.0685
2016-01-22,3.2192
2016-01-25,-0.6636
2016-01-26,0.8684
2016-01-27,-0.1325
2016-01-28,1.5915
2016-01-29,1.7624
2016-02-01,2.4447
2016-02-02,-3.5339
2016-02-03,0.9156
2016-02-04,-0.1296
2016-02-05,-1.1681
2016-02-08,-3.3487
2016-02-09,-2.8533
2016-02-10,0.0
2016-02-11,-1.3287
2016-02-12,1.0631
2016-02-16,1.5428
2016-02-17,3.384
2016-02-18,0.1336
2016-02-19,1.6678
