ticker,PPBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,-4.6931
2000-01-13,0.0
2000-01-14,0.0
2000-02-16,0.0
2000-02-24,3.0303
2000-03-01,0.0
2000-03-07,0.0
2000-03-10,-0.7353
2000-03-24,-2.2222
2000-03-29,0.0
2000-04-04,2.2727
2000-04-05,0.0
2000-04-06,0.0
2000-04-17,0.0
2000-04-18,1.3037
2000-04-28,-8.8235
2000-05-01,3.2258
2000-05-17,1.5625
2000-06-28,-16.9231
2000-06-29,1.8519
2000-07-03,0.0
2000-07-07,3.6364
2000-07-10,1.7544
2000-07-11,-5.1724
2000-07-13,2.5455
2000-07-18,3.5714
2000-07-21,0.0
2000-07-24,0.0
2000-08-03,0.0
2000-08-07,0.0
2000-08-17,-3.4483
2000-08-18,3.5714
2000-08-21,0.0
2000-08-22,-1.7241
2000-08-28,-1.7544
2000-08-29,1.7856999999999998
2000-09-01,-1.7544
2000-09-05,4.4643
2000-09-12,-6.8376
2000-09-21,2.7523
2000-10-06,0.0
2000-10-12,-8.7857
2000-10-26,-20.0868
2000-10-27,8.642
2000-11-01,-6.8182
2000-11-02,7.3171
2000-11-07,0.0
2000-11-08,0.0
2000-11-09,9.0909
2000-11-21,-0.5208
2000-12-04,0.5236
2000-12-26,66.6667
2000-12-28,-6.25
2001-01-02,-4.0
2001-01-12,-32.6389
2001-01-16,7.2165
2001-01-18,1.7308
2001-01-22,4.7619
2001-01-24,9.0909
2001-02-06,0.0
2001-02-21,-8.3333
2001-02-22,-4.5455
2001-02-23,-0.7143
2001-02-26,4.5564
2001-04-04,-11.9266
2001-04-23,16.6667
2001-05-09,-1.7856999999999998
2001-06-08,2.5641
2001-06-18,0.0
2001-06-25,0.0
2001-06-28,0.0
2001-07-19,0.7194
2001-07-20,7.1429
2001-07-24,0.0
2001-07-25,-3.3333
2001-07-27,-3.4483
2001-07-31,7.1429
2001-08-01,0.0
2001-08-02,0.0
2001-08-03,0.0
2001-08-07,-3.3333
2001-08-14,-4.4828
2001-08-15,2.8881
2001-08-16,7.0175
2001-08-23,0.0
2001-09-04,-1.6393
2001-09-06,-3.3333
2001-09-07,-6.5517
2001-09-25,-4.059
2001-10-23,2.7132
2001-10-24,1.8868
2001-11-02,-1.8519
2001-11-05,5.6604
2001-11-06,-1.7856999999999998
2001-11-15,1.0909
2001-11-16,-3.5971
2001-12-05,0.7463
2001-12-07,0.0
2001-12-19,-1.8519
2002-01-04,1.8868
2002-01-17,-1.1194
