ticker,EDIT US Equity
2016-06-23,0.9615
2016-06-24,-8.0423
2016-06-27,-8.4772
2016-06-28,3.9816000000000003
2016-06-29,1.4913
2016-06-30,-3.0977
2016-07-01,4.3033
2016-07-05,-0.9823
2016-07-06,1.1905000000000001
2016-07-07,0.4706
2016-07-08,-1.171
2016-07-11,-0.316
2016-07-12,1.5848
2016-07-13,-1.053
2016-07-14,-2.365
2016-07-15,-0.1615
2016-07-18,-0.6874
2016-07-19,0.0814
2016-07-20,3.6615
2016-07-21,1.4129
2016-07-22,4.9149
2016-07-25,-2.4345
2016-07-26,2.3819
2016-07-27,4.1359
2016-07-28,-3.2624
2016-07-29,-5.7185
2016-08-01,-0.0778
2016-08-02,-2.8405
2016-08-03,0.3604
2016-08-04,-0.2793
2016-08-05,-0.4802
2016-08-08,-4.7045
2016-08-09,-1.7722
2016-08-10,-7.646
2016-08-11,-3.5349
2016-08-12,-3.0376
2016-08-15,1.2432
2016-08-16,-2.0629
2016-08-17,-4.4132
2016-08-18,-6.8206
2016-08-19,5.1239
2016-08-22,4.0171
2016-08-23,3.656
2016-08-24,-8.8425
2016-08-25,0.0
2016-08-26,-0.109
2016-08-29,-4.9645
2016-08-30,1.6648
2016-08-31,-5.0254
2016-09-01,-0.4756
2016-09-02,-3.7634
2016-09-06,-0.5587
2016-09-07,3.6829
2016-09-08,3.6123
2016-09-09,-4.0674
2016-09-12,0.3634
2016-09-13,-6.2161
2016-09-14,-3.668
2016-09-15,0.6012
2016-09-16,-3.7849
2016-09-19,1.7943
2016-09-20,1.0169
2016-09-21,0.2685
2016-09-22,-0.9371
2016-09-23,-2.2973
2016-09-26,-2.3513
2016-09-27,0.0
2016-09-28,-1.4163999999999999
2016-09-29,-2.7298999999999998
2016-09-30,-0.4431
2016-10-03,0.0742
2016-10-04,10.6004
2016-10-05,3.7534
2016-10-06,-3.0362
2016-10-07,-6.3291
2016-10-10,3.2006
2016-10-11,-3.1702
2016-10-12,-6.4769
2016-10-13,4.7945
2016-10-14,-2.3965
2016-10-17,-1.3393
2016-10-18,4.1478
2016-10-19,0.7241
2016-10-20,5.6794
2016-10-21,4.2177
2016-10-24,6.2663
2016-10-25,-10.0737
2016-10-26,-4.3716
2016-10-27,-5.5714
2016-10-28,-0.9077
2016-10-31,7.9389
2016-11-01,-1.0608
2016-11-02,-6.3617
2016-11-03,-4.8855
2016-11-04,6.1798
2016-11-07,1.7385000000000002
2016-11-08,3.2689
2016-11-09,4.0288
2016-11-10,4.4952
2016-11-11,8.2065
2016-11-14,3.9755000000000003
2016-11-15,-3.0
2016-11-16,-5.3972
2016-11-17,0.3846
2016-11-18,-2.8736
2016-11-21,2.9586
2016-11-22,0.447
2016-11-23,-0.3179
2016-11-25,-2.4872
2016-11-28,-1.7005
2016-11-29,-6.7199
2016-11-30,1.7832
2016-12-01,-1.9622000000000002
2016-12-02,11.0793
2016-12-05,1.4157
2016-12-06,1.3959
2016-12-07,-1.1264
2016-12-08,5.6962
2016-12-09,-4.4311
2016-12-12,-2.4436
2016-12-13,1.991
2016-12-14,5.5416
2016-12-15,1.074
2016-12-16,0.4132
2016-12-19,-1.3521
2016-12-20,6.317
2016-12-21,4.7646
2016-12-22,-9.7913
2016-12-23,1.3049
2016-12-27,2.8103
2016-12-28,-2.8474
2016-12-29,-5.6272
2016-12-30,0.8075
2017-01-03,4.9908
2017-01-04,8.5681
2017-01-05,-5.2432
2017-01-06,-0.1141
2017-01-09,5.0257
2017-01-10,1.1419
2017-01-11,-0.5914
2017-01-12,0.2163
2017-01-13,1.2412
2017-01-17,-4.6908
2017-01-18,1.3982
2017-01-19,0.1103
2017-01-20,0.9366
2017-01-23,1.2009
2017-01-24,-2.589
2017-01-25,0.4983
2017-01-26,-0.4408
2017-01-27,1.3835
2017-01-30,-6.8231
2017-01-31,2.0504
2017-02-01,4.7072
2017-02-02,-1.4803
2017-02-03,2.6155
2017-02-06,1.6269
2017-02-07,-0.9605
2017-02-08,-3.7177
2017-02-09,3.9731
2017-02-10,-0.0538
2017-02-13,0.1616
2017-02-14,1.3978
2017-02-15,28.8441
2017-02-16,1.8519
2017-02-17,5.1313
2017-02-21,4.804
2017-02-22,-13.458
2017-02-23,-0.0424
2017-02-24,-0.212
2017-02-27,-2.294
2017-02-28,8.3913
2017-03-01,-1.3237
2017-03-02,-3.9431000000000003
2017-03-03,-6.8134
2017-03-06,-4.5413
2017-03-07,1.2368999999999999
2017-03-08,3.1015
2017-03-09,8.0219
2017-03-10,5.7384
2017-03-13,-0.5986
2017-03-14,4.5363
2017-03-15,-5.3763
2017-03-16,1.0958
2017-03-17,-10.4777
2017-03-20,0.4933
2017-03-21,-6.9166
2017-03-22,0.0479
2017-03-23,-7.6665
2017-03-24,-0.0519
2017-03-27,7.4247
2017-03-28,5.7516
2017-03-29,1.5539
2017-03-30,-0.405
2017-03-31,0.8586
2017-04-03,-0.3136
2017-04-04,-1.3933
2017-04-05,-6.7001
2017-04-06,3.5173
2017-04-07,-1.3686
2017-04-10,0.3349
2017-04-11,-2.1936
2017-04-12,-4.2906
2017-04-13,4.3301
2017-04-17,1.5137
2017-04-18,-6.5897
2017-04-19,-0.8754
2017-04-20,-0.2597
2017-04-21,-1.0937999999999999
2017-04-24,2.2117
2017-04-25,1.6486
2017-04-26,-0.6589
2017-04-27,-0.8673
2017-04-28,-2.9851
2017-05-01,7.5332
2017-05-02,0.7893
2017-05-03,-4.2095
2017-05-04,-3.0659
2017-05-05,-1.7923
2017-05-08,-3.4353
2017-05-09,4.6693
2017-05-10,1.6463
2017-05-11,-3.2915
2017-05-12,4.2139
2017-05-15,3.7325
2017-05-16,-8.5457
2017-05-17,-3.0601
2017-05-18,5.5806000000000004
2017-05-19,-4.378
2017-05-22,-2.5684
2017-05-23,-0.8596
2017-05-24,-0.4624
2017-05-25,-5.2846
2017-05-26,-4.2305
2017-05-30,-11.9718
2017-05-31,-0.6545
2017-06-01,2.123
2017-06-02,1.8638
2017-06-05,-3.6593999999999998
2017-06-06,3.6523
2017-06-07,10.2185
2017-06-08,3.6445
2017-06-09,-3.0228
2017-06-12,2.2265
2017-06-13,-0.1867
2017-06-14,-0.2494
2017-06-15,-2.3125
2017-06-16,4.1587
2017-06-19,3.317
2017-06-20,-1.308
2017-06-21,1.8675000000000002
2017-06-22,3.7256
2017-06-23,2.3375
2017-06-26,0.0557
2017-06-27,-2.8952999999999998
2017-06-28,3.1537
2017-06-29,-4.836
2017-06-30,-1.986
2017-07-03,3.8737
2017-07-05,0.459
2017-07-06,-2.7984
2017-07-07,0.9401
2017-07-10,-1.688
2017-07-11,0.8881
2017-07-12,1.4085
2017-07-13,2.4884
2017-07-14,-2.3151
2017-07-17,-5.896
2017-07-18,-5.0983
2017-07-19,2.7184
2017-07-20,-0.8192
2017-07-21,0.5083
2017-07-24,3.1606
2017-07-25,-0.0613
2017-07-26,-2.6364
2017-07-27,0.1259
2017-07-28,7.7987
2017-07-31,-1.2835
2017-08-01,-3.1324
2017-08-02,-3.5387
2017-08-03,9.0449
2017-08-04,-1.0441
2017-08-07,9.0856
2017-08-08,1.3434
2017-08-09,-4.666
2017-08-10,9.6774
2017-08-11,11.3083
2017-08-14,5.5125
2017-08-15,-10.8377
2017-08-16,0.4358
2017-08-17,-9.3539
2017-08-18,-5.1596
2017-08-21,-0.0561
2017-08-22,3.3109
2017-08-23,0.2173
2017-08-24,5.7453
2017-08-25,-2.1015
2017-08-28,8.534
2017-08-29,0.7236
2017-08-30,1.8199
2017-08-31,-0.7056
2017-09-01,-2.4633
2017-09-05,-2.6712
2017-09-06,-1.7465000000000002
2017-09-07,2.5901
2017-09-08,-0.5446
2017-09-11,-0.5475
2017-09-12,-0.2503
2017-09-13,5.7702
2017-09-14,0.0949
2017-09-15,-0.7583
2017-09-18,2.0535
2017-09-19,3.0884
2017-09-20,2.315
2017-09-21,2.7507
2017-09-22,-1.3385
2017-09-25,-7.5274
2017-09-26,-3.9281
2017-09-27,-1.8227
2017-09-28,16.1064
2017-09-29,3.7597
2017-10-02,2.2907
2017-10-03,3.9901999999999997
2017-10-04,-7.9875
2017-10-05,6.383
2017-10-06,0.04
2017-10-09,0.04
2017-10-10,0.7594
2017-10-11,-4.3633
2017-10-12,3.2352
2017-10-13,-6.1068999999999996
2017-10-16,-2.4818
2017-10-17,1.799
2017-10-18,0.5603
2017-10-19,2.6574999999999998
2017-10-20,0.2505
2017-10-23,-0.5831
2017-10-24,-4.6921
2017-10-25,0.2637
2017-10-26,-4.0333
2017-10-27,1.7816
2017-10-30,7.2711
2017-10-31,3.7657
2017-11-01,-5.7661
2017-11-02,2.3962
2017-11-03,4.1789
2017-11-06,-3.6502
2017-11-07,-3.955
2017-11-08,-3.0342
2017-11-09,1.3858
2017-11-10,7.4956
2017-11-13,1.2305
2017-11-14,-4.5786
2017-11-15,3.3546
2017-11-16,2.8348
2017-11-17,0.0799
2017-11-20,1.6367
2017-11-21,1.9245999999999999
2017-11-22,8.863199999999999
2017-11-24,-8.6726
2017-11-27,4.5349
2017-11-28,0.5933
2017-11-29,3.3911
2017-11-30,2.9234
2017-12-01,3.4638
2017-12-04,-7.0639
2017-12-05,-1.6931
2017-12-06,-7.7501
2017-12-07,2.4032
2017-12-08,-3.1808
2017-12-11,-5.4487
2017-12-12,-0.0847
2017-12-13,3.3503
2017-12-14,0.2052
2017-12-15,2.3750999999999998
2017-12-18,0.48
2017-12-19,-2.1497
2017-12-20,1.2612
2017-12-21,7.3122
2017-12-22,6.4395
2017-12-26,2.9195
2017-12-27,2.1873
2017-12-28,4.8161000000000005
2017-12-29,-1.9464000000000001
2018-01-02,11.6824
2018-01-03,-2.8846
2018-01-04,1.7702
2018-01-05,-0.9729
2018-01-08,-10.6282
2018-01-09,3.8308
2018-01-10,1.4437
2018-01-11,2.3087
2018-01-12,-1.0819
2018-01-16,-6.1875
2018-01-17,1.1992
2018-01-18,-1.7774999999999999
2018-01-19,1.8767
2018-01-22,13.8816
2018-01-23,0.5199
2018-01-24,-2.6437
2018-01-25,1.0331
2018-01-26,5.054
2018-01-29,13.1813
2018-01-30,-3.5381
2018-01-31,-7.0046
2018-02-01,0.1643
2018-02-02,-4.9768
2018-02-05,-2.2157999999999998
2018-02-06,3.2078
2018-02-07,4.5623000000000005
2018-02-08,-9.2446
2018-02-09,1.232
2018-02-12,-2.4933
2018-02-13,0.761
2018-02-14,4.5015
2018-02-15,0.5782
2018-02-16,-2.7882
2018-02-20,-1.5967
2018-02-21,3.6358
2018-02-22,1.7976
2018-02-23,2.2216
2018-02-26,5.6562
2018-02-27,-2.9272
2018-02-28,-0.4618
2018-03-01,-3.6572
2018-03-02,7.5354
2018-03-05,1.3699
2018-03-06,-0.104
2018-03-07,9.9896
2018-03-08,1.2535
2018-03-09,2.9666
2018-03-12,-5.2405
2018-03-13,-0.8379
2018-03-14,0.2173
2018-03-15,-5.2277000000000005
2018-03-16,-3.3554
2018-03-19,-1.8937
2018-03-20,2.252
2018-03-21,2.8841
2018-03-22,-3.16
2018-03-23,-0.2632
2018-03-26,-3.9050000000000002
2018-03-27,-8.8962
2018-03-28,-1.6576
2018-03-29,1.5936
2018-04-02,-4.1629
2018-04-03,1.3535
2018-04-04,4.9068000000000005
2018-04-05,-2.5755
2018-04-06,-2.9474
2018-04-09,1.4715
2018-04-10,5.3687000000000005
2018-04-11,1.0835
2018-04-12,3.0127
2018-04-13,-2.4466
2018-04-16,-0.663
2018-04-17,3.5403000000000002
2018-04-18,-0.9249
2018-04-19,-1.5276
2018-04-20,-1.0055
2018-04-23,-2.96
2018-04-24,-3.0502
2018-04-25,-1.9741
2018-04-26,3.6816
2018-04-27,0.091
2018-04-30,-4.7908
2018-05-01,3.4713
2018-05-02,0.5848
2018-05-03,-3.3048
2018-05-04,4.4304
2018-05-07,1.697
2018-05-08,-0.298
2018-05-09,2.9886
2018-05-10,-2.6117
2018-05-11,4.8272
2018-05-14,2.3309
2018-05-15,1.2222
2018-05-16,1.7014
2018-05-17,2.4825
2018-05-18,-8.2412
2018-05-21,-4.2181
2018-05-22,2.3367
2018-05-23,5.5621
2018-05-24,1.5807
2018-05-25,-0.273
2018-05-29,-2.409
2018-05-30,6.3955
2018-05-31,1.0282
2018-06-01,-3.4186
2018-06-04,-1.1078000000000001
2018-06-05,4.7268
2018-06-06,-0.2609
2018-06-07,-1.0986
2018-06-08,3.7027
2018-06-11,-7.8041
2018-06-12,-0.3873
2018-06-13,0.5554
2018-06-14,2.8721
2018-06-15,0.6711
2018-06-18,4.6133
2018-06-19,0.4079
2018-06-20,4.1127
2018-06-21,-2.9993
2018-06-22,-1.0307
2018-06-25,-4.826
2018-06-26,0.1068
2018-06-27,-4.8787
2018-06-28,0.4765
2018-06-29,-0.0558
2018-07-02,3.2375
2018-07-03,-0.4596
2018-07-05,0.0272
2018-07-06,3.0138
2018-07-09,1.1861
2018-07-10,-1.094
2018-07-11,0.079
2018-07-12,-0.3947
2018-07-13,0.1321
2018-07-16,-7.124
2018-07-17,3.5795
2018-07-18,-2.9622
2018-07-19,2.1198
2018-07-20,0.3321
2018-07-23,-2.4276
2018-07-24,-8.2273
2018-07-25,-1.9717
2018-07-26,-0.8799
2018-07-27,-5.8339
2018-07-30,-0.9764
2018-07-31,1.1221
2018-08-01,-1.076
2018-08-02,0.2379
2018-08-03,-2.7467
2018-08-06,1.4296
2018-08-07,-0.8938
2018-08-08,-4.093
2018-08-09,3.6528
2018-08-10,3.4194
2018-08-13,-0.9447
2018-08-14,0.8174
2018-08-15,-1.7905
2018-08-16,2.9928
2018-08-17,-0.2672
2018-08-20,1.8418999999999999
2018-08-21,2.9924
2018-08-22,0.1277
2018-08-23,-2.9656000000000002
2018-08-24,0.7558
2018-08-27,0.3262
2018-08-28,0.6827
2018-08-29,2.454
2018-08-30,1.0715
2018-08-31,2.3698
2018-09-04,-0.0914
2018-09-05,-2.439
2018-09-06,-6.2188
2018-09-07,0.7997
2018-09-10,2.7107
2018-09-11,3.7657
2018-09-12,0.7754
2018-09-13,-0.831
2018-09-14,0.5897
2018-09-17,-1.6662
2018-09-18,2.9809
2018-09-19,1.1274
2018-09-20,-1.8679999999999999
2018-09-21,-7.5837
2018-09-24,1.495
2018-09-25,6.6121
2018-09-26,-0.3377
2018-09-27,-0.154
2018-09-28,-1.8204
2018-10-01,-4.2426
2018-10-02,-4.4634
2018-10-03,3.7788
2018-10-04,-5.2963000000000005
2018-10-05,-0.1398
2018-10-08,-2.4851
2018-10-09,-0.3589
2018-10-10,-6.3761
2018-10-11,2.1547
2018-10-12,2.9002
2018-10-15,-0.8053
2018-10-16,7.2325
2018-10-17,1.7206000000000001
2018-10-18,-4.0934
2018-10-19,-3.0335
2018-10-22,-2.4736000000000002
2018-10-23,0.0746
2018-10-24,-9.0943
2018-10-25,7.5441
2018-10-26,-0.9531
2018-10-29,-3.5797
2018-10-30,-1.3972
2018-10-31,2.5506
2018-11-01,8.409
2018-11-02,1.9665
2018-11-05,-0.7143
2018-11-06,-2.5899
2018-11-07,5.6869
2018-11-08,4.7519
2018-11-09,-3.4356
2018-11-12,-2.6252
2018-11-13,2.8024
2018-11-14,-7.1774000000000004
2018-11-15,4.3866
2018-11-16,3.1339
2018-11-19,-6.25
2018-11-20,-5.8564
2018-11-21,9.4288
2018-11-23,0.2145
2018-11-26,2.6044
2018-11-27,-4.6592
2018-11-28,7.1116
2018-11-29,2.5196
2018-11-30,3.4872
2018-12-03,2.0218
2018-12-04,-4.0893
2018-12-06,-2.6238
2018-12-07,-4.3786
2018-12-10,2.1134
2018-12-11,2.1042
2018-12-12,2.3986
2018-12-13,-4.52
2018-12-14,-1.6932
2018-12-17,-2.8471
2018-12-18,-4.8119
2018-12-19,-5.1691
2018-12-20,-7.976
2018-12-21,-20.7753
2018-12-24,7.3667
2018-12-26,5.4275
2018-12-27,-1.3113000000000001
2018-12-28,1.9685000000000001
2018-12-31,9.7973
2019-01-02,2.5934
2019-01-03,-5.9126
2019-01-04,5.6466
2019-01-07,7.4569
2019-01-08,2.0858
2019-01-09,3.7328
2019-01-10,0.0379
2019-01-11,-0.7952
2019-01-14,-4.6183
2019-01-15,5.6423
2019-01-16,-0.5303
2019-01-17,-0.1904
2019-01-18,-0.2671
2019-01-22,-19.8546
2019-01-23,-4.0573
2019-01-24,6.1194
2019-01-25,0.6095
2019-01-28,-3.7279
2019-01-29,-1.7909000000000002
2019-01-30,4.8793
2019-01-31,2.1147
2019-02-01,-0.5983
2019-02-04,1.4352
2019-02-05,-3.5144
2019-02-06,-0.1892
2019-02-07,-7.9147
2019-02-08,1.6469
2019-02-11,1.1139000000000001
2019-02-12,1.6024
2019-02-13,-1.6757
2019-02-14,-0.4511
2019-02-15,1.1078000000000001
2019-02-19,0.6972
2019-02-20,1.6320000000000001
2019-02-21,-3.9903
2019-02-22,0.7096
2019-02-25,5.3347
2019-02-26,-1.0033
2019-02-27,1.11
2019-02-28,-1.5274
2019-03-01,14.5904
2019-03-04,0.7614
2019-03-05,-0.7557
2019-03-06,-4.2724
2019-03-07,1.0163
2019-03-08,-1.1374
2019-03-11,5.4867
2019-03-12,1.8037
2019-03-13,-0.206
2019-03-14,-1.1561
2019-03-15,1.462
2019-03-18,-1.3174000000000001
2019-03-19,0.5841
2019-03-20,0.0415
2019-03-21,2.5705
2019-03-22,-8.6095
2019-03-25,0.8403
2019-03-26,1.7105000000000001
2019-03-27,-1.0349
2019-03-28,2.963
2019-03-29,3.4702
2019-04-01,1.0634
2019-04-02,5.3015
2019-04-03,2.8055
2019-04-04,-0.2991
2019-04-05,3.0371
2019-04-08,-0.837
2019-04-09,-2.1284
2019-04-10,3.7495000000000003
2019-04-11,-7.8786000000000005
2019-04-12,2.3539
2019-04-15,1.7248
2019-04-16,2.5622
2019-04-17,-5.5107
2019-04-18,0.311
2019-04-22,2.0155
2019-04-23,4.2553
2019-04-24,-1.5671
2019-04-25,0.5553
2019-04-26,2.2091
2019-04-29,-5.3674
2019-04-30,-5.7861
2019-05-01,-6.1818
2019-05-02,3.3592
2019-05-03,4.5
2019-05-06,3.11
2019-05-07,-4.563
2019-05-08,1.8233000000000001
2019-05-09,-2.2682
2019-05-10,-0.4479
2019-05-13,-8.9162
2019-05-14,0.9879
2019-05-15,0.667
2019-05-16,2.4293
2019-05-17,-2.9754
2019-05-20,-4.6667
2019-05-21,7.1795
2019-05-22,-4.3062000000000005
2019-05-23,-3.7273
2019-05-24,2.5496
2019-05-28,-1.3352
2019-05-29,-1.3066
2019-05-30,0.3783
2019-05-31,-3.203
2019-06-03,1.0219
2019-06-04,0.3372
2019-06-05,-1.6803
2019-06-06,0.4883
2019-06-07,8.8921
2019-06-10,-1.6064
2019-06-11,-2.2676
2019-06-12,0.8817
2019-06-13,3.5419
2019-06-14,-3.4651
2019-06-17,4.0497
2019-06-18,1.6806999999999999
2019-06-19,-1.2614
2019-06-20,-1.2775
2019-06-21,1.8742
2019-06-24,-4.5554
2019-06-25,4.7728
2019-06-26,-2.2777
2019-06-27,4.9305
2019-06-28,5.6813
2019-07-01,-2.021
2019-07-02,-1.2789
2019-07-03,2.7163
2019-07-05,-2.1155
2019-07-08,-0.3741
2019-07-09,2.1277
2019-07-10,1.8791
2019-07-11,-0.6415
2019-07-12,0.2825
2019-07-15,1.8109
2019-07-16,-3.834
2019-07-17,-1.1097
2019-07-18,2.5353
2019-07-19,-3.3239
2019-07-22,3.9413
2019-07-23,2.4203
2019-07-24,2.4025
2019-07-25,-4.1538
2019-07-26,5.0562
2019-07-29,0.3438
2019-07-30,2.0556
2019-07-31,-5.8187
2019-08-01,2.099
2019-08-02,-3.142
2019-08-05,-4.165
2019-08-06,2.9252000000000002
2019-08-07,-0.5278
2019-08-08,1.1429
2019-08-09,0.2421
2019-08-12,-3.2206
2019-08-13,2.2879
2019-08-14,2.0333
2019-08-15,1.0761
2019-08-16,1.1041
2019-08-19,0.546
2019-08-20,-0.737
2019-08-21,1.0942
2019-08-22,-2.242
2019-08-23,-4.8636
2019-08-26,1.1638
2019-08-27,-2.5472
2019-08-28,2.4452
2019-08-29,3.2099
2019-08-30,-0.9968
2019-09-03,-3.9468
2019-09-04,-2.8931
2019-09-05,4.4473
2019-09-06,1.1162
2019-09-09,-0.7359
2019-09-10,5.1483
2019-09-11,4.0736
2019-09-12,-1.8065
2019-09-13,-2.2614
2019-09-16,0.9804
2019-09-17,0.0388
2019-09-18,-1.8245
2019-09-19,-0.435
2019-09-20,-0.7546
2019-09-23,-2.561
2019-09-24,-1.5606
2019-09-25,-0.9804
2019-09-26,-4.3185
2019-09-27,-0.9908
2019-09-30,1.1341
2019-10-01,-3.0783
2019-10-02,-1.2704
2019-10-03,-0.5515
2019-10-04,0.647
2019-10-07,-2.0202
2019-10-08,-5.9513
2019-10-09,-0.847
2019-10-10,-2.0603
2019-10-11,3.5916
2019-10-14,-1.7831000000000001
2019-10-15,2.2693
2019-10-16,0.5917
2019-10-17,-0.2451
2019-10-18,-3.0467
2019-10-21,3.6999
2019-10-22,-0.782
2019-10-23,2.6355
2019-10-24,-0.7439
2019-10-25,1.354
2019-10-28,3.1011
2019-10-29,-0.3239
2019-10-30,-0.65
2019-10-31,-2.6168
2019-11-01,3.3109
2019-11-04,-2.3223
2019-11-05,0.951
2019-11-06,-3.7683
2019-11-07,2.3495
2019-11-08,-2.0086
2019-11-11,-0.488
2019-11-12,9.4654
2019-11-13,3.0018
2019-11-14,-1.4354
2019-11-15,0.8826
2019-11-18,1.2686
2019-11-19,7.8186
2019-11-20,-3.0849
2019-11-21,0.9095
2019-11-22,-0.2048
2019-11-25,11.5764
2019-11-26,4.415
2019-11-27,2.9951
2019-11-29,3.5922
2019-12-02,-1.255
2019-12-03,1.3043
2019-12-04,1.5847
2019-12-05,-1.2349999999999999
2019-12-06,1.744
2019-12-09,-1.9405000000000001
2019-12-10,1.2203
2019-12-11,-3.6168
2019-12-12,1.8594
2019-12-13,-0.7634
2019-12-16,4.1137
2019-12-17,0.6585
2019-12-18,2.3456
2019-12-19,0.3118
2019-12-20,-0.8704
2019-12-23,1.0975
2019-12-24,1.2097
2019-12-26,-1.7774999999999999
2019-12-27,-4.961
2019-12-30,-3.1517
2019-12-31,0.3729
2020-01-02,-0.5741
2020-01-03,-1.4946
2020-01-06,2.5172
2020-01-07,0.7736
2020-01-08,3.4379
2020-01-09,-1.0971
2020-01-10,0.0979
2020-01-13,1.5645
2020-01-14,4.3325
2020-01-15,0.8305
2020-01-16,-2.3185000000000002
2020-01-17,-4.3098
2020-01-21,-2.3172
2020-01-22,0.3675
2020-01-23,-3.5619
2020-01-24,-2.1401
2020-01-27,-1.3404
2020-01-28,0.9653
2020-01-29,-1.5581
2020-01-30,-3.4532
2020-01-31,-1.5276
2020-02-03,2.6863
2020-02-04,4.5321
2020-02-05,0.9517
2020-02-06,-2.0601
2020-02-07,-6.0606
2020-02-10,5.9203
2020-02-11,-3.2963
2020-02-12,-0.4817
2020-02-13,-0.0745
2020-02-14,-0.0745
2020-02-18,0.3356
2020-02-19,-1.375
2020-02-20,-0.9043
2020-02-21,-5.9696
2020-02-24,-4.2054
2020-02-25,-5.1076
2020-02-26,-0.3114
2020-02-27,-6.3811
2020-02-28,5.7197
2020-03-02,2.4346
2020-03-03,-3.3451
2020-03-04,4.7814
2020-03-05,9.3003
2020-03-06,-4.6918
2020-03-09,-11.2224
2020-03-10,2.0207
2020-03-11,-6.6329
2020-03-12,-12.3828
2020-03-13,8.9527
2020-03-16,-23.1008
2020-03-17,12.7688
2020-03-18,8.9988
2020-03-19,9.3494
2020-03-20,-4.6
2020-03-23,2.6205
2020-03-24,10.8274
2020-03-25,-3.9631
2020-03-26,0.7678
2020-03-27,-4.9524
2020-03-30,1.4529
2020-03-31,-2.0741
2020-04-01,-6.707
2020-04-02,8.0
2020-04-03,-2.1021
2020-04-06,9.151299999999999
2020-04-07,-1.0773
2020-04-08,-2.4148
2020-04-09,7.3751
2020-04-13,0.9941
2020-04-14,4.2953
2020-04-15,-3.3462
2020-04-16,3.1957
2020-04-17,3.2258
2020-04-20,3.4167
2020-04-21,-4.7542
2020-04-22,2.8765
2020-04-23,-1.1102
2020-04-24,3.9917
2020-04-27,1.5594000000000001
2020-04-28,-3.2677
2020-04-29,-1.0989
2020-04-30,-4.856
2020-05-01,-3.9792
2020-05-04,12.3423
2020-05-05,2.6464
2020-05-06,-2.3047
2020-05-07,-3.6385
2020-05-08,2.5311
2020-05-11,11.0077
2020-05-12,-7.1272
2020-05-13,-3.7880000000000003
2020-05-14,-0.7344
2020-05-15,8.0148
2020-05-18,2.968
2020-05-19,0.037
2020-05-20,5.5042
2020-05-21,2.521
2020-05-22,2.8005
2020-05-26,-8.9369
2020-05-27,1.6417000000000002
2020-05-28,-2.0459
2020-05-29,-0.8062
2020-06-01,1.2929
2020-06-02,2.9176
2020-06-03,-2.6931000000000003
2020-06-04,-1.5295
2020-06-05,-1.4053
2020-06-08,1.7254
2020-06-09,-1.1431
2020-06-10,2.5364
2020-06-11,-9.0215
2020-06-12,7.9168
2020-06-15,7.2249
2020-06-16,6.7035
2020-06-17,-3.206
2020-06-18,8.5647
2020-06-19,-0.8937
2020-06-22,3.2027
2020-06-23,3.4649
