ticker,CRAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.3433
2000-01-04,-5.1793
2000-01-05,-0.8403
2000-01-06,2.5423999999999998
2000-01-07,0.0
2000-01-10,-7.0248
2000-01-11,-6.2222
2000-01-12,-1.4218
2000-01-13,6.7308
2000-01-14,-1.8018
2000-01-18,10.0917
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-0.4167
2000-01-24,2.9289
2000-01-25,-6.5041
2000-01-26,4.3478
2000-01-27,0.8333
2000-01-28,-1.6529
2000-01-31,1.6806999999999999
2000-02-01,2.0661
2000-02-02,-2.834
2000-02-03,3.3333
2000-02-04,0.8065
2000-02-07,0.6
2000-02-08,-0.994
2000-02-09,0.0
2000-02-10,-0.4016
2000-02-11,0.4032
2000-02-14,1.2048
2000-02-15,-0.7937
2000-02-16,0.2
2000-02-17,-3.7923999999999998
2000-02-18,-1.2448
2000-02-22,-1.2605
2000-02-23,-2.9787
2000-02-24,0.2193
2000-02-25,-0.6565
2000-02-28,0.8811
2000-02-29,-4.3668
2000-03-01,-3.1963
2000-03-02,1.8868
2000-03-03,2.7778
2000-03-06,3.6036
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.6522
2000-03-10,-1.0799
2000-03-13,0.0
2000-03-14,-10.917
2000-03-15,-15.1961
2000-03-16,-5.2023
2000-03-17,4.2683
2000-03-20,-6.1404
2000-03-21,3.1153
2000-03-22,0.3021
2000-03-23,-1.2048
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-2.7439
2000-03-29,-0.9404
2000-03-30,-4.4304
2000-03-31,2.9801
2000-04-03,-0.9646
2000-04-04,0.3247
2000-04-05,-1.2945
2000-04-06,1.6393
2000-04-07,-3.871
2000-04-10,-9.7315
2000-04-11,-2.6022
2000-04-12,-8.3969
2000-04-13,-0.4167
2000-04-14,-12.9707
2000-04-17,3.8462
2000-04-18,9.2593
2000-04-19,2.5423999999999998
2000-04-20,13.6364
2000-04-24,3.2727
2000-04-25,11.2676
2000-04-26,3.481
2000-04-27,-1.5291000000000001
2000-04-28,0.9317
2000-05-01,-2.4615
2000-05-02,0.3155
2000-05-03,-8.805
2000-05-04,2.069
2000-05-05,-0.6757
2000-05-08,0.6803
2000-05-09,-5.4054
2000-05-10,0.7143
2000-05-11,-1.4184
2000-05-12,4.6763
2000-05-15,5.4983
2000-05-16,-0.3257
2000-05-17,-1.3072
2000-05-18,-0.3311
2000-05-19,-0.6645
2000-05-22,-1.3378
