ticker,ATNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-09-16,0.0
2004-11-11,-50.0
2005-03-30,0.0
2005-04-04,0.0
2005-04-07,4.0
2005-04-21,-42.3077
2005-05-09,-26.6667
2005-05-19,536.3636
2005-06-06,2.8571
2005-06-10,-2.7778
2005-06-13,0.0
2005-06-15,-41.4286
2005-06-20,46.3415
2005-06-21,0.0
2005-06-22,-16.6667
2005-06-27,-4.0
2005-06-29,0.0
2005-07-13,-37.5
2005-07-18,0.0
2005-07-19,0.0
2005-07-20,-20.0
2005-07-21,-8.3333
2005-07-22,-11.3636
2005-07-25,2.5641
2005-07-26,-15.0
2005-07-27,0.0
2005-07-28,-70.5882
2005-07-29,100.0
2005-08-03,-40.0
2005-08-04,0.0
2005-08-08,-16.6667
2005-08-09,60.0
2005-08-10,56.25
2005-08-11,-20.0
2005-08-15,-30.0
2005-08-17,7.1429
2005-08-18,-40.0
2005-08-23,0.0
2005-08-24,0.0
2005-08-25,122.2222
2005-08-26,-55.0
2005-09-01,0.0
2005-09-06,111.1111
2005-09-07,-47.3684
2005-09-21,60.0
2005-12-21,-99.8438
2005-12-30,300.0
2006-01-18,0.0
2006-02-14,14900.0
2006-03-13,-99.8333
2006-03-14,59900.0
2006-03-20,0.0
2006-03-21,-6.6667
2006-03-29,-98.5714
2006-03-31,7400.0
2006-04-04,0.0
2006-04-05,-13.3333
2006-04-06,-7.6923
2006-04-10,16.6667
2006-04-11,-28.5714
2006-04-21,20.0
2006-04-24,-73.3333
2006-04-28,275.0
2006-05-17,-75.0
2006-05-31,400.0
2006-07-24,-86.6667
2006-07-31,700.0
2007-01-08,-87.5
2007-02-20,-98.75
2007-07-25,0.0
2007-10-10,0.0
2007-11-09,7900.0
2007-11-12,100.0
2007-11-15,-99.375
2007-11-16,7900.0
2007-11-19,0.0
2007-11-27,0.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-03,0.0
2007-12-04,-50.0
2007-12-05,0.0
2007-12-10,100.0
2007-12-11,-50.0
2007-12-12,100.0
2007-12-13,-50.0
2007-12-14,0.0
2007-12-18,0.0
2007-12-20,100.0
2007-12-27,-50.0
2008-01-03,100.0
2008-01-04,0.0
2008-01-08,20.0
2008-01-09,0.0
2008-01-14,16.6667
2008-01-15,42.8571
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,10.0
2008-01-22,4.5455
2008-01-23,0.0
2008-01-24,6.9565
2008-01-25,5.6911000000000005
2008-01-28,1.5385
2008-01-29,0.0
