ticker,NCLH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-18,30.4737
2013-01-22,8.7132
2013-01-23,2.0037
2013-01-24,-0.5275
2013-01-25,0.0183
2013-01-28,1.4990999999999999
2013-01-29,-2.3415
2013-01-30,-3.0247
2013-01-31,0.3043
2013-02-01,4.854
2013-02-04,2.7486
2013-02-05,0.4576
2013-02-06,-1.9622000000000002
2013-02-07,-1.5368
2013-02-08,1.3067
2013-02-11,-0.8241
2013-02-12,2.3121
2013-02-13,2.1186
2013-02-14,1.1411
2013-02-15,3.4872
2013-02-19,3.0327
2013-02-20,-1.2441
2013-02-21,-1.0714
2013-02-22,-1.5753
2013-02-25,2.6342
2013-02-26,-1.8519
2013-02-27,0.1655
2013-02-28,2.3794
2013-03-01,0.0323
2013-03-04,-1.7425000000000002
2013-03-05,-1.3793
2013-03-06,-0.0333
2013-03-07,0.8994
2013-03-08,0.033
2013-03-11,1.1881
2013-03-12,0.6197
2013-03-13,-0.2269
2013-03-14,-2.5504
2013-03-15,-0.5834
2013-03-18,1.5760999999999998
2013-03-19,-0.099
2013-03-20,0.7997
2013-03-21,-1.5474
2013-03-22,0.4995
2013-03-25,-2.3194
2013-03-26,0.2035
2013-03-27,2.065
2013-03-28,-1.6583999999999999
2013-04-01,0.9444
2013-04-02,-0.0334
2013-04-03,-2.4398
2013-04-04,0.2741
2013-04-05,0.1025
2013-04-08,2.3548999999999998
2013-04-09,1.1671
2013-04-10,0.6262
2013-04-11,0.3603
2013-04-12,-0.4569
2013-04-15,-1.4098
2013-04-16,-0.2328
2013-04-17,-1.5
2013-04-18,-0.7107
2013-04-19,0.3067
2013-04-22,-0.1699
2013-04-23,-0.1361
2013-04-24,-1.4997
2013-04-25,4.0138
2013-04-26,1.0977999999999999
2013-04-29,-0.0987
2013-04-30,2.141
2013-05-01,0.258
2013-05-02,0.8684
2013-05-03,0.5421
2013-05-06,0.9198
2013-05-07,-0.5028
2013-05-08,0.7581
2013-05-09,-0.5956
2013-05-10,-2.2075
2013-05-13,-1.7736
2013-05-14,0.9849
2013-05-15,1.9506000000000001
2013-05-16,0.1913
2013-05-17,0.4456
2013-05-20,1.4892
2013-05-21,-0.0937
2013-05-22,-0.625
2013-05-23,0.5031
2013-05-24,0.5945
2013-05-28,-1.2442
2013-05-29,-0.5669
2013-05-30,-2.3757
2013-05-31,-0.2271
2013-06-03,1.9512
2013-06-04,0.1914
2013-06-05,-1.7829000000000002
2013-06-06,-0.1945
2013-06-07,1.4615
