ticker,KAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8772
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,-3.4783
2000-01-10,0.9009
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.8929
2000-01-14,-0.885
2000-01-18,0.8929
2000-01-19,0.885
2000-01-20,-0.8772
2000-01-21,0.885
2000-01-24,0.8772
2000-01-25,-0.8696
2000-01-26,2.6316
2000-01-27,0.0
2000-01-28,0.8547
2000-01-31,1.6949
2000-02-01,0.8333
2000-02-02,0.0
2000-02-03,2.4793
2000-02-04,3.2258
2000-02-07,1.5625
2000-02-08,0.7692
2000-02-09,-0.7634
2000-02-10,-2.3077
2000-02-11,0.7874
2000-02-14,-3.9063
2000-02-15,0.813
2000-02-16,-0.8065
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-0.813
2000-02-23,-2.459
2000-02-24,-1.6806999999999999
2000-02-25,-1.7094
2000-02-28,0.8696
2000-02-29,-1.7241
2000-03-01,0.8772
2000-03-02,-3.4783
2000-03-03,2.7027
2000-03-06,-0.8772
2000-03-07,-1.7699
2000-03-08,0.0
2000-03-09,1.8018
2000-03-10,-0.885
2000-03-13,0.0
2000-03-14,-0.8929
2000-03-15,-1.8018
2000-03-16,0.9174
2000-03-17,-4.5455
2000-03-20,-1.9048
2000-03-21,0.0
2000-03-22,8.7379
2000-03-23,-1.7856999999999998
2000-03-24,-1.8182
2000-03-27,0.9259
2000-03-28,0.0
2000-03-29,-0.9174
2000-03-30,-0.9259
2000-03-31,2.8037
2000-04-03,-0.9091
2000-04-04,-0.9174
2000-04-05,-0.9259
2000-04-06,1.8692
2000-04-07,-0.9174
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-1.8519
2000-04-13,-0.9434
2000-04-14,0.9524
2000-04-17,0.0
2000-04-18,2.8302
2000-04-19,-0.9174
2000-04-20,-0.9259
2000-04-24,0.0
2000-04-25,0.9346
2000-04-26,0.0
2000-04-27,-0.9259
2000-04-28,0.9346
2000-05-01,0.9259
2000-05-02,0.9174
2000-05-03,-0.9091
2000-05-04,1.8349
2000-05-05,-0.9009
2000-05-08,-0.9091
2000-05-09,-2.7523
2000-05-10,0.9434
2000-05-11,-0.9346
2000-05-12,0.0
2000-05-15,0.9434
2000-05-16,0.9346
2000-05-17,-1.8519
2000-05-18,-1.8868
2000-05-19,0.0
2000-05-22,-3.8462
2000-05-23,-3.0
2000-05-24,0.0
2000-05-25,2.0619
