ticker,MSEX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5625
2000-01-04,-1.5873
2000-01-05,0.0
2000-01-06,0.4032
2000-01-07,0.4016
2000-01-10,-0.8
2000-01-11,0.0
2000-01-12,2.4194
2000-01-13,0.7874
2000-01-14,-0.3906
2000-01-18,0.0
2000-01-19,-1.5686
2000-01-20,0.5976
2000-01-21,0.198
2000-01-24,0.0
2000-01-25,-0.5929
2000-01-26,-0.994
2000-01-27,-0.8032
2000-01-28,-1.2146
2000-01-31,0.4098
2000-02-01,-1.4285999999999999
2000-02-02,0.6211
2000-02-03,-0.823
2000-02-04,0.4149
2000-02-07,-0.4132
2000-02-08,0.0
2000-02-09,0.4149
2000-02-10,-0.4132
2000-02-11,-8.1162
2000-02-14,2.2831
2000-02-15,-1.7856999999999998
2000-02-16,1.8182
2000-02-17,-2.2321
2000-02-18,-1.3699
2000-02-22,-0.463
2000-02-23,-1.3953
2000-02-24,-2.8302
2000-02-25,1.9417
2000-02-28,2.8571
2000-02-29,-2.3148
2000-03-01,-0.4739
2000-03-02,1.4285999999999999
2000-03-03,-1.8779
2000-03-06,4.3062000000000005
2000-03-07,6.422
2000-03-08,5.1724
2000-03-09,-1.6393
2000-03-10,-0.4167
2000-03-13,0.0
2000-03-14,-4.6025
2000-03-15,-1.7544
2000-03-16,3.125
2000-03-17,0.4329
2000-03-20,-1.7241
2000-03-21,-0.4386
2000-03-22,-0.4405
2000-03-23,-1.7699
2000-03-24,4.0541
2000-03-27,1.2987
2000-03-28,-1.7094
2000-03-29,0.8696
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,-0.431
2000-04-10,0.4329
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,-0.8621
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,1.087
2000-04-27,-1.9355
2000-04-28,1.5351
2000-05-01,-1.5119
2000-05-02,-0.8772
2000-05-03,1.7699
2000-05-04,-2.6087
2000-05-05,2.2321
2000-05-08,-1.5284
2000-05-09,-0.6652
2000-05-10,-1.3393
2000-05-11,2.4615
2000-05-12,1.3393
2000-05-15,-0.4405
2000-05-16,0.4425
2000-05-17,0.4405
2000-05-18,0.0
2000-05-19,1.7544
2000-05-22,-0.431
2000-05-23,-0.4329
2000-05-24,0.8696
2000-05-25,0.431
