ticker,GLP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-29,7.7273
2005-09-30,-0.4219
2005-10-03,2.5423999999999998
2005-10-04,-1.1983
2005-10-05,-2.2585
2005-10-06,-4.9636
2005-10-07,2.7915
2005-10-10,-1.4455
2005-10-11,0.3556
2005-10-12,0.31
2005-10-13,-2.649
2005-10-14,-1.5873
2005-10-17,1.6129
2005-10-18,0.4989
2005-10-19,-0.4964
2005-10-20,-1.1791
2005-10-21,-1.3309
2005-10-24,1.8605
2005-10-25,0.4566
2005-10-26,-0.4545
2005-10-27,-1.1416
2005-10-28,0.2309
2005-10-31,-0.3226
2005-11-01,0.4623
2005-11-02,-1.9327999999999999
2005-11-03,-2.1117
2005-11-04,-0.1438
2005-11-07,0.048
2005-11-08,0.3839
2005-11-09,0.8604
2005-11-10,0.237
2005-11-11,0.0
2005-11-14,1.6548
2005-11-15,-3.4884
2005-11-16,-1.4458
2005-11-17,-0.978
2005-11-18,1.1852
2005-11-21,0.244
2005-11-22,-0.1947
2005-11-23,-1.2195
2005-11-25,-0.7407
2005-11-28,1.4925
2005-11-29,-0.7843
2005-11-30,-3.2115
2005-12-01,-1.123
2005-12-02,0.1549
2005-12-05,0.8247
2005-12-06,1.3804
2005-12-07,-0.6556
2005-12-08,0.4061
2005-12-09,-0.1517
2005-12-12,-0.2532
2005-12-13,-0.1015
2005-12-14,-0.2033
2005-12-15,0.3055
2005-12-16,0.0
2005-12-19,-1.0152
2005-12-20,-0.6667
2005-12-21,0.3098
2005-12-22,-0.4117
2005-12-23,-0.4134
2005-12-27,-3.1136
2005-12-28,-0.3749
2005-12-29,-1.7742
2005-12-30,2.3536
2006-01-03,3.4759
2006-01-04,1.5504
2006-01-05,1.7812000000000001
2006-01-06,-0.95
2006-01-09,-0.0505
2006-01-10,-1.7677
2006-01-11,1.4396
2006-01-12,-1.9260000000000002
2006-01-13,1.292
2006-01-17,1.9898
2006-01-18,1.8009
2006-01-19,3.4398
2006-01-20,-1.1876
2006-01-23,-2.1635
2006-01-24,1.9165
2006-01-25,-0.5304
2006-01-26,0.7271
2006-01-27,-1.2993000000000001
2006-01-30,0.0975
2006-01-31,2.2406
2006-02-01,-0.1377
2006-02-02,1.2165
2006-02-03,3.2692
2006-02-06,1.4432
2006-02-07,-2.3864
2006-02-08,-1.0343
2006-02-09,0.2375
2006-02-10,-0.9479
2006-02-13,0.6699
2006-02-14,-1.2357
2006-02-15,3.4649
2006-02-16,0.0
2006-02-17,-0.9302
