ticker,SCPH US Equity
2018-04-12,-3.5965
2018-04-13,-0.455
2018-04-16,1.0969
2018-04-17,0.2712
2018-04-18,-0.8115
2018-04-19,-2.2727
2018-04-20,-5.2093
2018-04-23,-2.9441
2018-04-24,0.91
2018-04-25,-0.3006
2018-04-26,-0.402
2018-04-27,-7.8708
2018-04-30,9.2004
2018-05-01,10.8325
2018-05-02,5.1584
2018-05-03,-0.2582
2018-05-04,2.8473
2018-05-07,8.9765
2018-05-08,18.5527
2018-05-09,-7.013
2018-05-10,0.4888
2018-05-11,-2.2237999999999998
2018-05-14,1.6347
2018-05-15,-0.6294
2018-05-16,-3.6593999999999998
2018-05-17,-2.2644
2018-05-18,-2.3169
2018-05-21,3.749
2018-05-22,5.826
2018-05-23,-2.7875
2018-05-24,0.0717
2018-05-25,0.1433
2018-05-29,-0.8584
2018-05-30,2.5974
2018-05-31,-30.0985
2018-06-01,-10.2616
2018-06-04,-4.8206
2018-06-05,1.649
2018-06-06,-4.2874
2018-06-07,-6.0533
2018-06-08,-8.3763
2018-06-11,1.2658
2018-06-12,5.6944
2018-06-13,-22.0762
2018-06-14,2.0236
2018-06-15,0.0
2018-06-18,-2.6446
2018-06-19,-6.1121
2018-06-20,0.0
2018-06-21,0.5425
2018-06-22,4.8561
2018-06-25,-3.7736
2018-06-26,-1.0695000000000001
2018-06-27,0.1802
2018-06-28,2.6978
2018-06-29,-0.8757
2018-07-02,2.4735
2018-07-03,1.3793
2018-07-05,0.6803
2018-07-06,-3.0405
2018-07-09,-2.0906
2018-07-10,-0.7117
2018-07-11,-4.1219
2018-07-12,-2.0561
2018-07-13,4.771
2018-07-16,-7.286
2018-07-17,-4.1257
2018-07-18,2.0492
2018-07-19,-6.2249
2018-07-20,2.7837
2018-07-23,-2.0833
2018-07-24,-1.2766
2018-07-25,1.7241
2018-07-26,-0.6356
2018-07-27,-2.5586
2018-07-30,1.5316999999999998
2018-07-31,0.431
2018-08-01,4.0773
2018-08-02,-1.0309
2018-08-03,-0.2083
2018-08-06,-0.2088
2018-08-07,0.2092
2018-08-08,-1.6701000000000001
2018-08-09,-2.7601
2018-08-10,0.2183
2018-08-13,-0.8715
2018-08-14,-7.1429
2018-08-15,10.7692
2018-08-16,9.8291
2018-08-17,4.4747
2018-08-20,-8.0074
2018-08-21,5.8704
2018-08-22,0.7648
2018-08-23,-0.3795
2018-08-24,0.7619
2018-08-27,-1.8904
2018-08-28,-0.9634
2018-08-29,-0.3891
2018-08-30,-1.9531
2018-08-31,1.992
2018-09-04,-0.3906
2018-09-05,-0.5882
2018-09-06,-0.1972
2018-09-07,0.9881
2018-09-10,-0.1957
2018-09-11,-1.9607999999999999
2018-09-12,0.4
2018-09-13,2.3904
2018-09-14,0.0
2018-09-17,0.7782
2018-09-18,-1.3514
2018-09-19,1.3699
2018-09-20,-0.3861
2018-09-21,-1.1628
2018-09-24,2.9412000000000003
2018-09-25,3.2381
2018-09-26,3.69
2018-09-27,7.2954
2018-09-28,-2.6534
2018-10-01,-13.1175
2018-10-02,-4.7059
2018-10-03,6.1728
2018-10-04,4.0698
2018-10-05,-4.0968
2018-10-08,5.4369
2018-10-09,3.3149
2018-10-10,-1.0695000000000001
2018-10-11,-1.4414
2018-10-12,-1.2797
2018-10-15,-3.7037
2018-10-16,1.7308
2018-10-17,-3.4026
2018-10-18,-2.3483
2018-10-19,-11.4228
2018-10-22,1.3575
2018-10-23,-5.3571
2018-10-24,-3.3019
2018-10-25,-1.2195
2018-10-26,-3.4568
2018-10-29,-1.023
2018-10-30,6.7183
2018-10-31,3.632
2018-11-01,6.5421
2018-11-02,1.3158
2018-11-05,0.2165
2018-11-06,-0.6479
2018-11-07,-0.6522
2018-11-08,4.1575
2018-11-09,-1.2605
2018-11-12,7.234
2018-11-13,1.1905000000000001
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,-19.4118
2018-11-19,1.4599
2018-11-20,-0.2398
2018-11-21,7.4519
2018-11-23,6.9351
2018-11-26,0.0
2018-11-27,-0.8368
2018-11-28,-1.0549
2018-11-29,0.4264
2018-11-30,-0.4246
2018-12-03,1.0661
2018-12-04,1.0549
2018-12-06,-1.4614
2018-12-07,0.8475
2018-12-10,-2.9412000000000003
2018-12-11,1.5152
2018-12-12,2.5586
2018-12-13,1.2474
2018-12-14,0.4107
2018-12-17,-2.2495
2018-12-18,-2.3013
2018-12-19,-1.0707
2018-12-20,0.6494
2018-12-21,-1.9355
2018-12-24,-2.4123
2018-12-26,-3.1461
2018-12-27,-4.6404
2018-12-28,-2.6764
2018-12-31,-6.0
2019-01-02,2.6596
2019-01-03,-1.2953000000000001
2019-01-04,0.5249
2019-01-07,-12.0104
2019-01-08,10.3858
2019-01-09,6.4516
2019-01-10,-1.5152
2019-01-11,0.0
2019-01-14,-1.0256
2019-01-15,0.1295
2019-01-16,-4.0103
2019-01-17,-0.2695
2019-01-18,-3.2432
2019-01-22,1.1173
2019-01-23,-4.1436
2019-01-24,4.8991
2019-01-25,4.1209
2019-01-28,-2.3747
2019-01-29,9.7297
2019-01-30,-7.6355
2019-01-31,4.0
2019-02-01,7.1795
2019-02-04,-2.6316
2019-02-05,-8.1081
2019-02-06,-1.6042999999999998
2019-02-07,-2.4457
2019-02-08,-5.0139
2019-02-11,-0.2933
2019-02-12,-2.0588
2019-02-13,-0.6006
2019-02-14,-6.9486
2019-02-15,-6.4935
2019-02-19,1.3889
2019-02-20,7.8767
2019-02-21,1.9048
2019-02-22,0.3115
2019-02-25,0.9317
2019-02-26,4.3077
2019-02-27,-3.5398
2019-02-28,-0.3058
2019-03-01,1.8405
2019-03-04,-1.506
2019-03-05,0.0
2019-03-06,-3.9755000000000003
2019-03-07,0.6369
2019-03-08,0.0
2019-03-11,2.8481
2019-03-12,1.5385
2019-03-13,2.1212
2019-03-14,1.4837
2019-03-15,-1.1696
2019-03-18,-8.284
2019-03-19,3.2258
2019-03-20,-3.125
2019-03-21,0.9677
2019-03-22,-5.7508
2019-03-25,-3.7288
2019-03-26,1.0563
2019-03-27,1.5678999999999998
2019-03-28,3.259
2019-03-29,-0.3322
2019-04-01,-3.0
2019-04-02,4.1237
2019-04-03,-2.6403
2019-04-04,-1.3559
2019-04-05,0.6873
2019-04-08,-1.3652
2019-04-09,-3.8062
2019-04-10,-1.0791
2019-04-11,-4.7273
2019-04-12,1.145
2019-04-15,-6.4151
2019-04-16,14.5161
2019-04-17,-0.7042
2019-04-18,8.5106
2019-04-22,-0.9804
2019-04-23,1.3201
2019-04-24,-0.6515
2019-04-25,18.0328
2019-04-26,4.1667
2019-04-29,-8.0
2019-04-30,-5.7971
2019-05-01,-0.9231
2019-05-02,4.3478
2019-05-03,7.1429
2019-05-06,-0.2778
2019-05-07,-1.3928
2019-05-08,4.8023
2019-05-09,-4.0431
2019-05-10,-1.6854
2019-05-13,0.0
2019-05-14,0.2857
2019-05-15,0.2849
2019-05-16,6.8182
2019-05-17,-6.9149
2019-05-20,-3.1429
2019-05-21,6.1947
2019-05-22,-2.2222
2019-05-23,-3.125
2019-05-24,4.6921
2019-05-28,-1.1204
2019-05-29,-1.983
2019-05-30,-5.2023
2019-05-31,3.6585
2019-06-03,2.9412000000000003
2019-06-04,2.0
2019-06-05,-5.042
2019-06-06,-0.885
2019-06-07,0.5952
2019-06-10,3.5503
2019-06-11,-3.7143
2019-06-12,1.1869
2019-06-13,0.5865
2019-06-14,-2.0408
2019-06-17,1.4881
2019-06-18,-1.173
2019-06-19,-7.4184
2019-06-20,7.3718
2019-06-21,-10.1493
2019-06-24,-2.6578
2019-06-25,1.3652
2019-06-26,10.4377
2019-06-27,1.2195
2019-06-28,-3.9157
2019-07-01,1.5674000000000001
2019-07-02,4.9383
2019-07-03,-0.5882
2019-07-05,3.8462
2019-07-08,-0.2849
2019-07-09,2.2857
2019-07-10,5.5866
2019-07-11,-4.4974
2019-07-12,-0.277
2019-07-15,3.8889
2019-07-16,13.6364
2019-07-17,26.1176
2019-07-18,-3.9179
2019-07-19,1.165
2019-07-22,-12.8599
2019-07-23,7.2687
2019-07-24,8.2136
2019-07-25,6.4516
2019-07-26,-1.0695000000000001
2019-07-29,5.4054
2019-07-30,-3.5897
2019-07-31,2.8369
2019-08-01,-4.3103
2019-08-02,-4.5045
2019-08-05,-2.4528
2019-08-06,-0.3868
2019-08-07,16.8932
2019-08-08,-5.814
2019-08-09,0.5291
2019-08-12,4.386
2019-08-13,1.6806999999999999
2019-08-14,0.0
2019-08-15,-8.0992
2019-08-16,5.7554
2019-08-19,5.4422
2019-08-20,2.4194
2019-08-21,1.7323
2019-08-22,-1.548
2019-08-23,-0.6195
2019-08-26,-5.7052
2019-08-27,-7.2148
2019-08-28,11.0307
2019-08-29,6.3518
2019-08-30,-0.4594
2019-09-03,-3.8462
2019-09-04,-0.8
2019-09-05,1.7742
2019-09-06,8.7163
2019-09-09,7.1429
2019-09-10,-3.249
2019-09-11,-0.2981
2019-09-12,-0.9873
2019-09-13,3.2763999999999998
2019-09-16,-4.1379
2019-09-17,1.1511
2019-09-18,-4.9787
2019-09-19,-4.491
2019-09-20,-7.0533
2019-09-23,3.0354
2019-09-24,4.5827
2019-09-25,2.9734
2019-09-26,-2.7356
2019-09-27,0.0
2019-09-30,-8.2813
2019-10-01,-12.0954
2019-10-02,5.2326
2019-10-03,-5.709
2019-10-04,3.7109
2019-10-07,0.0
2019-10-08,-0.3766
2019-10-09,-1.1342
2019-10-10,6.501
2019-10-11,6.4632
2019-10-14,-0.5059
2019-10-15,2.0339
2019-10-16,3.1561
2019-10-17,0.0
2019-10-18,-7.4058
2019-10-21,3.3026
2019-10-22,-5.2189
2019-10-23,1.0657
2019-10-24,0.8787
2019-10-25,0.0
2019-10-28,-5.7491
2019-10-29,-7.5786
2019-10-30,0.0
2019-10-31,8.0
2019-11-01,-0.7407
2019-11-04,8.0224
2019-11-05,-5.0086
2019-11-06,-8.7273
2019-11-07,-0.3984
2019-11-08,5.4
2019-11-11,5.1233
2019-11-12,-6.8591999999999995
2019-11-13,1.5504
2019-11-14,-11.4504
2019-11-15,-7.5431
2019-11-18,4.662
2019-11-19,5.7905999999999995
2019-11-20,-3.1579
2019-11-21,4.7826
2019-11-22,-5.8091
2019-11-25,6.6079
2019-11-26,-5.1653
2019-11-27,-7.1895
2019-11-29,0.784
2019-12-02,9.7033
2019-12-03,-5.5202
2019-12-04,2.4718999999999998
2019-12-05,-3.9474
2019-12-06,-1.5981999999999998
2019-12-09,-0.464
2019-12-10,0.2331
2019-12-11,-4.6512
2019-12-12,6.8293
2019-12-13,21.0046
2019-12-16,-6.2264
2019-12-17,3.2193
2019-12-18,3.5088
2019-12-19,-2.8249
2019-12-20,-7.5581
2019-12-23,4.8218
2019-12-24,4.4
2019-12-26,-4.2146
2019-12-27,1.0
2019-12-30,6.5347
2019-12-31,5.2045
2020-01-02,-0.53
2020-01-03,-0.1776
2020-01-06,10.9431
2020-01-07,-2.6464
2020-01-08,-3.6244
2020-01-09,0.0
2020-01-10,-0.6838
2020-01-13,-5.3356
2020-01-14,2.7273
2020-01-15,2.8319
2020-01-16,-3.6145
2020-01-17,-3.5714
2020-01-21,8.1481
2020-01-22,8.9418
2020-01-23,-4.7499
2020-01-24,-3.9604
2020-01-27,-5.5412
2020-01-28,3.2287
2020-01-29,4.8458
2020-01-30,1.3445
2020-01-31,1.1609
2020-02-03,7.8689
2020-02-04,-4.1033
2020-02-05,0.7924
2020-02-06,6.6038
2020-02-07,1.7699
2020-02-10,1.0145
2020-02-11,0.4304
2020-02-12,-1.4285999999999999
2020-02-13,6.2318999999999996
2020-02-14,17.8718
2020-02-18,1.7361
2020-02-19,4.3231
2020-02-20,13.9586
2020-02-21,-1.3397000000000001
2020-02-24,-1.6489
2020-02-25,-0.4931
2020-02-26,-4.6581
2020-02-27,-8.9397
2020-02-28,1.0274
2020-03-02,13.1073
2020-03-03,-5.7942
2020-03-04,6.1506
2020-03-05,-0.8991
2020-03-06,-5.0403
2020-03-09,-7.6433
2020-03-10,0.5747
2020-03-11,-11.2
2020-03-12,-18.1467
2020-03-13,10.0629
2020-03-16,-7.8571
2020-03-17,-4.3411
2020-03-18,2.107
2020-03-19,-4.7619
2020-03-20,-0.3333
2020-03-23,-6.3545
2020-03-24,40.7143
2020-03-25,8.5025
2020-03-26,-0.2339
2020-03-27,-10.3165
2020-03-30,-3.3987
2020-03-31,0.1353
2020-04-01,-3.6486
2020-04-02,7.8541
2020-04-03,6.632
2020-04-06,6.7073
2020-04-07,-7.7714
2020-04-08,8.798
2020-04-09,1.0251
2020-04-13,1.3529
2020-04-14,-4.2269
2020-04-15,-2.3229
2020-04-16,-1.4269
2020-04-17,8.3233
2020-04-20,0.2227
2020-04-21,0.7778
2020-04-22,4.7409
2020-04-23,3.1579
2020-04-24,-2.1429
2020-04-27,-1.147
2020-04-28,0.3165
2020-04-29,1.9979
2020-04-30,-2.6804
2020-05-01,-0.8475
2020-05-04,2.6709
2020-05-05,9.3652
2020-05-06,-2.0932
2020-05-07,1.9436
2020-05-08,2.2879
2020-05-11,2.1435
2020-05-12,-1.5055
2020-05-13,-2.5475
2020-05-14,-10.836500000000001
2020-05-15,13.2196
2020-05-18,-2.8249
2020-05-19,4.845
2020-05-20,0.0924
2020-05-21,-21.4681
2020-05-22,-0.6467
2020-05-26,-0.2367
2020-05-27,2.6097
2020-05-28,-3.237
2020-05-29,-0.4779
2020-06-01,3.8415
2020-06-02,-1.0405
2020-06-03,0.9346
2020-06-04,0.5787
2020-06-05,-7.5949
2020-06-08,1.9925000000000002
2020-06-09,-2.8083
2020-06-10,-4.6482
2020-06-11,-3.8208
2020-06-12,-2.7397
2020-06-15,0.2817
2020-06-16,4.6348
2020-06-17,0.8054
2020-06-18,2.9294000000000002
2020-06-19,-9.3144
2020-06-22,8.5592
2020-06-23,10.3811
2020-06-24,-4.4048
2020-06-25,-3.8605
2020-06-26,-6.7358
2020-06-29,6.9444
2020-06-30,-4.4156
2020-07-01,-2.5815
2020-07-02,-0.1395
2020-07-06,-0.419
2020-07-07,2.1038
2020-07-08,13.0495
2020-07-09,-8.3232
2020-07-10,1.1266
2020-07-13,-4.0629
2020-07-14,0.9563
2020-07-15,5.8187
2020-07-16,-3.3247999999999998
2020-07-17,0.7937
2020-07-20,-0.3281
2020-07-21,-0.5925
2020-07-22,-0.9272
2020-07-23,-0.9358
2020-07-24,-1.3495
2020-07-27,0.8208
2020-07-28,7.7341
2020-07-29,-2.8967
2020-07-30,-0.7782
2020-07-31,-1.9607999999999999
