ticker,AFNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.0
2000-03-01,11.6667
2000-03-07,-2.9851
2000-04-17,-7.6923
2000-04-25,6.6667
2000-04-27,0.0
2000-04-28,-6.25
2000-05-01,6.6667
2000-05-02,0.0
2000-05-10,-5.7813
2000-05-11,0.4975
2000-05-24,-0.9901
2000-08-23,0.3333
2000-08-24,1.1628
2000-09-01,-1.9704000000000002
2000-09-13,0.0
2000-09-14,0.5025
2000-09-22,1.6667
2000-10-13,-1.6393
2000-10-19,-0.5
2000-12-11,0.0
2000-12-27,1.34
2001-01-29,16.5289
2001-03-07,-14.1277
2001-03-08,1.2554
2001-06-07,5.7096
2001-10-24,-5.8642
2001-11-28,1.6393
2002-03-22,11.2903
2002-06-17,21.7391
2002-08-28,-0.5952
2003-03-11,19.7605
2003-04-22,1.1
2003-04-23,0.0989
2003-04-24,0.0
2003-05-06,0.0988
2003-05-08,0.0
2003-05-19,0.2962
2004-02-24,31.1024
2004-06-17,2.4775
2004-06-23,3.6630000000000003
2004-07-07,0.0
2004-08-09,3.1802
2004-08-10,-1.3699
2004-09-15,-1.3889
2004-10-28,1.4085
2005-09-21,4.8611
2006-01-03,3.3113
2006-03-29,11.538499999999999
2006-04-26,9.1954
2006-06-06,4.2105
2006-09-14,17.1717
2006-11-29,1.5086
2007-06-05,6.242
2007-07-02,3.1175
2007-08-02,-5.4264
2008-01-04,-40.1639
2008-01-07,-4.1096
2008-01-08,4.2857
2008-01-09,0.0
2008-01-11,-3.4247
2008-01-14,1.4184
2008-01-16,-0.6993
2008-01-17,2.8169
2008-01-18,1.3699
2008-01-22,0.6757
2008-01-23,-0.6711
2008-01-24,0.6757
2008-01-25,0.6711
2008-01-28,0.3333
2008-01-29,-0.0664
2008-01-31,-0.9309
2008-02-04,0.9396
2008-02-07,-1.5426
2008-02-08,-0.054
2008-02-11,-2.7027
2008-02-12,0.0
2008-02-13,2.0556
2008-02-14,-0.6532
2008-02-15,-1.4384000000000001
2008-02-20,-0.6254
2008-02-21,0.0
2008-02-28,-1.049
2008-02-29,-3.1802
2008-03-11,-6.5693
2008-03-13,-0.7813
2008-03-14,0.7874
2008-03-18,1.5625
2008-03-19,0.0
2008-03-20,-4.6154
2008-03-24,-0.8065
2008-03-25,3.6585
2008-03-27,0.0
2008-03-31,0.0
2008-04-01,-5.098
2008-04-02,-0.8264
2008-04-03,0.0
2008-04-07,-4.1667
2008-04-09,-2.6087
2008-04-10,-10.7143
