ticker,GCLL US Equity
2012-01-13,-7.2727
2012-01-17,0.0
2012-01-18,4.1176
2012-01-19,3.7664999999999997
2012-01-20,0.726
2012-01-23,2.5225
2012-01-24,-4.2179
2012-01-25,-4.5872
2012-01-26,11.538499999999999
2012-01-27,-8.6207
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,1.8868
2012-02-02,0.0
2012-02-03,-5.5556
2012-02-06,9.8039
2012-02-07,-7.1429
2012-02-08,0.0
2012-02-09,-0.9615
2012-02-10,-1.9417
2012-02-13,4.5545
2012-02-14,-1.5152
2012-02-15,5.7692
2012-02-16,-10.9091
2012-02-17,6.1224
2012-02-21,-12.5
2012-02-22,-1.0989
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,-11.1111
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,12.5
2012-03-02,-15.5556
2012-03-05,7.6316
2012-03-06,-14.4254
2012-03-07,17.1429
2012-03-08,-1.2195
2012-03-09,-6.1728
2012-03-12,-7.8947
2012-03-13,-2.8571
2012-03-14,0.0
2012-03-15,5.8824
2012-03-16,0.0
2012-03-19,-5.5556
2012-03-20,-8.8235
2012-03-21,3.2258
2012-03-22,-4.6875
2012-03-23,1.6393
2012-03-26,-8.0645
2012-03-27,-1.7544
2012-03-28,-3.5714
2012-03-29,-5.1852
2012-03-30,17.1875
2012-04-02,-3.5625
2012-04-03,-13.5882
2012-04-04,-16.0
2012-04-05,9.5238
2012-04-09,8.6957
2012-04-10,2.0
2012-04-11,-11.7647
2012-04-12,11.1111
2012-04-13,-16.0
2012-04-16,0.0
2012-04-17,-4.7619
2012-04-18,62.5
2012-04-19,-7.6923
2012-04-20,-5.0
2012-04-23,-1.7544
2012-04-24,0.0
2012-04-25,-3.5714
2012-04-26,-14.8148
2012-04-27,1.7391
2012-04-30,2.5641
2012-05-01,-4.1667
2012-05-02,-10.8696
2012-05-03,7.3171
2012-05-04,-9.0909
2012-05-07,-15.0
2012-05-08,-11.7647
2012-05-09,-6.0
2012-05-10,2.7481999999999998
2012-05-11,-13.7187
2012-05-14,8.0
2012-05-15,-13.9815
2012-05-16,-22.4973
2012-05-17,-27.7778
2012-05-18,44.6154
2012-05-21,6.383
2012-05-22,-28.0
2012-05-23,52.7778
2012-05-24,0.0
2012-05-25,-26.25
2012-05-29,10.9399
2012-05-30,0.0
2012-05-31,-1.1111
2012-06-01,-21.3483
2012-06-04,21.4286
2012-06-05,5.8824
2012-06-06,0.0
2012-06-07,31.1111
2012-06-08,-19.5975
2012-06-11,-23.0567
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,-17.8082
2012-06-15,0.0
2012-06-18,8.3333
2012-06-19,43.0769
2012-06-20,-3.2258
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,-33.3333
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,-5.0
2012-07-02,-12.2807
2012-07-03,-20.0
2012-07-05,25.0
2012-07-06,-12.0
2012-07-09,13.6364
2012-07-11,0.0
2012-07-13,-30.0
2012-07-16,14.2857
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,-37.5
2012-07-23,0.0
2012-07-24,-40.0
2012-07-25,6.6667
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,0.0
2012-07-31,86.7187
2012-08-01,84.1004
2012-08-02,-45.4545
2012-08-03,50.0
2012-08-06,-11.1111
2012-08-07,-20.0
2012-08-08,6.25
2012-08-09,-29.4118
2012-08-10,41.1458
2012-08-14,-2.583
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,-30.303
2012-08-20,-30.4348
2012-08-22,43.75
2012-08-23,0.0
2012-08-27,39.1304
2012-08-30,-37.5
2012-08-31,-5.0
2012-09-05,-10.526299999999999
2012-09-07,17.647100000000002
2012-09-10,-15.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,94.1176
2012-09-14,-47.9167
2012-09-17,92.0
2012-09-24,-9.0909
2012-09-25,-45.0
2012-09-26,21.2121
2012-09-27,0.0
2012-09-28,50.0
2012-10-01,-33.3333
2012-10-02,0.0
2012-10-03,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-18,0.0
2012-10-22,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,5.0
2012-10-31,-23.8095
2012-11-01,6.25
2012-11-02,0.0
2012-11-05,-11.7647
2012-11-06,-6.6667
2012-11-08,0.0
2012-11-09,0.0
2012-11-12,-14.2857
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,-8.3333
2012-11-20,-9.0909
2012-11-21,-20.0
2012-11-30,-37.5
2012-12-03,0.0
2012-12-05,0.0
2012-12-07,20.0
2012-12-10,233.3333
2012-12-11,-25.0
2012-12-12,-46.6667
2012-12-13,0.0
2012-12-14,25.0
2012-12-18,0.0
2012-12-19,5.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-24,0.0
2012-12-26,-4.7619
2012-12-27,100.0
2012-12-28,0.0
2012-12-31,-15.0
2013-01-02,0.0
2013-01-03,23.5294
2013-01-04,-4.7619
2013-01-07,20.0
2013-01-09,-4.1667
2013-01-11,0.0
2013-01-15,0.0
2013-01-16,-13.0435
2013-01-17,0.0
2013-01-18,-15.0
2013-01-22,-8.8235
2013-01-23,0.0
2013-01-24,-29.0323
2013-01-25,18.1818
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-02-01,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-11,-23.0769
2013-02-14,0.0
2013-02-20,0.0
2013-02-22,0.0
2013-02-26,0.0
2013-02-27,-10.0
2013-02-28,44.4444
2013-03-04,-2.8846
2013-03-05,-28.7129
2013-03-06,44.4444
2013-03-11,-30.7692
2013-03-12,0.0
2013-03-15,3.4722
2013-03-18,2.0134
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-28,0.0
2013-04-01,5.2632
2013-04-02,-5.0
2013-04-03,0.0
2013-04-05,0.0
2013-04-09,0.0
2013-04-10,-5.2632
2013-04-15,4.1667
2013-04-16,-4.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-05-01,4.1667
2013-05-06,5.3333
2013-05-07,-8.8608
2013-05-08,-33.3333
2013-05-13,50.0
2013-05-15,-33.3333
2013-05-21,0.0
2013-05-23,5.2083
2013-05-24,58.4158
2013-05-28,-40.0
2013-05-29,0.0
2013-05-30,0.0
2013-06-05,0.0
2013-06-07,0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-18,113.5417
2013-06-21,1.4634
2013-06-25,-53.8462
2013-06-27,11.4583
2013-07-10,-10.2804
2013-07-18,0.0
2013-07-24,66.6667
2013-07-26,0.0
2013-07-29,-40.0
2013-07-31,66.6667
2013-08-05,-20.0
2013-08-09,0.0
2013-08-12,0.0
2013-08-14,2.3438
2013-08-15,-2.2901
2013-08-16,0.0
2013-08-21,0.0
2013-08-23,0.0
2013-08-27,0.0
2013-08-29,0.0
2013-08-30,2.3438
2013-09-06,0.0
2013-09-10,-2.2901
2013-09-11,0.0
2013-09-13,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-20,0.0
2013-09-24,0.0
2013-09-26,0.0
2013-10-01,0.0
2013-10-02,1.5625
2013-10-03,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-15,0.0
2013-10-16,-23.8462
2013-10-17,5.0505
2013-10-21,-4.8077
2013-10-22,0.0
2013-10-23,0.0
2013-10-25,0.0
2013-10-30,0.0
2013-11-15,0.0
2013-11-18,5.0505
2013-11-19,-7.6923
2013-11-21,-33.3333
2013-11-25,-25.0
2013-11-26,4.1667
2013-12-02,-4.0
2013-12-03,0.0
2013-12-04,0.0
2013-12-06,50.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,2.7778
2013-12-13,0.0
2013-12-16,0.0
2013-12-17,0.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,29.7297
2013-12-26,-16.6667
2013-12-27,-7.5
2013-12-31,0.0
2014-01-02,0.0
2014-01-10,72.973
2014-01-13,-18.75
2014-01-14,0.0
2014-01-17,0.0
2014-01-21,0.0
2014-01-22,23.0769
2014-01-30,0.0
2014-01-31,-25.0
2014-02-03,0.0
2014-02-04,0.0
2014-02-07,33.3333
2014-02-11,0.0
2014-02-14,-37.5
2014-02-24,20.0
2014-02-28,0.0
2014-03-06,0.0
2014-03-07,16.6667
2014-03-17,-42.8571
2014-03-20,25.0
2014-04-03,-20.0
2014-04-04,12.5
2014-04-08,33.3333
2014-04-09,0.0
2014-04-11,-25.0
2014-04-16,33.3333
2014-04-23,8.3333
2014-05-06,-13.461500000000001
2014-05-15,33.3333
2014-05-19,-33.3333
2014-05-21,0.0
2014-05-23,20.0
2014-06-02,-16.6667
2014-06-13,20.0
2014-06-16,0.0
2014-06-17,0.0
2014-06-25,33.3333
2014-06-30,0.0
2014-07-11,-25.0
2014-07-15,0.0
2014-07-17,30.2083
2014-07-22,-23.2
2014-07-23,0.0
2014-07-31,0.0
2014-08-06,0.0
2014-08-08,0.0
2014-08-14,0.0
2014-08-21,0.0
2014-09-03,0.0
2014-09-05,0.0
2014-09-11,0.0
2014-09-12,-25.0
2014-09-16,0.0
2014-10-08,0.0
2014-10-27,-22.2222
2014-10-30,0.0
2014-10-31,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-10,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-18,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,-14.2857
2014-12-05,4.1667
2014-12-11,-20.0
2014-12-15,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-23,0.0
2014-12-30,-20.0
2014-12-31,0.0
2015-01-21,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-02-02,-18.75
2015-02-04,23.0769
2015-02-06,0.0
2015-02-11,0.0
2015-02-23,0.0
2015-02-24,3.125
2015-03-02,-27.2727
2015-03-10,33.3333
2015-04-10,0.0
2015-04-13,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-24,0.0
2015-04-28,18.75
2015-04-29,5.2632
2015-05-08,-20.0
2015-05-11,0.0
2015-05-12,-15.625
2015-05-15,18.5185
2015-05-20,0.0
2015-05-26,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-16,0.0
2015-06-19,0.0
2015-07-13,0.0
2015-07-16,0.0
2015-07-22,0.0
2015-08-12,0.0
2015-08-14,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-25,0.0
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-10,0.0
2015-09-15,0.0
2015-10-19,-9.375
2015-10-22,0.0
2015-11-05,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-19,0.0
2015-12-03,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-16,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-31,0.0
2016-01-12,0.0
2016-01-19,0.0
2016-01-21,17.2414
2016-01-25,-5.8824
2016-01-26,0.0
2016-01-27,0.0
2016-02-04,0.0
2016-02-18,0.0
2016-02-23,6.25
2016-02-26,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-31,-52.9412
2016-04-07,-12.5
2016-04-26,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-12,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-06-09,0.0
2016-06-23,14.2857
2016-06-30,-12.5
2016-07-01,1028.5714
2016-07-05,-65.8228
2016-07-06,-25.9259
2016-07-07,0.0
2016-07-14,0.0
2016-07-21,-20.0
2016-07-22,0.0
2016-08-03,-59.375
2016-08-05,0.0
2016-08-16,0.0
2016-08-24,30.7692
2016-09-28,123.5294
2016-09-30,-28.947400000000002
2016-10-11,0.0
2016-10-19,0.0
2016-10-27,-11.1111
2016-11-04,0.0
2016-11-14,0.0
2016-11-16,0.0
2016-11-29,0.0
2016-12-06,0.0
2016-12-21,0.0
2016-12-23,-8.3333
2016-12-30,-45.4545
2017-01-04,-33.3333
2017-01-23,0.0
2017-02-06,-25.0
2017-02-13,0.0
2017-02-24,200.0
2017-03-07,-66.6667
2017-03-09,0.0
2017-03-10,0.0
2017-03-15,0.0
2017-04-18,0.0
2017-05-01,33.3333
2017-05-09,25.0
2017-05-10,200.0
2017-05-11,-73.3333
2017-05-15,137.5
2017-05-16,10.526299999999999
2017-05-18,0.0
2017-05-22,-23.8095
2017-06-06,670.0
2017-06-07,27.7922
2017-06-08,17.8862
2017-06-09,-65.5172
2017-06-12,-35.0
2017-06-14,0.0
2017-06-15,-3.8462
2017-06-19,0.0
2017-06-22,2.0
2017-06-29,17.647100000000002
2017-07-14,-16.6667
2017-07-25,0.0
2017-07-31,0.0
2017-08-02,100.0
2017-08-08,-50.0
2017-08-10,6.0
2017-08-15,-5.6604
2017-08-25,0.0
2017-08-28,-20.0
2017-09-01,5.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-28,0.0
2017-10-17,0.0
2017-11-01,0.0
2017-11-06,0.0
2017-11-07,0.8095
2017-11-08,-0.803
2017-11-09,0.0
2017-11-13,0.0
2017-11-17,0.0
2017-11-27,-4.7619
2017-11-29,0.0
2017-12-08,0.5
2017-12-13,6.9652
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,-6.9767
2017-12-19,0.0
2017-12-20,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,7.5
2018-01-02,53.4884
2018-01-09,-42.4242
2018-01-11,0.7368
2018-01-18,-0.7315
2018-01-23,0.0
2018-01-26,21.0526
2018-01-29,-4.3478
2018-02-06,0.0
2018-02-14,-18.1818
2018-02-15,0.0
2018-02-20,102.7778
2018-03-01,365.7534
2018-03-02,70.5882
2018-03-05,-13.7931
2018-03-06,20.0
2018-03-07,-33.3333
2018-03-08,-20.0
2018-03-09,-3.75
2018-03-12,54.9351
2018-03-13,-64.7108
2018-03-16,53.2067
2018-03-22,-61.2403
2018-03-26,50.0
2018-03-27,66.6667
2018-03-29,20.88
2018-04-02,-1.0589
2018-04-04,-3.01
2018-04-10,-44.8276
2018-04-12,62.5
2018-04-16,0.0
2018-04-19,-38.4615
2018-04-20,0.0
2018-04-23,0.0
2018-04-25,0.0
2018-04-27,-22.025
2018-05-01,-0.6092
2018-05-02,0.0
2018-05-03,-3.2258
2018-05-14,25.0
2018-05-24,-6.6667
2018-05-31,-7.1429
2018-06-05,0.0
2018-06-06,-23.0769
2018-06-13,50.0
2018-06-18,6.6667
2018-06-21,0.0
2018-06-28,0.0
2018-07-05,37.5
2018-07-12,-13.6364
2018-07-13,-5.2632
2018-07-19,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-08-02,0.0
2018-08-03,-11.1111
2018-08-10,-43.75
2018-08-15,0.0
2018-08-24,22.2222
2018-08-29,20.4545
2018-09-11,-32.0755
2018-09-14,11.1111
2018-09-19,-20.0
2018-09-20,0.0
2018-09-21,2.5
2018-09-25,-2.439
2018-09-28,7.5
2018-10-08,-6.9767
2018-10-10,0.0
2018-10-17,-42.5
2018-10-24,0.0
2018-10-29,0.0
2018-10-30,-95.6522
2018-11-13,4870.0
2018-11-16,-15.6942
2018-11-26,-16.4678
2018-12-11,-42.8571
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,50.0
2018-12-27,-18.0
2019-01-04,-30.8943
2019-01-08,0.0
2019-01-14,0.0
2019-01-17,47.0588
2019-01-25,0.0
2019-02-01,74.0
2019-02-13,-31.0345
2019-02-21,16.6667
2019-03-04,-28.5714
2019-03-13,-14.0
2019-03-14,16.2791
2019-03-22,-20.0
2019-04-02,0.0
2019-04-04,5.0
2019-04-05,376.1905
2019-04-08,-10.0
2019-04-09,-5.5556
2019-04-10,0.0
2019-04-11,-29.4118
2019-04-17,0.0
2019-04-23,12.5
2019-04-25,-11.1111
2019-04-30,-13.3333
2019-05-02,0.0
2019-05-06,-90.3846
2019-05-08,600.0
2019-05-14,-28.5714
2019-05-15,-60.0
2019-05-16,300.0
2019-06-05,-25.0
2019-06-13,0.0
2019-06-21,10.0
2019-06-25,-2.2727
2019-06-28,-6.9767
2019-07-02,75.0
2019-07-19,-4.7619
2019-07-24,-40.0
2019-08-01,0.0
2019-08-15,0.0
2019-09-17,5.0
2019-10-04,-20.634900000000002
2019-10-07,-17.2
2019-10-08,-3.3816
2019-10-17,49.0
2019-10-18,-32.8859
2019-10-22,-8.6
2019-10-25,19.256
2019-11-05,-22.0183
2019-11-07,0.0
2019-11-13,76.4706
2019-11-15,-41.1667
2019-11-18,0.0
2019-11-20,47.8754
2019-11-25,-19.9234
2019-11-27,-18.6603
2019-12-03,0.0
2019-12-05,-5.8824
2019-12-06,61.25
2019-12-17,-37.9845
2019-12-27,25.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-17,0.0
2020-01-27,0.0
2020-01-29,0.0
2020-02-04,70.0
2020-02-05,-41.1765
2020-02-10,0.0
2020-02-12,0.0
2020-02-18,43.0
2020-02-20,-30.0699
2020-02-26,0.0
2020-03-03,12.5
2020-03-06,11.1111
2020-03-12,-20.0
2020-03-18,0.0
2020-03-24,14.0
2020-03-30,-12.2807
2020-04-03,80.0
2020-04-09,-44.4444
2020-04-14,-20.0
2020-04-21,81.25
2020-04-23,3.4483
2020-04-28,0.0
2020-04-29,-43.3333
2020-05-01,0.0
2020-05-08,-5.8824
2020-05-11,-37.5
2020-05-12,0.0
2020-05-18,-32.5
2020-05-19,-25.9259
2020-05-20,0.0
2020-05-27,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,120.0
2020-06-08,-27.2727
2020-06-17,0.0
2020-06-23,12.5
2020-07-06,0.0
2020-07-10,0.0
2020-07-17,0.0
2020-07-22,79.4444
