ticker,PWBO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-23,-4.2553
2005-11-15,-4.8889
2005-11-18,0.0
2006-02-16,0.0
2006-03-10,1.8692
2006-03-20,0.0
2006-04-12,-1.8349
2006-04-18,-1.4019
2006-06-06,1.8957000000000002
2006-07-21,0.0
2006-08-03,4.6512
2006-08-15,-5.3333
2006-12-05,10.3286
2006-12-27,-6.383
2007-01-08,1.3636
2007-01-09,0.0
2007-01-10,-1.3453
2007-01-19,0.0
2007-01-29,4.5455
2007-01-30,2.1739
2007-02-14,-1.7021
2007-03-15,-2.5974
2007-05-01,-2.2222
2007-05-23,-3.1818
2007-06-01,0.0
2007-06-06,0.4695
2007-06-07,0.0
2007-06-11,-1.8692
2007-06-15,-4.2857
2007-07-02,0.0995
2007-07-06,4.3738
2007-07-18,-2.8571
2007-07-23,0.0
2007-07-24,-4.4118
2007-07-25,-0.1026
2007-07-26,0.1027
2007-07-27,3.0769
2007-08-06,0.4975
2007-08-08,0.0
2007-08-20,1.4851
2007-08-21,0.0
2007-08-31,0.0
2007-10-02,0.0
2007-10-08,2.439
2007-10-09,-1.9048
2007-10-10,1.9417
2007-10-15,0.0
2007-10-16,0.9524
2007-10-19,-0.9434
2007-10-23,2.3810000000000002
2007-11-14,2.3256
2008-01-10,36.3636
2008-01-14,-6.6667
2008-01-28,-21.3571
2008-01-29,2.1798
2008-02-04,22.2222
2008-02-19,-14.4727
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,-0.085
2008-02-27,0.0
2008-02-28,-2.1277
2008-03-03,3.4783
2008-04-21,-1.6806999999999999
2008-05-05,-5.5556
2008-05-06,0.0
2008-05-12,-1.81
2008-05-30,1.3825
2008-07-01,-13.6364
2008-07-30,5.7895
2008-08-01,5.4726
2008-09-05,-5.0
2008-09-09,4.2701
2008-09-11,-4.0952
2008-09-12,0.0
2008-10-07,-10.6256
2008-10-13,3.0
2008-11-06,-2.9126
2008-11-26,-11.1111
2008-12-10,1.25
2008-12-16,-1.2346
2009-01-23,-6.25
2009-04-13,-20.0
2009-04-15,-5.0
2009-04-22,-9.2982
2009-05-04,0.0
2009-05-15,0.0
2009-08-05,-16.8279
2009-08-24,-6.9767
2009-09-14,0.0
2009-10-05,-25.0
2009-10-07,0.0
2009-10-19,8.3333
2009-11-12,-23.0769
2009-11-30,-20.0
2009-12-11,12.5
2009-12-15,8.8889
2009-12-21,-6.1224
2009-12-29,-8.6957
2009-12-30,114.2857
2009-12-31,-47.7778
