ticker,WSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-06,0.7254
2015-11-09,-0.2058
2015-11-10,-0.5155
2015-11-12,-0.5181
2015-11-13,0.5208
2015-11-16,0.0
2015-11-17,-0.3109
2015-11-18,-0.104
2015-11-19,0.5203
2015-11-20,-0.1035
2015-11-24,1.1399
2015-11-30,-0.3061
2015-12-14,-1.3373
2015-12-22,-0.5208
2015-12-23,-0.2094
2015-12-28,0.2099
2015-12-31,0.1047
2016-01-04,1.7782
2016-01-05,-0.7194
2016-01-06,0.207
2016-01-07,-0.7231
2016-01-08,-0.1041
2016-01-11,0.7292
2016-01-12,-1.241
2016-01-13,0.1047
2016-01-15,-0.523
2016-01-19,0.4206
2016-01-20,-0.5236
2016-01-22,0.5263
2016-01-27,1.0471
2016-01-28,-0.4145
2016-02-03,0.0
2016-02-04,-0.5203
2016-02-05,0.2092
2016-02-08,0.0
2016-02-09,0.2088
2016-02-10,-0.3125
2016-02-11,0.209
2016-02-16,-0.3128
2016-02-17,0.0
2016-02-18,-0.1046
2016-02-19,1.3613
2016-02-22,-1.343
2016-02-23,0.9424
2016-02-24,0.6224
2016-03-01,-1.0309
2016-03-02,1.5625
2016-03-09,0.3077
2016-03-21,-0.409
2016-03-22,-0.2053
2016-04-01,0.5144
2016-04-07,-0.5201
2016-04-08,0.3067
2016-04-19,-0.2975
2016-04-27,-0.616
2016-05-03,0.9304
2016-05-05,-0.9218
2016-05-06,0.0
2016-05-10,-0.1048
2016-05-27,-0.1036
2016-06-02,1.1411
2016-06-03,0.0
2016-06-08,-0.1026
2016-06-24,0.5133
2016-07-08,-0.715
2016-07-22,-0.2058
2016-07-26,0.0
2016-08-05,0.5155
2016-08-08,-0.4103
2016-08-12,0.6166
2016-08-15,-0.1011
2016-08-16,0.1025
2016-08-18,0.0
2016-08-22,0.5105
2016-08-24,-0.3042
2016-08-30,0.203
2016-08-31,0.0
2016-09-06,-0.3045
2016-09-07,0.0217
2016-09-08,-0.0217
2016-09-13,-0.3067
2016-09-14,0.4103
2016-09-19,0.2043
2016-09-21,3.0581
2016-09-26,-2.9674
2016-09-28,0.2039
2016-09-29,1.0173
2016-09-30,-0.3021
2016-10-03,-0.404
2016-10-04,-1.006
2016-10-05,0.4015
2016-10-06,-0.5102
2016-10-07,0.7949
2016-10-10,0.0254
2016-10-11,0.6104
2016-10-14,0.1011
2016-10-17,0.404
2016-10-18,0.0993
2016-10-20,-1.2048
2016-10-25,0.2035
2016-10-27,0.5076
