ticker,YORI US Equity
2005-01-19,-11.7241
2005-01-20,25.0
2005-01-21,-20.0
2005-01-24,12.5
2005-01-25,0.0
2005-01-26,-6.6667
2005-01-27,2.3810000000000002
2005-01-28,-2.3256
2005-01-31,-4.7619
2005-02-01,0.0
2005-02-02,2.5
2005-02-03,9.7561
2005-02-04,-4.4444
2005-02-07,2.3256
2005-02-08,-13.6364
2005-02-09,13.1579
2005-02-10,-11.6279
2005-02-11,2.6316
2005-02-14,2.5641
2005-02-15,0.0
2005-02-16,-5.0
2005-02-17,5.2632
2005-02-18,-7.5
2005-02-22,-8.1081
2005-02-23,11.7647
2005-02-24,-2.6316
2005-02-25,8.1081
2005-02-28,-12.5
2005-03-01,0.0
2005-03-02,2.8571
2005-03-03,-13.8889
2005-03-04,-3.2258
2005-03-07,6.6667
2005-03-08,-6.25
2005-03-09,26.6667
2005-03-10,-5.2632
2005-03-11,5.5556
2005-03-14,-21.0526
2005-03-15,0.0
2005-03-16,20.0
2005-03-17,-2.7778
2005-03-18,0.0
2005-03-21,-5.7143
2005-03-22,-12.1212
2005-03-23,1.0776
2005-03-24,-4.4776
2005-03-28,7.1429
2005-03-29,-3.3333
2005-03-30,20.6897
2005-03-31,-14.2857
2005-04-01,15.4167
2005-04-04,3.9711
2005-04-05,-16.6667
2005-04-06,6.6667
2005-04-07,6.25
2005-04-08,0.0
2005-04-11,-10.2941
2005-04-12,-1.6393
2005-04-13,-6.6667
2005-04-14,3.5714
2005-04-15,0.0
2005-04-18,3.4483
2005-04-19,0.0
2005-04-20,0.0
2005-04-21,-13.3333
2005-04-22,5.7692
2005-04-25,-1.8182
2005-04-26,0.0
2005-04-27,-2.5463
2005-04-28,1.4252
2005-04-29,-0.7026
2005-05-02,5.6604
2005-05-03,-3.125
2005-05-04,6.9124
2005-05-05,-17.2414
2005-05-06,12.5
2005-05-09,-25.463
2005-05-10,-0.6211
2005-05-11,5.0
2005-05-12,-4.7619
2005-05-13,-10.0
2005-05-16,-5.5556
2005-05-17,35.2941
2005-05-18,21.7391
2005-05-19,7.1429
2005-05-20,0.0
2005-05-23,-23.3333
2005-05-24,8.6957
2005-05-25,-20.0
2005-05-26,20.0
2005-05-27,4.1667
2005-05-31,-16.0
2005-06-01,14.2857
2005-06-02,-12.5
2005-06-03,-19.0476
2005-06-06,35.2941
2005-06-07,-13.0435
2005-06-08,30.0
2005-06-09,-23.0769
2005-06-10,5.0
2005-06-13,-14.2857
2005-06-14,5.5556
2005-06-15,15.7895
2005-06-16,-15.9091
2005-06-17,0.0
2005-06-20,2.7027
2005-06-21,-2.6316
2005-06-22,-2.7027
2005-06-23,27.7778
2005-06-24,-13.0435
2005-06-27,10.0
2005-06-28,-23.2955
2005-06-29,0.7407
2005-06-30,0.0
2005-07-01,-41.1765
2005-07-05,100.0
2005-07-06,0.0
2005-07-07,0.0
2005-07-08,-5.0
2005-07-11,-15.7895
2005-07-12,-6.25
2005-07-13,13.3333
2005-07-14,0.0
2005-07-15,11.7647
2005-07-18,-10.526299999999999
2005-07-19,11.0294
2005-07-20,-20.5298
2005-07-21,-6.6667
2005-07-22,-14.2857
2005-07-25,15.625
2005-07-26,-6.3063
2005-07-27,0.0
2005-07-28,-7.6923
2005-07-29,8.3333
2005-08-01,-19.2308
2005-08-02,9.5238
2005-08-03,-4.3478
2005-08-04,27.2727
2005-08-05,-7.1429
2005-08-08,-10.0962
2005-08-09,0.0
2005-08-10,-5.8824
2005-08-11,9.0909
2005-08-12,15.625
2005-08-15,-6.3063
2005-08-16,7.6923
2005-08-17,-21.4286
2005-08-18,27.2727
2005-08-19,-21.4286
2005-08-22,18.1818
2005-08-23,-23.0769
2005-08-24,0.0
2005-08-25,-3.125
2005-08-26,1.9355
2005-08-29,-18.9873
2005-08-30,12.5
2005-08-31,0.0
2005-09-01,-27.7778
2005-09-02,36.5385
2005-09-06,-32.3944
2005-09-07,66.6667
2005-09-08,40.0
2005-09-09,-14.2857
2005-09-12,-16.6667
2005-09-13,40.0
2005-09-14,-28.5714
2005-09-15,18.75
2005-09-16,9.473700000000001
2005-09-19,-23.0769
2005-09-20,18.75
2005-09-21,25.2632
2005-09-22,0.0
2005-09-23,-26.0504
2005-09-26,10.2273
2005-09-27,23.7113
2005-09-28,0.0
2005-09-29,33.3333
2005-09-30,-5.0
2005-10-03,5.2632
2005-10-04,-25.0
2005-10-05,26.6667
2005-10-06,-15.7895
2005-10-07,-6.25
2005-10-10,30.0
2005-10-11,-33.3333
2005-10-12,38.4615
2005-10-13,-16.6667
2005-10-14,-20.0
2005-10-17,25.0
2005-10-18,-33.3333
2005-10-19,50.0
2005-10-20,6.6667
2005-10-21,-6.25
2005-10-24,-33.3333
2005-10-25,1.25
2005-10-26,-1.2346
2005-10-27,25.0
2005-10-28,-20.0
2005-10-31,50.0
2005-11-01,-0.8333
2005-11-02,-32.7731
2005-11-03,-10.0
2005-11-04,11.1111
2005-11-07,-10.0
2005-11-08,22.2222
2005-11-09,9.0909
2005-11-10,0.0
2005-11-11,-45.8333
2005-11-14,7.6923
2005-11-15,-14.2857
2005-11-16,-3.125
2005-11-17,-13.9785
2005-11-18,20.0
2005-11-21,-3.125
2005-11-22,-5.3763
2005-11-23,9.0909
2005-11-28,-14.5833
2005-11-29,40.2439
2005-11-30,-16.5217
2005-12-01,31.25
2005-12-02,7.9365
2005-12-05,-38.9706
2005-12-06,-3.6145
2005-12-07,10.0
2005-12-08,0.0
2005-12-09,-9.0909
2005-12-12,-17.5
2005-12-13,69.697
2005-12-14,-57.1429
2005-12-15,-16.6667
2005-12-16,40.0
2005-12-19,-39.2857
2005-12-20,41.1765
2005-12-21,0.0
2005-12-22,-50.0
2005-12-23,66.6667
2005-12-27,-40.0
2005-12-28,100.0
2005-12-29,-50.0
2005-12-30,33.3333
2006-01-03,43.75
2006-01-04,4.3478
2006-01-05,16.6667
2006-01-06,-14.2857
2006-01-09,-50.0
2006-01-10,100.0
2006-01-11,-16.6667
2006-01-12,-40.0
2006-01-13,33.3333
2006-01-17,-25.0
2006-01-18,33.3333
2006-01-19,9.375
2006-01-20,20.0
2006-01-23,52.381
2006-01-24,0.0
2006-01-25,71.875
2006-01-26,-20.0
2006-01-27,9.0909
2006-01-30,-16.6667
2006-01-31,-40.0
2006-02-01,62.5
2006-02-02,-38.4615
2006-02-03,39.5833
2006-02-06,-4.4776
2006-02-07,-25.0
2006-02-08,33.3333
2006-02-09,-12.5
2006-02-10,42.8571
2006-02-13,-37.5
2006-02-14,28.0
2006-02-15,0.0
2006-02-16,0.0
2006-02-17,-37.5
2006-02-21,20.0
2006-02-22,16.6667
2006-02-23,0.0
2006-02-24,28.5714
2006-02-27,0.0
2006-02-28,0.0
2006-03-01,-8.3333
2006-03-02,-27.2727
2006-03-03,0.0
2006-03-06,33.3333
2006-03-07,-42.1875
2006-03-08,29.7297
2006-03-09,33.3333
2006-03-10,-42.1875
2006-03-13,72.973
2006-03-14,-25.0
2006-03-15,0.0
2006-03-16,16.6667
2006-03-17,0.0
2006-03-20,-14.2857
2006-03-21,0.0
2006-03-22,-10.4167
2006-03-23,11.6279
2006-03-24,33.3333
2006-03-27,-3.125
2006-03-28,-22.5806
2006-03-29,45.8333
2006-03-30,-8.5714
2006-03-31,9.375
2006-04-03,5.7143
2006-04-04,1.3514
2006-04-05,6.6667
2006-04-06,10.0
2006-04-07,0.0
2006-04-10,9.0909
2006-04-11,0.0
2006-04-12,0.0
2006-04-13,16.6667
2006-04-17,0.0
2006-04-18,-7.1429
2006-04-19,-21.1538
2006-04-20,26.8293
2006-04-21,0.0
2006-04-24,7.6923
2006-04-25,0.0
2006-04-26,-2.6786
2006-04-27,0.0
2006-04-28,2.7523
2006-05-01,-28.5714
2006-05-02,0.0
2006-05-03,-10.0
2006-05-04,22.2222
2006-05-05,-18.1818
2006-05-08,-11.1111
2006-05-09,-50.0
2006-05-10,-25.0
2006-05-11,100.0
2006-05-12,-50.0
2006-05-15,33.3333
2006-05-16,0.0
2006-05-17,-25.0
2006-05-19,0.0
2006-05-22,8.3333
2006-05-23,53.8462
2006-05-24,20.0
2006-05-25,-45.8333
2006-05-31,207.6924
2006-06-01,-33.3333
2006-06-02,10.0
2006-06-05,36.3636
2006-06-06,-66.6667
2006-06-07,40.0
2006-06-08,0.0
2006-06-09,-28.5714
2006-06-12,0.0
2006-06-13,0.0
2006-06-14,10.0
2006-06-15,9.0909
2006-06-19,-16.6667
2006-06-20,0.0
2006-06-21,140.0
2006-06-22,0.0
2006-06-23,-8.3333
2006-06-26,0.0
2006-06-27,-13.6364
2006-06-28,5.2632
2006-06-29,0.0
2006-06-30,0.0
2006-07-03,200.0
2006-07-05,-66.6667
2006-07-06,10.0
2006-07-07,0.0
2006-07-10,13.6364
2006-07-11,-12.0
2006-07-12,27.2727
2006-07-13,-21.4286
2006-07-14,-18.1818
2006-07-17,-5.5556
2006-07-18,5.8824
2006-07-19,-22.2222
2006-07-20,-14.2857
2006-07-21,75.0
2006-07-24,14.2857
2006-07-25,0.0
2006-07-26,-8.3333
2006-07-27,9.0909
2006-07-28,-8.3333
2006-07-31,-27.2727
2006-08-01,50.0
2006-08-02,0.0
2006-08-03,-8.3333
2006-08-04,-18.1818
2006-08-07,16.6667
2006-08-08,-9.5238
2006-08-09,-26.3158
2006-08-10,0.0
2006-08-11,14.2857
2006-08-14,0.0
2006-08-15,-12.5
2006-08-16,-10.7143
2006-08-17,-4.0
2006-08-18,0.0
2006-08-21,-16.6667
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,-10.0
2006-08-25,-11.1111
2006-08-28,-25.0
2006-08-29,116.6667
2006-08-30,6.1538
2006-08-31,-55.0725
2006-09-01,-3.2258
2006-09-05,16.6667
2006-09-06,-17.1429
2006-09-07,20.6897
2006-09-11,-11.4286
2006-09-12,-19.3548
2006-09-13,20.0
2006-09-14,-33.3333
2006-09-15,0.0
2006-09-18,-99.375
2006-09-19,7900.0
2006-09-20,-30.0
2006-09-21,-28.5714
2006-09-22,0.0
2006-09-28,-99.88
2006-10-03,10900.0
2006-10-10,203.0303
2006-10-27,-70.0
2006-11-07,-83.3333
2006-11-13,1890.0
2006-11-14,5.5276
2006-11-15,7.619
2006-11-16,2.6549
2006-11-17,3.0172
2006-11-20,5.8577
2006-11-21,0.7905
2006-11-22,0.0
2006-11-24,0.7843
2006-11-27,-0.7782
2006-11-28,0.0
2006-11-29,6.6667
2006-11-30,2.9412000000000003
2006-12-01,0.0
2006-12-04,1.7856999999999998
2006-12-05,-1.0526
2006-12-06,4.6099
2006-12-07,0.0
2006-12-08,5.0847
2006-12-11,-12.9032
2006-12-12,11.1111
2006-12-13,3.3333
2006-12-14,-12.5806
2006-12-15,-0.369
2006-12-18,16.6667
2006-12-19,-6.3492
2006-12-20,-15.2542
2006-12-21,-10.0
2006-12-22,6.6667
2006-12-26,-6.25
2006-12-27,6.6667
2006-12-28,-8.75
2006-12-29,9.589
2007-01-03,10.4167
2007-01-04,-4.9056999999999995
2007-01-05,-6.746
2007-01-08,0.0
2007-01-09,6.383
2007-01-10,-17.6
2007-01-11,-2.9126
2007-01-12,-25.0
2007-01-16,16.6667
2007-01-17,-1.1429
2007-01-18,-13.2948
2007-01-19,-30.0
2007-01-22,9.5238
2007-01-23,-21.7391
2007-01-24,2.2222
2007-01-25,-2.1739
2007-01-26,-38.8889
2007-01-29,-58.1818
2007-01-30,-26.087
2007-01-31,17.647100000000002
2007-02-01,-35.0
2007-02-02,38.4615
2007-02-05,11.1111
2007-02-06,-55.0
2007-02-07,0.0
2007-02-08,0.0
2007-02-12,0.0
2007-02-13,-51.1111
2007-02-14,47.7273
2007-02-15,7.6923
2007-02-16,-14.2857
2007-02-20,150.0
2007-02-21,-63.3333
2007-02-22,0.0
2007-02-23,-27.2727
2007-02-26,87.5
2007-02-27,0.0
2007-03-02,-40.0
2007-03-05,11.1111
2007-03-06,-2.0
2007-03-07,-4.0816
2007-03-08,-4.2553
2007-03-12,-33.3333
2007-03-13,46.6667
2007-03-14,13.6364
2007-03-19,0.0
2007-03-20,0.0
2007-03-21,0.0
2007-03-22,0.0
2007-03-23,-20.0
2007-03-28,0.0
2007-04-02,-25.0
2007-04-04,0.0
2007-04-05,33.3333
2007-04-09,0.0
2007-04-11,-25.0
2007-04-12,0.0
2007-04-17,0.0
2007-04-18,33.3333
2007-04-19,0.0
2007-04-23,25.0
2007-04-24,20.0
2007-04-25,0.0
2007-05-02,0.0
2007-05-04,-36.6667
2007-05-08,-47.3684
2007-05-10,200.0
2007-05-11,-33.3333
2007-05-14,-50.0
2007-05-15,3.4375
2007-05-17,45.0151
2007-05-22,-16.6667
2007-05-23,-20.0
2007-05-24,25.0
2007-05-29,20.0
2007-06-06,-33.3333
2007-06-07,-50.0
2007-06-08,0.0
2007-06-11,0.0
2007-06-13,-50.0
2007-06-15,20.0
2007-06-18,0.0
2007-06-19,300.0
2007-06-21,-75.0
2007-06-22,33.3333
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,-37.5
2007-07-11,300.0
2007-07-16,-25.0
2007-07-26,33.3333
2007-08-03,0.0
2007-08-15,-55.0
2007-08-20,0.0
2007-08-27,-44.4444
2007-10-17,98.0
2007-12-24,-97.4747
2007-12-31,460.0
2008-02-14,792.8571
2008-02-19,-39.2
2008-07-16,-98.6842
2008-08-29,200.0
2008-11-03,66.6667
2008-12-31,-98.0
2010-08-25,-87.5
2011-12-16,0.0
2016-06-01,0.0
2018-08-01,-54.4
