ticker,EMEXF US Equity
2014-02-28,0.0
2014-03-03,6.25
2014-03-04,0.0
2014-03-06,0.0
2014-03-11,17.647100000000002
2014-03-12,-1.0
2014-03-13,-6.5657
2014-03-14,10.8108
2014-03-17,-7.3171
2014-03-21,-10.526299999999999
2014-03-24,11.7647
2014-03-25,-5.2632
2014-03-27,-5.5556
2014-03-31,29.4118
2014-04-03,0.0
2014-04-09,13.6364
2014-04-10,-20.0
2014-04-11,0.0
2014-04-14,-3.75
2014-04-16,3.8961
2014-04-22,10.0
2014-04-24,-4.5455
2014-04-25,-4.7619
2014-04-28,15.0
2014-04-29,-10.8696
2014-04-30,17.0732
2014-05-02,-16.6667
2014-05-08,0.0
2014-05-19,-5.0
2014-05-23,5.2632
2014-05-28,-5.0
2014-05-29,5.2632
2014-05-30,20.0
2014-06-02,-16.6667
2014-06-04,0.0
2014-06-09,-20.0
2014-06-10,12.5
2014-06-11,-5.5556
2014-06-17,-5.8824
2014-06-18,12.5
2014-06-19,-2.7778
2014-06-20,-5.7143
2014-06-25,4.2424
2014-06-26,1.7442
2014-07-02,-2.8571
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-21,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-28,0.0
2014-07-30,5.8824
2014-07-31,-5.5556
2014-08-06,-11.7647
2014-08-08,0.0
2014-08-12,8.6667
2014-08-13,-7.9755
2014-08-18,0.0
2014-08-21,-6.6667
2014-09-04,17.8571
2014-09-05,-6.0606
2014-09-09,11.6129
2014-09-16,-7.5145
2014-09-18,9.375
2014-09-22,0.0
2014-09-24,0.0
2014-09-26,-20.0
2014-09-30,14.2857
2014-10-01,-18.75
2014-10-06,0.0
2014-10-07,0.0
2014-10-10,0.0
2014-10-14,-7.6923
2014-10-15,8.3333
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-23,-7.6923
2014-10-24,0.0
2014-10-28,33.3333
2014-10-29,-6.25
2014-10-31,5.0
2014-11-03,-3.4920999999999998
2014-11-04,-1.3158
2014-11-05,30.0
2014-11-06,-7.6923
2014-11-10,-11.1111
2014-11-11,-1.5625
2014-11-25,17.4603
2014-11-26,-18.9189
2014-11-28,23.3333
2014-12-01,-14.8649
2014-12-02,7.9365
2014-12-09,-11.7647
2014-12-10,0.0
2014-12-11,33.3333
2014-12-12,-15.0
2014-12-30,-5.8824
2014-12-31,25.0
2015-01-08,0.0
2015-01-09,-15.0
2015-01-13,17.647100000000002
2015-01-14,-0.5
2015-01-20,-14.5729
2015-01-23,17.647100000000002
2015-01-28,0.0
2015-01-30,20.0
2015-02-03,0.0
2015-02-05,-8.3333
2015-02-06,9.0909
2015-02-09,-4.1667
2015-02-10,0.0
2015-02-13,-4.3478
2015-02-18,13.6364
2015-02-19,0.0
2015-02-23,-8.0
2015-02-25,0.0
2015-02-26,13.0435
2015-02-27,3.8462
2015-03-02,-3.7037
2015-03-03,-3.8462
2015-03-04,4.0
2015-03-05,-1.9231
2015-03-06,1.9607999999999999
2015-03-11,0.0
2015-03-18,-3.8462
2015-03-19,6.0
2015-03-26,-1.8868
2015-03-30,7.6923
2015-03-31,3.5714
2015-04-01,-10.3448
2015-04-06,-3.8462
2015-04-07,4.0
2015-04-08,9.6154
2015-04-09,2.807
2015-04-13,5.802
2015-04-14,9.6774
2015-04-16,1.4706000000000001
2015-04-17,-10.1449
2015-04-20,3.2258
2015-04-21,3.125
2015-04-22,0.0
2015-04-23,3.0303
2015-04-24,-5.8824
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,-3.125
2015-04-30,9.6774
2015-05-04,-2.9412000000000003
2015-05-07,9.0909
2015-05-21,-2.7778
2015-05-29,2.8571
2015-06-02,5.5556
2015-06-03,-9.2105
2015-06-04,-4.3478
2015-06-11,-9.0909
2015-06-16,0.0
2015-06-23,5.3333
2015-06-24,-1.8987
2015-06-30,9.6774
2015-07-01,-5.8824
2015-07-02,-6.25
2015-07-06,-10.0
2015-07-07,-18.5185
2015-07-09,22.7273
2015-07-14,1.8519
2015-07-17,-9.0909
2015-07-21,-4.0
2015-07-22,14.5833
2015-07-23,-1.8182
2015-07-28,0.0
2015-07-29,0.0
2015-07-31,14.8148
2015-08-03,-17.7419
2015-08-05,1.9607999999999999
2015-08-06,-3.8462
2015-08-12,4.0
2015-08-14,-3.8462
2015-08-24,-8.0
2015-08-25,0.0
2015-08-27,8.6957
2015-09-04,0.0
2015-09-08,-14.0
2015-09-09,-2.3256
2015-09-22,0.0
2015-09-23,-4.7619
2015-09-24,5.0
2015-09-29,2.3810000000000002
2015-09-30,16.2791
2015-10-05,-16.0
2015-10-08,-23.8095
2015-10-09,25.0
2015-10-12,0.0
2015-10-19,-10.0
2015-10-29,0.0
2015-10-30,-5.5556
2015-11-06,-5.8824
2015-11-09,6.25
2015-11-11,11.7647
2015-11-13,2.6316
2015-11-16,-7.6923
2015-11-17,11.1111
2015-11-18,-10.0
2015-11-19,13.8889
2015-11-20,2.9268
2015-11-24,4.2654
2015-11-25,-22.7273
2015-11-30,35.2941
2015-12-03,-4.3478
2015-12-04,-2.7273
2015-12-07,-15.8879
2015-12-09,0.0
2015-12-10,0.0
2015-12-15,-5.5556
2015-12-16,17.647100000000002
2015-12-18,1.25
2015-12-21,-1.2346
2015-12-23,-2.5
2015-12-29,-7.6923
2015-12-31,22.2222
2016-01-07,-27.2727
2016-01-08,37.5
2016-01-15,-27.2727
2016-01-19,-12.5
2016-01-21,14.2857
2016-01-22,3.125
2016-01-26,9.0909
2016-02-03,-11.1111
2016-02-09,-12.5
2016-02-10,-28.5714
2016-02-12,45.0
2016-02-17,-17.2414
2016-02-22,16.6667
2016-02-24,-14.2857
2016-03-03,4.1667
2016-03-08,12.0
2016-03-11,-28.5714
2016-03-31,25.0
2016-04-06,4.0
2016-04-12,-23.0769
2016-04-15,10.0
2016-04-22,81.8182
2016-04-25,10.0
2016-04-26,3.6364
2016-04-27,0.8772
2016-04-28,-4.3478
2016-05-03,1.1364
2016-05-04,3.3708
2016-05-05,0.0
2016-05-06,0.0
2016-05-16,0.0
2016-05-18,4.3478
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,-4.1667
2016-05-24,0.0
2016-05-27,-21.7391
2016-05-31,38.8889
2016-06-01,-8.0
2016-06-06,8.6957
2016-06-09,-16.0
2016-06-13,19.0476
2016-06-15,-4.0
2016-06-20,-2.0833
2016-06-22,65.9574
2016-06-24,-6.0
2016-06-27,7.4468
2016-07-05,-56.4356
2016-07-06,-9.0909
2016-07-13,40.0
2016-07-22,-28.5714
2016-07-26,5.0
2016-07-28,-4.7619
2016-07-29,20.0
2016-08-01,-16.6667
2016-08-05,10.0
2016-08-12,4.5455
2016-08-17,0.0
2016-08-18,4.3478
2016-08-19,-12.5
2016-08-22,14.2857
2016-08-25,0.0
2016-09-09,-8.3333
2016-09-15,-9.0909
2016-09-16,10.0
2016-09-21,0.0
2016-10-05,27.2727
2016-10-12,-28.5714
2016-10-14,0.0
2016-10-19,0.0
2016-10-21,0.0
2016-10-31,25.0
2016-11-02,-10.0
2016-11-30,6.6667
2016-12-01,-8.3333
2016-12-02,0.0
2016-12-12,4.5455
2016-12-15,-4.3478
2016-12-16,4.5455
2016-12-19,-13.0435
2016-12-20,15.0
2016-12-22,13.0435
2016-12-27,-15.3846
2016-12-30,18.1818
2017-01-12,-23.0769
2017-01-20,11.0
2017-01-23,1.8018
2017-01-24,-11.5044
2017-01-26,11.0
2017-01-27,17.1171
2017-02-07,-15.3846
2017-02-13,0.9091
2017-02-14,17.1171
2017-02-15,15.3846
2017-02-16,0.0
2017-03-03,-25.3333
2017-03-06,38.3929
2017-03-22,-22.5806
2017-03-23,58.3333
2017-03-28,-13.6842
2017-03-29,-0.9146
2017-03-30,7.6923
2017-03-31,0.0
2017-04-03,-14.2857
2017-04-06,0.0
2017-04-21,13.3333
2017-04-24,-5.8824
2017-05-01,-6.25
2017-05-02,13.3333
2017-05-15,-5.8824
2017-05-26,9.375
2017-05-31,1.4285999999999999
2017-06-08,-1.4085
2017-06-09,-17.1429
2017-06-13,-10.3448
2017-06-14,3.8462
2017-06-15,14.8148
2017-06-23,-25.8065
2017-07-10,4.3478
2017-07-12,-8.3333
2017-07-13,9.0909
2017-07-14,0.0
2017-07-18,-16.6667
2017-07-19,17.0
2017-07-31,11.1111
2017-08-02,-38.4615
2017-08-03,50.0
2017-08-08,-16.6667
2017-08-18,0.0
2017-08-22,1.0
2017-08-30,-0.9901
2017-08-31,20.0
2017-09-05,-25.0
2017-09-14,44.4444
2017-09-18,-38.4615
2017-09-20,0.0
2017-09-29,50.0
2017-10-02,-33.3333
2017-10-13,-12.5
2017-10-16,0.0
2017-10-31,14.2857
2017-11-01,0.0
2017-11-07,0.0
2017-11-14,-25.0
2017-11-21,0.0
2017-11-28,0.0
2017-11-30,33.3333
2017-12-08,12.5
2017-12-15,-11.1111
2017-12-19,3.125
2017-12-29,6.0606
2018-01-05,14.2857
2018-01-18,5.0
2018-02-01,-7.1429
2018-02-14,149.4331
2018-02-15,-27.2727
2018-02-21,-37.5
2018-02-22,0.0
2018-02-23,-18.0
2018-02-28,0.0
2018-03-07,-51.2195
2018-03-08,105.0
2018-03-09,9.7561
2018-03-12,0.0
2018-03-13,11.1111
2018-03-20,25.0
2018-03-22,-8.0
2018-03-28,-65.2174
2018-03-29,175.0
2018-04-06,-27.2727
2018-04-09,25.0
2018-04-10,20.0
2018-04-18,-16.6667
2018-04-23,60.0
2018-04-24,0.0
2018-05-29,-43.75
2018-05-31,55.5556
2018-06-01,21.4286
2018-06-04,-47.0588
2018-06-12,24.4444
2018-06-13,-10.7143
2018-06-19,10.0
2018-06-20,0.0
2018-06-28,-27.2727
2018-06-29,37.5
2018-07-03,-27.2727
2018-07-09,37.5
2018-07-17,-9.0909
2018-07-24,-40.0
2018-07-31,100.0
2018-08-09,8.3333
2018-08-14,-23.0769
2018-08-21,0.0
2018-08-22,40.0
2018-08-23,-28.5714
2018-08-30,40.0
2018-08-31,0.0
2018-09-13,-28.5714
2018-09-24,65.0
2018-09-28,9.0909
2018-10-25,0.0
2018-10-30,-33.3333
2018-10-31,50.0
2018-11-13,-44.4444
2018-11-19,20.0
2018-11-30,100.0
2018-12-10,-25.0
2018-12-12,22.2222
2019-01-18,81.8182
2019-01-23,0.0
2019-01-30,0.0
2019-03-29,-10.0
2019-04-03,-44.4444
2019-04-05,0.0
2019-04-08,20.0
2019-04-09,58.3333
2019-04-11,-36.8421
2019-04-22,50.0
2019-04-23,5.5556
2019-05-06,-47.3684
2019-05-09,100.0
2019-05-10,-40.0
2019-05-16,0.0
2019-05-21,0.0
2019-06-18,-4.1667
2019-06-24,-30.4348
2019-06-26,50.0
2019-06-27,-8.3333
2019-06-28,9.0909
2019-07-10,-16.6667
2019-07-22,-20.0
2019-07-24,25.0
2019-08-27,-20.0
2019-09-03,0.0
2019-09-16,0.0
2019-09-18,25.0
2019-10-07,-20.0
2019-10-31,25.0
2019-11-25,-70.0
2019-12-18,-33.3333
2020-01-07,100.0
2020-01-10,50.0
2020-01-15,0.0
2020-01-21,0.0
2020-02-12,0.0
2020-02-14,-50.0
2020-02-26,100.0
2020-03-09,-33.3333
2020-04-16,0.0
2020-04-21,5.0
2020-04-22,-4.7619
2020-04-30,5.0
2020-05-01,-4.7619
2020-06-24,25.0
