ticker,IXOG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-23,6.1856
2006-01-24,11.6505
2006-01-25,26.087
2006-01-26,-6.8966
2006-01-27,-2.2222
2006-01-30,2.2727
2006-01-31,7.4074
2006-02-01,3.7931
2006-02-02,10.299
2006-02-03,-1.8072
2006-02-06,-8.589
2006-02-07,2.6846
2006-02-08,1.3072
2006-02-09,0.0
2006-02-10,0.6452
2006-02-13,-1.9231
2006-02-14,-1.9607999999999999
2006-02-15,8.0
2006-02-16,-0.6173
2006-02-17,-0.6211
2006-02-21,0.0
2006-02-22,0.0
2006-02-23,-3.125
2006-02-24,-0.6452
2006-02-27,-1.2987
2006-02-28,1.9737
2006-03-01,0.0
2006-03-02,-0.3226
2006-03-03,-3.5599
2006-03-06,7.3826
2006-03-07,-3.125
2006-03-08,0.6452
2006-03-09,-0.641
2006-03-10,-3.871
2006-03-15,0.6711
2006-03-16,4.6667
2006-03-17,0.0
2006-03-21,-1.2739
2006-03-22,0.0
2006-03-23,-1.9355
2006-03-24,0.0
2006-03-27,-1.9737
2006-03-28,1.3423
2006-03-29,0.6623
2006-03-30,-4.6053
2006-03-31,3.4483
2006-04-03,5.3333
2006-04-04,-1.2658
2006-04-05,2.5641
2006-04-06,-3.125
2006-04-07,-3.2258
2006-04-10,0.3333
2006-04-11,0.3322
2006-04-12,2.649
2006-04-13,6.4516
2006-04-17,0.0
2006-04-18,0.0
2006-04-19,0.0
2006-04-20,-3.0303
2006-04-21,0.0
2006-04-24,-3.125
2006-04-25,0.0
2006-04-26,0.0
2006-04-27,3.2258
2006-04-28,0.625
2006-05-01,-0.6211
2006-05-02,1.25
2006-05-03,-4.9383
2006-05-04,-5.8442
2006-05-05,-6.8966
2006-05-08,7.4074
2006-05-09,0.0
2006-05-10,2.069
2006-05-11,-2.027
2006-05-12,3.4483
2006-05-15,0.0
2006-05-16,0.0
2006-05-17,-1.3333
2006-05-18,0.0
2006-05-19,-1.3514
2006-05-22,-0.6849
2006-05-23,3.4483
2006-05-24,0.0
2006-05-25,-1.3333
2006-05-26,1.3514
2006-05-30,-0.6667
2006-05-31,4.0268
2006-06-01,1.9355
2006-06-02,2.5316
2006-06-05,-7.4074
2006-06-06,0.0
2006-06-07,0.0
2006-06-08,-3.3333
2006-06-09,-8.2759
2006-06-12,1.5038
2006-06-13,7.4074
2006-06-14,0.0
2006-06-15,3.4483
2006-06-16,-8.6667
2006-06-19,1.4599
2006-06-20,-2.8777
2006-06-21,0.0
