ticker,IARE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-27,0.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-31,0.8333
2014-05-19,1.6529
2014-06-11,-6.5041
2014-06-16,8.6957
2014-06-20,0.0
2014-06-26,0.16
2014-07-10,0.639
2014-07-15,0.0
2014-07-22,0.3175
2014-07-24,-1.1076
2014-07-25,0.0
2014-08-15,0.48
2014-08-19,-0.4777
2014-08-20,0.0
2014-08-22,0.0
2014-08-26,-0.8
2014-09-02,-7.2581
2014-09-05,8.6957
2014-09-08,-1.28
2014-09-12,-0.3241
2014-09-18,0.813
2014-09-22,0.0
2014-10-03,0.0
2014-10-21,-0.8065
2014-10-30,0.0
2014-11-11,-0.813
2014-11-14,0.0
2014-12-03,0.8197
2014-12-04,-0.813
2014-12-05,0.0
2014-12-11,0.8197
2014-12-15,-0.813
2014-12-16,-9.8361
2014-12-18,-27.2727
2014-12-19,0.0
2015-01-14,25.0
2015-01-20,22.0
2015-01-22,0.0
2015-01-23,3.2787
2015-02-03,-3.1746
2015-02-11,0.7194
2015-02-19,0.0
2015-02-23,-5.4286
2015-03-03,-3.0058
2015-03-06,-6.25
2015-03-10,0.3333
2015-03-11,-15.282399999999999
2015-03-16,8.4314
2015-03-20,4.8825
2015-03-23,-13.7931
2015-03-24,-20.0
2015-03-26,1.0
2015-03-30,42.5743
2015-04-07,0.6944
2015-04-08,-0.6897
2015-04-09,0.0
2015-04-13,-25.0
2015-04-16,38.8889
2015-04-21,-3.3333
2015-04-22,-0.6897
2015-04-23,0.6944
2015-04-24,-0.6897
2015-04-27,0.0
2015-04-28,1.0706
2015-05-06,-0.6897
2015-05-11,0.0
2015-05-29,0.0
2015-06-16,-6.25
2015-06-17,0.0
2015-06-18,1.4815
2015-06-26,-1.7944
2015-07-08,8.209
2015-07-10,-5.1724
2015-07-13,-0.3636
2015-07-21,-5.1095
2015-07-28,3.8462
2015-07-30,0.0
2015-08-04,1.8519
2015-08-11,-0.7273
2015-08-14,-0.7326
2015-08-18,1.476
2015-08-19,-0.7273
2015-08-20,0.0
2015-08-25,0.7326
2015-09-01,-4.7273
2015-09-03,3.8167999999999997
2015-09-08,-3.3088
2015-09-09,3.4221
2015-09-10,-3.6765
2015-09-17,0.3817
2015-09-18,3.4221
2015-09-21,1.1029
2015-09-29,-0.644
2015-10-01,-3.7037
2015-10-06,3.0769
2015-10-15,-14.1791
2015-10-16,-23.913
2015-10-22,44.5714
2015-10-23,-9.0909
2015-10-28,0.0
2015-10-29,8.6957
2015-11-10,0.6
2015-11-13,-0.1988
2015-11-16,0.0
2015-11-19,-0.3984
2015-11-25,4.4
2015-12-01,0.3831
2015-12-08,-1.9083999999999999
2015-12-09,0.3891
2015-12-10,-3.1008
2015-12-15,4.8
2015-12-16,-0.7634
2015-12-18,-0.6923
2015-12-23,0.6971
2015-12-29,1.6553
2016-01-06,-0.3831
2016-01-14,3.8462
2016-01-20,-2.963
2016-01-21,1.5267
2016-01-22,-0.3759
2016-01-25,-3.3962
2016-01-26,0.0
2016-01-27,5.4688
2016-02-08,-2.963
2016-02-10,-0.7634
2016-02-11,2.6923
2016-02-12,-9.7378
2016-02-16,-6.639
2016-02-17,0.0
2016-02-18,7.1111
2016-02-23,8.2988
2016-02-25,-13.7931
2016-03-01,10.2222
2016-03-10,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-18,-3.2258
2016-03-22,0.0
2016-03-23,-16.6667
2016-03-24,20.0
2016-03-29,5.5208
2016-03-31,-3.6
2016-04-06,1.6598000000000002
2016-04-11,0.0
2016-04-27,-8.1633
2016-05-03,-8.8889
2016-05-05,-21.9512
2016-05-16,-6.25
2016-05-23,18.0
2016-05-25,1.6949
2016-05-26,0.0
2016-05-27,-2.2222
2016-06-01,-14.7727
2016-06-03,12.6667
2016-06-07,6.5089
2016-06-14,-5.5556
2016-06-21,2.9412000000000003
2016-06-28,1.8571
2016-07-01,-2.8571
2016-07-08,0.0
2016-07-20,-1.1764999999999999
2016-07-26,4.7619
2016-08-19,-0.5682
2016-08-26,1.7143000000000002
2016-09-06,-99.9895
2016-09-12,933233.3333
2016-09-14,0.0
2016-10-05,0.9737
2016-10-13,0.0
2016-10-31,0.8
2016-11-07,16.78
2017-03-03,9.636
2017-03-27,-21.875
2017-04-27,-6.2117
2017-05-30,-23.0769
2017-06-07,-24.0
2017-06-12,73.6842
2017-06-15,-9.0909
2018-05-21,4.8969000000000005
2018-05-29,0.0
2018-08-28,41.6908
2018-09-06,-14.2857
2018-11-08,-13.024
2019-01-04,1.1683
2020-01-23,-16.3747
2020-03-27,80.0
2020-04-15,-48.4542
2020-04-24,-4.3478
