ticker,INVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-25,328.5714
2009-07-16,33.3333
2009-07-17,2.5
2009-12-30,387.8049
2010-06-29,-37.5
2010-06-30,0.0
2010-07-13,-59.2
2010-09-10,-50.9804
2010-09-17,60.0
2010-12-21,152.5
2010-12-28,-73.2673
2011-05-04,0.0
2011-08-16,88.8889
2011-11-17,0.0
2012-03-21,17.647100000000002
2012-04-13,8.3333
2013-02-07,-21.5385
2013-06-13,0.0
2013-12-06,-35.2941
2014-02-27,51.5152
2014-03-06,50.0
2014-12-12,-26.6667
2014-12-23,0.0
2015-03-23,0.0
2015-05-05,0.0
2015-05-13,0.0
2015-05-14,-18.1818
2015-05-15,0.0
2015-05-27,-11.1111
2015-11-04,-12.5
2015-12-18,0.0
2016-01-07,0.0
2016-09-16,0.0
2017-06-16,0.0
2017-06-28,0.0
2017-11-21,-9.1429
2017-11-30,0.6289
2017-12-04,-6.25
2018-03-26,127.2727
2018-03-27,160.0
2018-03-28,-23.0769
2018-03-29,50.0
2018-04-03,-26.6667
2018-04-04,27.2727
2018-04-10,0.0
2018-04-13,41.4286
2018-04-16,-29.2929
2018-04-19,-14.2857
2018-04-20,-3.3333
2018-04-24,-1.8965999999999998
2018-04-27,1.9332
2018-05-01,0.0
2018-05-02,3.4483
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,225.0
2018-05-10,-48.2051
2018-05-11,-0.9901
2018-05-14,40.0
2018-05-15,33.5714
2018-05-16,6.9519
2018-05-17,27.5
2018-05-18,47.0588
2018-05-21,-47.28
2018-05-22,-14.0111
2018-05-23,5.8824
2018-05-24,-22.2222
2018-05-25,14.2857
2018-05-29,9.375
2018-05-30,-2.8571
2018-05-31,-21.4706
2018-06-01,-6.367
2018-06-04,-19.2
2018-06-05,-0.9802
2018-06-06,24.9875
2018-06-07,0.0
2018-06-12,20.0
2018-06-13,0.0
2018-06-14,-16.6667
2018-06-15,-12.0
2018-06-18,4.5455
2018-06-19,2.6087
2018-06-20,27.1186
2018-06-21,6.6667
2018-06-25,-3.125
2018-06-26,-3.2258
2018-06-27,10.0
2018-07-02,0.0
2018-07-03,-6.0606
2018-07-09,0.0
2018-07-10,-20.6452
2018-07-11,1.626
2018-07-13,16.8
2018-07-16,19.863
2018-07-17,-11.4286
2018-07-19,-19.3548
2018-07-20,3.2
2018-07-25,0.7752
2018-07-27,-18.4615
2018-07-30,-12.8302
2018-07-31,0.0
2018-08-01,-2.5974
2018-08-02,-11.1111
2018-08-03,0.0
2018-08-06,0.0
2018-08-08,13.75
2018-08-09,-3.2967
2018-08-13,-25.0
2018-08-14,-1.5152
2018-08-15,15.3846
2018-08-21,-26.6667
2018-08-22,-7.2727
2018-08-24,27.451
2018-08-27,15.3846
2018-08-28,0.0
2018-08-29,-4.0
2018-08-30,-22.2222
2018-08-31,24.1071
2018-09-04,-45.036
2018-09-05,59.6859
2018-09-06,-32.7869
2018-09-07,0.0
2018-09-13,0.0
2018-09-18,0.0
2018-09-19,82.9268
2018-09-20,-53.0667
2018-09-24,-0.5682
2018-09-25,48.5714
2018-09-27,-61.1538
2018-09-28,67.3267
2018-10-01,28.6982
2018-10-15,-4.2069
2018-10-18,3.9116999999999997
2018-10-25,-42.2633
2018-10-26,0.0
2018-10-29,4.0
2018-11-01,-3.8462
2018-11-14,0.0
2018-12-03,4.0
2018-12-10,0.0
2018-12-11,-46.1154
2018-12-19,-0.0714
2018-12-20,79.2857
2018-12-26,3.5857
2018-12-31,66.5385
2019-01-02,2.3095
2019-01-07,-54.7856
2019-01-11,122.1667
2019-02-13,1.1236
2019-03-20,-90.6667
2019-04-09,-75.7143
2019-04-11,27.451
2019-04-15,4053.8462
2019-05-03,-25.9259
2019-05-09,12.5
2019-05-14,-44.4444
2019-05-16,-20.0
2019-05-17,-50.0
2019-06-26,-77.8
2019-07-12,14.8649
2019-09-17,26.6667
2019-10-28,54.7988
2019-11-22,19.8
2019-12-10,-16.3606
2020-01-31,-0.1996
2020-03-20,0.0
2020-04-08,0.0
2020-04-23,0.0
2020-05-01,500.0
2020-05-14,-6.6667
2020-06-05,-78.2143
2020-06-23,-17.7049
2020-07-13,0.0
2020-07-30,21.7131
