ticker,BMTM US Equity
2018-05-16,0.0
2018-05-25,4.5455
2018-05-30,0.0
2018-06-08,-13.0435
2018-06-13,44.0
2018-06-25,-37.5
2018-06-26,60.0
2018-08-29,0.0
2018-08-30,-2.7778
2018-08-31,-4.2857
2018-09-18,7.4627
2018-09-19,4.1667
2018-10-03,-12.0
2018-10-08,6.0606
2018-10-10,0.0
2018-10-11,-7.1429
2018-10-12,26.14
2018-10-16,-1.2209
2018-10-18,-3.6917999999999997
2018-10-19,-1.2821
2018-10-22,-2.5974
2018-10-30,-0.0133
2018-11-05,0.0
2018-11-07,0.0133
2018-11-09,-6.6667
2018-11-12,7.1429
2018-11-16,-6.6667
2018-11-19,7.1429
2018-11-21,6.6667
2018-11-23,87.5
2018-11-26,66.6667
2018-11-27,-28.0
2018-11-28,16.6667
2018-11-29,28.5714
2018-11-30,-1.8519
2018-12-04,-12.8302
2018-12-17,2.1645
2018-12-18,5.9322
2018-12-19,0.0
2018-12-20,10.0
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,8.7273
2018-12-27,-1.3378
2018-12-28,1.3559
2019-01-02,8.3612
2019-01-03,-7.4074
2019-01-04,-43.3333
2019-01-07,70.5882
2019-01-08,-1.7241
2019-01-10,-29.8246
2019-01-11,42.5
2019-01-15,-0.3509
2019-01-16,-0.7042
2019-01-18,-2.4823
2019-01-22,-16.7273
2019-01-23,-0.4367
2019-01-28,-1.3158
2019-01-29,0.8889
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,-5.2863
2019-02-04,5.5814
2019-02-07,0.0
2019-02-08,0.0
2019-02-12,-11.8943
2019-02-14,13.5
2019-02-15,0.0
2019-02-19,0.4405
2019-02-25,-3.5088
2019-02-28,-9.0909
2019-03-01,-7.75
2019-03-04,8.4011
2019-03-06,2.5
2019-03-08,0.0
2019-03-13,-2.439
2019-03-15,-40.0
2019-03-18,33.3333
2019-03-19,9.375
2019-03-20,5.7143
2019-03-21,0.0
2019-03-22,0.0
2019-03-25,8.1081
2019-03-26,0.0
2019-03-28,0.0
2019-03-29,2.5
2019-04-11,-14.6341
2019-04-15,14.2857
2019-04-22,0.0
2019-04-29,-10.0
2019-04-30,9.4444
2019-05-01,1.5228000000000002
2019-05-03,-0.5
2019-05-08,-0.5025
2019-05-16,-6.5657
2019-05-17,0.0
2019-05-21,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-31,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-26,-5.4054
2019-07-02,0.0
2019-07-10,-2.8571
2019-07-18,2.9412000000000003
2019-07-19,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-09,0.0
2019-08-15,-8.5714
2019-08-16,9.375
2019-08-20,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-09-06,-0.5714
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.5747
2019-09-13,0.0
2019-09-17,-44.2857
2019-09-19,79.4872
2019-09-23,0.0
2019-09-24,-2.8571
2019-09-30,0.0
2019-10-08,0.0
2019-10-11,-11.7647
2019-10-18,0.0
2019-10-22,0.0
2019-10-25,0.0
2019-11-04,-16.6667
2019-11-05,32.0
2019-11-06,-0.6061
2019-11-15,0.0
2019-11-19,-1.2195
2019-11-20,0.0
2019-11-22,0.0
2019-11-26,0.0
2019-11-27,7.4074
2019-11-29,-41.954
2019-12-02,73.2673
2019-12-03,0.0
2019-12-09,-14.2857
2019-12-10,6.6667
2019-12-19,-34.375
2019-12-20,42.8571
2019-12-23,17.3333
2019-12-24,13.6364
2019-12-26,12.5
2019-12-27,-11.1111
2019-12-30,-2.5
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,2.5641
2020-01-06,12.5
2020-01-08,-11.1111
2020-01-10,-2.5
2020-01-21,-2.5641
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-02-05,-0.5263
2020-02-06,0.0
2020-02-12,-0.5291
2020-02-19,-9.5745
2020-02-20,-0.0059
2020-02-24,0.0059
2020-02-28,-8.2353
2020-03-02,8.3333
2020-03-18,-37.8698
2020-03-19,7.1429
2020-03-20,23.5556
2020-03-23,0.0
2020-03-24,7.9137
2020-03-30,-0.6667
2020-03-31,14.094
2020-04-01,0.0
2020-04-03,0.0
2020-04-07,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-20,0.0
2020-04-22,0.0
2020-04-28,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,0.0
2020-05-15,0.0
2020-05-18,-0.5882
2020-06-01,-11.8343
2020-06-02,0.0
2020-06-03,7.3826
2020-06-04,0.0
2020-06-05,0.0
2020-06-09,0.0
2020-06-11,-67.175
2020-06-12,204.6458
2020-06-15,-6.25
2020-06-16,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-06-22,-6.6667
2020-06-23,7.1429
2020-06-25,0.0
2020-06-29,0.0
2020-07-01,13.3333
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,17.647100000000002
2020-07-08,5.0
2020-07-10,-4.7619
2020-07-13,5.0
2020-07-14,-4.7619
2020-07-15,5.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-22,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-29,0.0
2020-07-30,0.0
