ticker,MATX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.3014
2000-01-04,-1.9005999999999998
2000-01-05,4.3219
2000-01-06,-0.7143
2000-01-07,-1.0072
2000-01-10,0.5814
2000-01-11,-1.4451
2000-01-12,-1.3195999999999999
2000-01-13,3.7147
2000-01-14,0.0
2000-01-18,-0.2865
2000-01-19,1.7241
2000-01-20,-1.6949
2000-01-21,-0.2874
2000-01-24,1.4409
2000-01-25,-1.7045
2000-01-26,-0.289
2000-01-27,-7.2464
2000-01-28,5.9375
2000-01-31,-4.7198
2000-02-01,-3.096
2000-02-02,-0.1597
2000-02-03,3.04
2000-02-04,2.4845
2000-02-07,-4.2424
2000-02-08,0.6329
2000-02-09,1.2579
2000-02-10,2.0497
2000-02-11,-1.5385
2000-02-14,-4.6875
2000-02-15,3.9344
2000-02-16,-0.3155
2000-02-17,0.3165
2000-02-18,0.9464
2000-02-22,0.625
2000-02-23,-0.7764
2000-02-24,1.4085
2000-02-25,-1.5432000000000001
2000-02-28,-0.3135
2000-02-29,2.9874
2000-03-01,-0.7634
2000-03-02,-1.2308
2000-03-03,0.0
2000-03-06,2.8037
2000-03-07,-6.0606
2000-03-08,-0.3226
2000-03-09,-1.9417
2000-03-10,-2.3102
2000-03-13,1.3514
2000-03-14,-0.6667
2000-03-15,1.0067
2000-03-16,12.2924
2000-03-17,-6.5089
2000-03-20,0.9494
2000-03-21,2.8213
2000-03-22,-1.2195
2000-03-23,1.2346
2000-03-24,-0.9146
2000-03-27,-0.3077
2000-03-28,-3.7037
2000-03-29,1.9231
2000-03-30,2.8302
2000-03-31,0.9174
2000-04-03,-4.2424
2000-04-04,0.6329
2000-04-05,-0.6289
2000-04-06,1.2658
2000-04-07,-0.4687
2000-04-10,-0.7849
2000-04-11,0.6329
2000-04-12,1.2579
2000-04-13,-1.2422
2000-04-14,-0.6289
2000-04-17,-0.3165
2000-04-18,9.2063
2000-04-19,-4.3605
2000-04-20,2.1277
2000-04-24,-5.6548
2000-04-25,2.8391
2000-04-26,0.0
2000-04-27,3.3742
2000-04-28,-0.2967
2000-05-01,-1.1161
2000-05-02,-0.9782
2000-05-03,0.304
2000-05-04,3.5152
2000-05-05,2.9586
2000-05-08,-1.4368
2000-05-09,2.0408
2000-05-10,-4.0
2000-05-11,3.7946
2000-05-12,3.5125
2000-05-15,0.554
2000-05-16,2.4793
2000-05-17,-1.0753
2000-05-18,-0.5435
2000-05-19,-3.8251
2000-05-22,-2.8409
