ticker,JLMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,3.8462
2000-01-05,3.7037
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,3.5714
2000-01-13,-3.4483
2000-01-14,0.0
2000-01-18,3.5714
2000-01-19,0.0
2000-01-20,5.1724
2000-01-21,-4.918
2000-01-24,10.3448
2000-01-25,-6.25
2000-01-27,13.3333
2000-01-28,-11.7647
2000-01-31,13.3333
2000-02-01,0.0
2000-02-02,14.7059
2000-02-03,1.2821
2000-02-04,1.2658
2000-02-07,0.0
2000-02-08,11.25
2000-02-09,-2.2472
2000-02-10,5.7471
2000-02-11,-1.087
2000-02-14,5.4945
2000-02-15,0.0
2000-02-16,-2.0833
2000-02-17,2.1277
2000-02-18,0.0
2000-02-22,-9.375
2000-02-23,1.1494
2000-02-24,0.0
2000-02-25,6.8182
2000-02-28,1.0638
2000-02-29,4.2105
2000-03-01,1.0101
2000-03-02,7.0
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,3.7382999999999997
2000-03-08,-2.7027
2000-03-10,-3.7037
2000-03-13,-1.9231
2000-03-14,-4.902
2000-03-15,-3.0928
2000-03-16,0.0
2000-03-17,-2.1277
2000-03-20,-2.1739
2000-03-22,-2.2222
2000-03-24,-4.5455
2000-03-27,-2.3810000000000002
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,-2.439
2000-04-03,0.0
2000-04-04,-3.75
2000-04-06,3.8961
2000-04-07,-1.25
2000-04-10,-1.2658
2000-04-11,1.2821
2000-04-13,-2.5316
2000-04-14,-5.1948
2000-04-17,-6.8493
2000-04-18,-5.8824
2000-04-19,12.5
2000-04-20,5.5556
2000-04-24,-10.526299999999999
2000-04-25,11.7647
2000-04-26,-5.2632
2000-04-27,0.0
2000-04-28,-2.7778
2000-05-01,-2.8571
2000-05-02,11.7647
2000-05-03,-7.8947
2000-05-04,8.5714
2000-05-05,-2.6316
2000-05-08,-2.7027
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.0
2000-05-16,-2.7778
2000-05-17,5.7143
2000-05-18,2.7027
2000-05-19,0.0
2000-05-22,0.0
2000-05-24,-7.8947
2000-05-25,2.8571
2000-05-26,2.7778
2000-05-30,-5.4054
2000-06-01,2.8571
2000-06-02,2.7778
2000-06-06,-2.7027
2000-06-08,5.5556
2000-06-09,-4.6053
2000-06-14,-4.8276
2000-06-15,1.4493
2000-06-16,-7.1429
