ticker,IFAM US Equity
2008-08-28,-7.4074
2008-09-02,8.0
2008-09-03,0.0
2008-09-04,-14.8148
2008-09-05,4.3478
2008-09-08,-27.0833
2008-09-09,-8.5714
2008-09-10,-6.25
2008-09-12,13.3333
2008-09-17,0.0
2008-09-19,2.9412000000000003
2008-09-23,0.0
2008-09-24,-2.8571
2008-10-01,-23.5294
2008-10-03,7.6923
2008-10-06,-1.7856999999999998
2008-10-07,3.6364
2008-10-08,-29.8246
2008-10-09,-10.0
2008-10-10,0.0
2008-10-15,-16.6667
2008-10-16,-13.3333
2008-10-17,-23.0769
2008-10-20,20.0
2008-10-21,16.6667
2008-10-23,0.0
2008-10-24,3.5714
2008-10-27,-3.4483
2008-10-28,0.0
2008-10-29,0.0
2008-10-31,0.0
2008-11-05,-14.2857
2008-11-07,-33.3333
2008-11-11,25.0
2008-11-13,0.0
2008-11-17,80.0
2008-11-18,11.1111
2008-11-20,-47.5
2008-11-24,61.9048
2008-11-25,-5.8824
2008-11-26,-25.0
2008-11-28,-25.0
2008-12-08,11.1111
2008-12-10,20.0
2008-12-11,25.0
2008-12-12,20.0
2008-12-15,16.6667
2008-12-16,9.5238
2008-12-17,0.0
2008-12-18,8.6957
2008-12-19,20.0
2008-12-22,-30.0
2008-12-23,0.0
2008-12-24,-28.5714
2008-12-26,33.3333
2008-12-29,-10.0
2008-12-30,-16.6667
2009-01-07,33.3333
2009-01-08,25.0
2009-01-09,0.0
2009-01-12,-15.2
2009-01-13,17.9245
2009-01-14,0.0
2009-01-16,16.0
2009-01-20,6.8966
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,9.6774
2009-01-26,8.8235
2009-01-27,-5.4054
2009-01-28,0.0
2009-01-30,0.0
2009-02-02,-2.8571
2009-02-03,-8.8235
2009-02-04,-3.2258
2009-02-05,6.6667
2009-02-06,-2.8125
2009-02-09,9.3248
2009-02-10,-5.8824
2009-02-12,9.375
2009-02-13,-0.8571
2009-02-17,-4.8991
2009-02-18,4.5455
2009-02-19,0.0
2009-02-20,0.0
2009-02-24,-10.1449
2009-02-25,6.4516
2009-02-26,4.5455
2009-03-02,-13.0435
2009-03-03,-10.0
2009-03-06,11.1111
2009-03-09,-10.0
2009-03-11,-7.4074
2009-03-13,4.0
2009-03-17,-3.8462
2009-03-19,0.0
2009-03-20,0.0
2009-03-24,0.0
2009-03-25,0.0
2009-03-26,-16.0
2009-03-30,9.5238
2009-03-31,8.6957
2009-04-01,-8.0
2009-04-02,-8.6957
2009-04-07,19.0476
2009-04-08,-16.0
2009-04-09,9.5238
2009-04-20,-13.0435
2009-04-22,25.0
2009-04-24,4.0
2009-04-27,-3.8462
2009-04-28,20.0
2009-04-29,0.0
2009-05-01,-3.3333
2009-05-04,3.4483
2009-05-05,13.3333
2009-05-06,-11.7647
2009-05-07,16.6667
2009-05-08,5.7143
2009-05-11,-8.1081
2009-05-12,-11.7647
2009-05-13,10.0
2009-05-14,-9.0909
2009-05-15,0.0
2009-05-18,-3.3333
2009-05-19,3.4483
2009-05-21,0.0
2009-05-22,13.3333
2009-05-26,8.8235
2009-05-27,13.5135
2009-05-28,19.0476
2009-05-29,-16.0
2009-06-01,2.3810000000000002
2009-06-02,2.3256
2009-06-03,9.0909
2009-06-05,-2.0833
2009-06-08,0.0
2009-06-09,-7.4468
2009-06-11,-8.046
2009-06-16,0.0
2009-06-17,10.0
2009-06-19,-15.9091
2009-06-23,0.0
2009-06-29,18.9189
2009-07-01,-9.0909
2009-07-07,-20.0
2009-07-13,12.5
2009-07-15,-25.0
2009-07-17,0.0
2009-07-28,-14.8148
2009-08-04,17.3913
2009-08-10,14.8148
2009-08-12,-12.9032
2009-08-17,37.037
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,-8.1081
2009-08-21,2.9412000000000003
2009-08-24,-2.8571
2009-08-27,-5.8824
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,-6.25
2009-09-03,0.0
2009-09-08,-3.3333
2009-09-09,0.0
2009-09-11,-3.4483
2009-09-14,7.1429
2009-09-15,-13.3333
2009-09-17,15.3846
2009-09-21,0.0
2009-09-28,-1.6667
2009-09-29,-5.0847
2009-10-05,0.0
2009-10-06,-10.7143
2009-10-07,0.0
2009-10-13,10.0
2009-10-15,16.3636
2009-10-19,0.0
2009-10-20,3.125
2009-10-22,0.0
2009-10-29,0.0
2009-11-03,9.0909
2009-11-12,-2.7778
2009-11-19,-8.5714
2009-11-20,-6.25
2009-11-30,0.0
2009-12-04,-8.3333
2009-12-08,-27.2727
2009-12-09,0.0
2009-12-18,-5.0
2009-12-22,5.2632
2009-12-23,0.0
2009-12-28,0.0
2010-01-04,25.0
2010-01-07,0.0
2010-01-11,8.0
2010-01-12,0.0
2010-01-13,-7.4074
2010-01-20,-12.0
2010-01-21,13.6364
2010-01-27,28.0
2010-02-03,-15.625
2010-02-11,3.7037
2010-02-18,-10.357099999999999
2010-03-03,-0.3984
2010-03-04,0.0
2010-03-09,-20.0
2010-03-12,25.0
2010-03-15,-20.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-23,25.0
2010-03-24,0.0
2010-03-29,-20.0
2010-03-30,-30.0
2010-04-05,28.5714
2010-04-09,38.8889
2010-04-14,0.0
2010-04-20,-8.0
2010-04-23,8.6957
2010-04-26,-8.0
2010-04-28,-8.6957
2010-06-01,-32.381
2010-06-02,61.9718
2010-06-07,0.0
2010-06-09,8.6957
2010-06-10,-16.0
2010-06-14,42.8571
2010-06-15,0.0
2010-06-16,16.6667
2010-06-22,-11.4286
2010-06-29,-31.4516
2010-07-02,-1.1764999999999999
2010-07-06,42.8571
2010-07-09,-13.3333
2010-07-15,-3.8462
2010-07-16,0.0
2010-07-20,0.0
2010-07-22,-4.0
2010-07-29,-25.0
2010-07-30,16.6667
2010-08-02,42.8571
2010-08-04,-29.9583
2010-08-09,47.5312
2010-08-19,-32.2581
2010-08-26,0.0
2010-08-27,-4.7619
2010-09-03,-40.0
2010-09-08,58.3333
2010-09-14,-10.526299999999999
2010-09-21,11.7647
2010-09-30,-5.2632
2010-10-01,5.5556
2010-10-04,26.3158
2010-10-05,-16.6667
2010-10-06,25.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,-4.0
2010-10-12,0.0
2010-10-13,4.1667
2010-10-14,0.0
2010-10-15,-12.0
2010-10-18,11.3636
2010-10-19,2.0408
2010-10-20,0.0
2010-10-21,-8.0
2010-10-22,6.5217
2010-10-25,-6.1224
2010-10-26,-10.8696
2010-10-27,-2.439
2010-11-01,22.5
2010-11-04,-2.0408
2010-11-18,-33.3333
2010-11-23,0.0
2010-11-24,0.0
2010-11-30,12.5
2010-12-01,0.0
2010-12-06,36.1111
2010-12-07,10.2041
2010-12-08,11.1111
2010-12-09,-13.3333
2010-12-15,-7.6923
2010-12-28,-25.0
2011-01-03,33.3333
2011-01-04,-4.1667
2011-01-10,8.6957
2011-01-21,-8.0
2011-01-24,0.0
2011-01-26,8.6957
2011-02-01,-16.0
2011-02-07,0.0
2011-02-09,23.8095
2011-02-10,-3.8462
2011-02-11,4.0
2011-02-15,0.0
2011-02-17,-26.9231
2011-02-22,0.5263
2011-03-01,0.0
2011-03-02,-5.7592
2011-03-03,5.5556
2011-03-08,0.0
2011-03-10,-5.2632
2011-03-30,0.0
2011-04-05,0.0
2011-04-06,-11.1111
2011-04-07,0.0
2011-04-08,-6.25
2011-04-13,46.6667
2011-04-27,-45.4545
2011-05-03,-4.1667
2011-05-04,0.0
2011-05-23,0.0
2011-06-01,0.8696
2011-06-02,-5.1724
2011-06-06,0.0
2011-06-07,-9.0909
2011-06-08,10.0
2011-06-09,0.0
2011-06-10,-9.0909
2011-06-14,0.0
2011-06-16,0.0
2011-06-17,0.0
2011-06-20,0.0
2011-06-21,0.0
2011-06-23,-10.0
2011-06-24,0.0
2011-06-27,11.1111
2011-06-28,-1.0
2011-07-01,-4.0404
2011-07-05,-24.2105
2011-07-06,25.0
2011-07-07,-11.1111
2011-07-08,11.25
2011-07-11,-21.3483
2011-07-12,14.2857
2011-07-13,0.0
2011-07-14,12.5
2011-07-19,5.5556
2011-07-20,-5.2632
2011-07-28,-11.1111
2011-07-29,0.0
2011-08-04,-22.5
2011-08-08,29.0323
2011-08-09,-22.5
2011-08-12,29.0323
2011-08-15,0.0
2011-08-17,37.5
2011-08-18,-4.5455
2011-08-19,-4.7619
2011-08-24,5.0
2011-09-06,0.0
2011-09-09,0.0
2011-09-13,0.0
2011-10-03,-9.5238
2011-10-07,0.0
2011-10-18,-15.7895
2011-10-20,0.0
2011-10-21,25.0
2011-10-24,-20.0
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,0.0
2011-11-01,0.0
2011-11-02,25.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,5.0
2011-11-08,-4.7619
2011-11-09,10.0
2011-11-15,-18.1818
2011-11-16,11.1111
2011-11-17,-10.0
2011-11-18,27.7778
2011-11-21,4.3478
2011-11-22,6.25
2011-11-25,-13.7255
2011-12-01,-9.0909
2011-12-12,-30.0
2011-12-13,35.7143
2011-12-20,-26.3158
2011-12-22,0.0
2011-12-23,14.2857
2011-12-27,-6.25
2011-12-28,13.3333
2012-01-10,-17.647100000000002
2012-01-12,0.0
2012-01-18,-7.1429
2012-01-19,38.4615
2012-01-20,-22.2222
2012-01-25,0.0
2012-01-31,57.1429
2012-02-01,-36.3636
2012-02-07,-3.5714
2012-02-08,0.0
2012-02-09,-3.7037
2012-02-17,-7.6923
2012-02-21,11.6667
2012-02-23,-10.4478
2012-02-27,16.6667
2012-02-29,14.2857
2012-03-08,-50.0
2012-03-12,50.0
2012-03-26,-66.6667
2012-04-02,100.0
2012-04-04,-50.0
2012-04-18,650.0
2012-04-19,-73.3333
2012-04-23,0.0
2012-04-27,-18.75
2012-05-02,23.0769
2012-05-09,50.0
2012-05-15,-50.0
2012-05-16,-3.75
2012-05-29,3.8961
2012-05-30,66.6667
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,-10.0
2012-06-14,0.0
2012-06-21,11.1111
2012-06-28,0.0
2012-07-12,-40.0
2012-07-17,0.0
2012-09-06,0.0
2012-09-18,66.6667
2012-09-20,60.0
2012-09-21,25.0
2012-10-03,-6.0
2012-10-04,6.383
2012-10-05,0.0
2012-10-08,0.0
2012-10-11,-40.0
2012-10-12,33.3333
2012-10-15,12.5
2012-10-16,-11.1111
2012-10-17,0.0
2012-10-18,-43.75
2012-10-22,100.0
2012-11-08,-50.0
2012-11-09,0.0
2012-12-03,-77.5
2012-12-06,393.8272
2012-12-14,0.0
2012-12-17,-18.0
2012-12-26,0.0
2013-01-17,95.122
2013-01-18,0.0
2013-01-23,23.75
2013-01-28,-14.1414
2013-01-30,17.647100000000002
2013-01-31,-5.0
2013-02-05,-10.526299999999999
2013-02-06,-17.647100000000002
2013-02-07,0.0
2013-02-08,0.0
2013-02-20,-21.4286
2013-03-06,0.0
2013-04-16,27.2727
2013-06-19,-92.1429
2013-06-20,1154.5455
2013-06-21,0.0
2013-08-16,-49.2754
2013-08-29,0.0
2013-09-11,0.0
2013-09-16,14.2857
2013-09-23,2.5
2013-09-24,0.0
2013-09-25,0.0
2013-10-03,0.0
2013-10-08,-14.6341
2013-10-09,157.1429
2013-10-10,-11.1111
2013-10-18,-57.6563
2013-10-21,-40.9594
2013-10-22,25.0
2013-10-29,-40.0
2013-11-04,0.8333
2013-11-05,-33.8843
2013-11-15,50.0
2013-11-27,0.0
2013-12-04,66.6667
2013-12-05,40.0
2013-12-17,-56.6071
2013-12-23,-1.2346
2014-01-14,0.0
2014-01-22,0.0
2014-01-30,-33.3333
2014-02-10,0.0
2014-02-18,0.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-25,0.0
2014-02-26,-1.25
2014-03-03,1.2658
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-17,0.0
2014-03-19,-10.0
2014-04-11,-2.0833
2014-04-23,0.7092
2014-04-28,-43.662
2014-04-29,60.0
2014-05-01,0.0
2014-05-05,-35.9375
2014-05-06,36.5854
2014-05-08,-57.1429
2014-05-23,33.3333
2014-07-09,4.6875
2014-07-10,0.0
2014-07-31,0.0
2014-08-15,-52.2388
2014-08-26,0.0
2014-09-03,0.0
2014-09-29,50.0
2014-10-20,0.0
2014-11-17,0.0
2014-11-18,400.0
2014-11-19,-33.3333
2014-11-20,0.0
2014-11-24,100.0
2014-11-28,-25.0
2014-12-04,66.6667
2014-12-05,-4.5
2014-12-09,-7.8534
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,-9.0909
2014-12-16,-50.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,-10.0
2014-12-24,0.0
2014-12-29,0.0
2015-01-06,11.1111
2015-01-08,0.0
2015-01-12,0.0
2015-01-27,-1.25
2015-02-25,1.2658
2015-03-03,0.0
2015-03-10,-10.0
2015-03-26,0.0
2015-05-14,0.0
2015-05-18,11.1111
2015-05-26,-10.0
2015-05-28,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-23,-11.1111
2015-06-25,-6.25
2015-06-29,0.0
2015-07-20,-6.6667
2015-08-13,23.2143
2015-08-14,-1.4493
2015-08-24,0.0
2015-10-14,5.8824
2015-11-20,-33.3333
2015-12-01,66.6667
2015-12-02,-10.0
2015-12-07,-11.1111
2015-12-10,0.0
2015-12-14,25.0
2015-12-15,0.0
2015-12-16,10.0
2015-12-17,-9.0909
2015-12-21,-10.0
2015-12-30,0.0
2015-12-31,11.1111
2016-01-04,0.0
2016-01-07,10.0
2016-01-08,-9.0909
2016-01-12,1.25
2016-01-13,18.5185
2016-01-28,-13.0208
2016-01-29,-4.1916
2016-02-01,-10.0
2016-02-02,0.0
2016-02-03,-9.7222
2016-02-25,0.0
2016-02-29,0.0
2016-03-23,0.0
2016-04-06,10.7692
2016-04-11,11.1111
2016-04-18,-10.0
2016-05-09,0.0
2016-05-13,22.2222
2016-05-19,-18.1818
2016-05-26,11.1111
2016-05-27,0.0
2016-06-01,-11.875
2016-06-10,2.1277
2016-06-24,20.1389
2016-07-07,-7.5145
2016-07-13,0.0
2016-07-14,0.0
2016-07-21,-15.0
2016-08-02,17.647100000000002
2016-08-05,-10.0
2016-08-25,11.1111
2016-11-15,-60.0
2016-11-29,28.125
2016-12-07,17.0732
2016-12-12,8.3333
2016-12-20,-30.7692
2016-12-22,-6.9444
2017-01-03,19.403
2017-01-09,10.0
2017-01-25,0.0
2017-01-30,0.0
2017-01-31,9.0909
2017-02-06,-16.6667
2017-02-16,0.0
2017-03-06,0.0
2017-03-29,0.0
2017-04-04,0.0
2017-04-17,-40.0
2017-05-04,20.8333
2017-05-09,-3.4483
2017-05-19,10.7143
2017-06-02,-9.6774
2017-09-01,42.8571
2017-09-06,-30.0
2017-10-02,22.3429
2017-12-08,-41.6161
2017-12-15,0.0
2017-12-19,4.0
2017-12-20,-11.538499999999999
2017-12-28,0.0
2018-01-09,0.0
2018-02-07,-4.3478
2018-03-05,13.6364
2018-04-20,0.0
2018-06-06,0.0
2018-08-07,0.0
2018-10-17,-12.0
2018-10-25,-18.1818
2018-10-30,0.0
2018-11-02,5.5556
2018-12-13,-26.3158
2018-12-19,0.0
2018-12-31,157.1429
2019-01-02,-16.6667
2019-01-11,16.3333
2019-01-17,-57.0201
2019-02-04,86.6667
2019-02-05,0.0
2019-03-22,-28.5714
2019-04-01,25.0
2019-04-08,-20.0
2019-05-14,0.0
2019-05-28,0.0
2019-06-06,145.0
2019-08-20,-8.1633
2019-08-21,-22.2222
2019-09-06,-8.5714
2019-09-17,-21.875
2019-10-01,-32.0
2019-10-03,-23.5294
2019-10-04,15.3846
2019-10-07,-13.3333
2019-11-04,7.6923
2019-11-21,-28.5714
2019-11-26,0.0
2019-11-27,20.0
2019-12-03,-16.6667
2019-12-04,0.0
2019-12-11,0.0
2019-12-13,20.0
2019-12-16,25.0
2019-12-20,-33.3333
2020-01-07,0.0
2020-02-14,80.0
2020-02-25,-38.8889
2020-02-26,9.0909
2020-02-28,-8.3333
2020-06-25,63.6364
2020-07-06,16.1111
2020-07-29,-23.445
