ticker,GRCK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-12,7.6923
2015-11-13,-0.9524
2015-11-16,-1.9231
2015-11-17,-1.9607999999999999
2015-11-19,5.0
2015-11-20,-3.8095
2015-11-23,-0.9901
2015-11-24,0.0
2015-11-25,0.0
2015-11-27,0.0
2015-11-30,-2.5
2015-12-01,1.5385
2015-12-02,1.0101
2015-12-03,25.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,8.0
2015-12-09,-11.1111
2015-12-10,1.6667
2015-12-11,-1.6393
2015-12-14,-20.8333
2015-12-15,14.7368
2015-12-16,-6.422
2015-12-17,25.4902
2015-12-18,-5.4688
2015-12-21,0.8264
2015-12-22,-2.459
2015-12-23,0.8403
2015-12-24,-5.0
2015-12-28,-7.0175
2015-12-29,-5.6604
2015-12-30,0.0
2015-12-31,-5.0
2016-01-04,0.0
2016-01-05,-4.2105
2016-01-06,0.0
2016-01-07,-1.0989
2016-01-08,4.4444
2016-01-11,-6.3963
2016-01-12,-20.4432
2016-01-13,-7.1429
2016-01-14,-6.1538
2016-01-15,-0.8197
2016-01-19,-6.6116
2016-01-20,41.5929
2016-01-21,0.0
2016-01-22,2.4844
2016-01-26,14.6516
2016-01-27,1.0638
2016-01-28,-1.0526
2016-01-29,4.2553
2016-02-01,0.0
2016-02-03,-8.1633
2016-02-04,-2.7778
2016-02-05,2.8571
2016-02-08,-5.5556
2016-02-16,5.8824
2016-02-17,-5.5556
2016-02-22,3.0588
2016-02-24,8.4475
2016-02-29,-3.1579
2016-03-01,-2.1739
2016-03-02,-2.2222
2016-03-04,1.1364
2016-03-08,-3.3708
2016-03-09,-6.9767
2016-03-11,6.25
2016-03-15,-16.4706
2016-03-16,0.0
2016-03-17,9.0669
2016-03-18,-9.6045
2016-03-21,20.0
2016-03-22,-20.2232
2016-03-23,25.3497
2016-03-24,-2.3810000000000002
2016-03-28,-13.4146
2016-03-29,-4.2254
2016-03-31,5.864
2016-04-01,-2.7609
2016-04-04,-14.2857
2016-04-05,-3.3542
2016-04-06,-0.8407
2016-04-07,8.6957
2016-04-08,-4.0
2016-04-11,0.0
2016-04-12,3.3125
2016-04-13,-6.1706
2016-04-14,11.7559
2016-04-15,-7.6923
2016-04-18,-1.6875
2016-04-19,-3.3694
2016-04-20,-12.2807
2016-04-21,2.0
2016-04-22,-1.9607999999999999
2016-04-27,10.0
2016-04-28,9.0909
2016-04-29,8.3333
2016-05-02,0.0
2016-05-03,-3.1346
