ticker,MJNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-06,0.0
2004-04-16,0.0
2004-04-21,-88.5714
2004-06-21,210.0
2004-06-28,-1.6129
2004-07-01,4.918
2004-07-13,-2.3438
2004-07-14,0.0
2004-07-15,0.0
2004-07-19,-15.2
2004-08-09,13.2075
2004-11-04,-58.3333
2004-11-05,-20.0
2004-11-12,-15.0
2004-11-16,-88.2353
2004-11-18,700.0
2004-11-22,-6.25
2004-11-29,-6.6667
2004-12-08,0.0
2004-12-22,-99.2857
2004-12-23,-68.75
2004-12-28,60.0
2004-12-30,900.0
2005-01-24,0.0
2005-01-28,20.0
2005-02-15,233.3333
2005-03-17,0.0
2005-04-01,0.0
2005-04-04,0.0
2005-04-05,0.0
2005-04-06,0.0
2005-04-11,0.0
2005-04-12,-20.0
2005-04-20,-37.5
2005-05-05,-60.0
2005-05-06,0.0
2005-05-13,0.0
2005-06-09,-82.5
2005-07-01,7.1429
2005-07-05,-26.6667
2005-07-19,263.6364
2005-07-21,0.0
2005-09-09,0.0
2005-10-19,-99.5
2005-11-07,-30.0
2005-11-17,42.8571
2005-11-30,0.0
2005-12-07,1900.0
2005-12-14,-30.0
2006-01-05,-71.4286
2006-01-20,-75.0
2006-12-05,0.0
2007-04-18,-85.0
2007-05-02,33.3333
2007-06-07,1400.0
2007-07-09,0.0
2007-08-10,33.3333
2007-10-02,0.0
2007-10-05,0.0
2007-11-26,0.0
2007-11-27,-5.0
2007-11-30,5.2632
2007-12-04,-72.5
2007-12-06,245.4545
2007-12-07,-90.4605
2007-12-11,0.0
2008-04-18,1003.4483
2008-04-21,0.0
2008-05-21,0.0
2008-05-22,0.0
2008-05-30,-75.0
2008-06-03,150.0
2008-06-05,60.0
2008-06-06,0.0
2008-06-16,0.0
2008-06-17,12.5
2008-07-22,0.0
2008-08-26,-2.2222
2008-09-16,-65.9091
2008-09-17,200.0
2008-09-18,0.0
2008-09-24,0.0
2008-10-24,-22.2222
2008-10-28,-28.5714
2008-10-29,-40.0
2008-10-31,-33.3333
2008-11-13,-25.0
2008-11-24,0.0
2008-11-25,33.3333
2008-11-26,175.0
2008-12-02,0.0
2008-12-04,0.0
2008-12-18,-72.7273
2008-12-19,133.3333
2009-02-04,-14.2857
2009-02-24,-33.3333
2009-03-16,-50.0
2009-03-17,100.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,-10.0
2009-03-23,5.5556
2009-03-25,373.6842
2009-03-27,4.4444
2009-03-30,5.3191
