ticker,BKSLF US Equity
2013-05-07,-6.3228
2013-05-08,-0.5662
2013-05-09,2.1771
2013-05-10,-2.0979
2013-05-13,-12.5
2013-05-17,-1.8112
2013-05-21,-4.6246
2013-05-30,21.0569
2013-05-31,-2.734
2013-06-04,6.7901
2013-06-07,2.9463
2013-06-10,-0.6734
2013-06-11,0.5085
2013-06-18,-0.5059
2013-06-24,-3.0508
2013-06-25,4.3706
2013-06-28,-14.7404
2013-07-05,3.2417
2013-07-08,0.1546
2013-07-09,-3.3844
2013-07-10,-2.0895
2013-07-11,3.0379
2013-07-16,11.8177
2013-07-22,2.0375
2013-07-25,-1.0785
2013-07-29,-1.9862
2013-07-30,-0.2863
2013-08-01,-0.2209
2013-08-02,2.723
2013-08-06,-1.2069
2013-08-07,-0.1745
2013-08-08,0.4043
2013-08-09,2.5574
2013-08-12,-0.3396
2013-08-13,-0.6601
2013-08-15,0.3215
2013-08-19,-0.406
2013-08-20,0.0644
2013-08-22,-1.2543
2013-08-26,0.1194
2013-08-27,-1.2795
2013-08-28,1.5817
2013-08-29,6.0554
2013-08-30,14.0294
2013-09-03,2.5304
2013-09-05,4.6481
2013-09-06,5.8667
2013-09-09,-9.3199
2013-09-10,-0.2778
2013-09-11,-4.7354
2013-09-12,-1.9189
2013-09-13,1.8073000000000001
2013-09-16,0.1464
2013-09-17,-0.3929
2013-09-18,1.4219
2013-09-19,-3.1838
2013-09-20,2.5411
2013-09-24,-7.1429
2013-09-25,-1.5699
2013-09-27,-2.0734
2013-09-30,0.9772
2013-10-01,-1.0282
2013-10-02,-1.7621
2013-10-03,-4.0539
2013-10-04,1.005
2013-10-07,0.0749
2013-10-08,1.1118
2013-10-09,-2.8970000000000002
2013-10-10,1.0453
2013-10-11,-1.0022
2013-10-15,-0.5334
2013-10-16,-2.9438
2013-10-17,1.026
2013-10-21,-0.1786
2013-10-23,-6.5072
2013-10-24,9.4475
2013-10-25,-0.8195
2013-10-30,-5.1889
2013-10-31,0.9528
2013-11-01,-7.6657
2013-11-04,0.1496
2013-11-08,9.3353
2013-11-11,1.3092
2013-11-12,-0.1461
2013-11-13,2.0369
2013-11-14,-1.7976999999999999
2013-11-18,0.3369
2013-11-21,-0.8059
2013-11-25,-1.6023
2013-11-26,3.6696999999999997
2013-11-27,-0.9513
2013-12-02,-5.4054
2013-12-04,-0.4723
2013-12-09,4.3891
2013-12-10,-2.7273
2013-12-11,-4.2991
2013-12-12,1.4647999999999999
2013-12-16,-3.1521
2013-12-17,0.3727
2013-12-18,-1.0149
2013-12-19,-1.3753
2013-12-20,-2.3327
2013-12-27,5.5036000000000005
2014-01-03,-1.3041
2014-01-06,10.6956
2014-01-07,-4.0315
2014-01-08,3.6376
2014-01-09,0.5208
2014-01-10,-1.4192
2014-01-13,4.9132
2014-01-15,-3.289
2014-01-16,-10.0225
2014-01-17,-15.8949
2014-01-21,5.8036
2014-01-22,2.6442
2014-01-23,-0.9729
2014-01-27,-3.8327999999999998
2014-01-28,5.8993
2014-01-29,-4.9728
2014-01-31,3.4887
2014-02-03,-1.1882
2014-02-05,-2.5446999999999997
2014-02-06,2.066
2014-02-07,-7.3658
2014-02-11,2.5341
2014-02-12,2.9747
2014-02-14,3.593
2014-02-18,2.1088
2014-02-19,-5.2853
2014-02-21,-1.994
2014-02-24,0.7026
2014-02-25,-6.5116
2014-02-26,-0.9484
2014-02-27,0.4552
2014-03-03,-4.2969
2014-03-04,6.498
2014-03-05,8.6617
2014-03-06,3.8375
2014-03-10,-1.087
2014-03-11,-1.1676
2014-03-13,0.0695
2014-03-14,-1.5556
2014-03-17,-1.3826
2014-03-19,-3.8627000000000002
2014-03-21,-1.5923
2014-03-24,-6.4116
2014-03-25,2.6337
2014-03-26,-2.267
2014-03-27,13.6598
2014-03-28,-0.9495
2014-03-31,-1.7885
2014-04-02,3.7296
2014-04-03,-5.618
2014-04-04,4.6726
2014-04-07,1.18
2014-04-08,2.5151
2014-04-09,1.5351
2014-04-10,-1.7279
2014-04-11,-1.5385
2014-04-14,0.0
2014-04-15,-1.8694
2014-04-16,-0.1848
2014-04-17,2.0225
2014-04-21,-0.1256
2014-04-22,-3.3827
2014-04-23,1.4178
2014-04-24,-1.0128
2014-04-25,-0.8503
2014-04-28,1.8169
2014-04-29,-0.4425
2014-04-30,1.1471
2014-05-01,0.482
2014-05-02,2.4125
2014-05-05,1.2123
2014-05-06,0.4628
2014-05-07,-3.3193
2014-05-08,0.6726
2014-05-09,-0.3341
2014-05-12,-1.6760000000000002
2014-05-13,4.5455
2014-05-14,-1.5897000000000001
2014-05-15,21.4966
2014-05-16,-12.0
2014-05-20,-0.9039
2014-05-21,-4.9257
2014-05-23,-3.2895
2014-05-27,-0.6803
2014-05-28,-1.5981999999999998
2014-05-29,0.232
2014-05-30,3.0382
2014-06-02,-5.7287
2014-06-03,1.7574999999999998
2014-06-04,12.178
2014-06-05,2.5052
2014-06-09,-2.2403
2014-06-10,-0.1693
2014-06-11,1.0043
2014-06-12,29.9845
2014-06-13,-28.5814
2014-06-16,-6.5239
2014-06-17,-0.7589
2014-06-18,5.728
2014-06-19,3.9285
2014-06-20,-3.125
2014-06-23,-2.8877
2014-06-24,4.4386
2014-06-25,-0.9722
2014-06-26,0.9818
2014-06-27,-4.0
2014-06-30,-2.8501
2014-07-02,3.4103
2014-07-03,-3.0818
2014-07-07,3.893
2014-07-08,-1.6018
2014-07-09,5.814
2014-07-10,-1.0989
2014-07-11,2.2222
2014-07-14,2.0245
2014-07-15,4.408
2014-07-17,-4.4898
2014-07-18,0.4274
2014-07-22,-4.2553
2014-07-24,-0.0694
2014-07-25,0.5142
2014-07-28,1.7699
2014-07-29,-4.3478
2014-07-30,1.733
2014-07-31,-3.0438
2014-08-01,4.3779
2014-08-04,-9.4923
2014-08-05,12.1951
2014-08-06,-0.2174
2014-08-07,-5.2288
2014-08-08,5.0575
2014-08-12,0.6565
2014-08-13,2.1332
2014-08-14,0.0399
2014-08-18,-4.2553
2014-08-19,2.1806
2014-08-20,-0.6117
2014-08-21,-1.5591
2014-08-22,1.0003
2014-08-25,-7.5653
2014-08-26,6.1905
2014-08-27,-2.5785
2014-08-28,0.1582
2014-08-29,-3.7197
2014-09-02,-0.0298
2014-09-03,0.2686
2014-09-04,-3.2143
2014-09-05,2.091
2014-09-08,-4.5783000000000005
2014-09-09,2.2727
2014-09-10,-1.2346
2014-09-11,0.2813
2014-09-12,-2.7734
2014-09-15,-2.8205
2014-09-16,-1.0554
2014-09-18,-1.8667
2014-09-19,0.0
2014-09-22,-2.9891
2014-09-23,-4.4818
2014-09-24,3.2258
2014-09-25,-6.25
2014-09-26,9.0909
2014-09-29,-8.3333
2014-09-30,-4.2424
2014-10-01,-1.2658
2014-10-02,2.5641
2014-10-03,-2.5
2014-10-06,-0.641
2014-10-07,1.0887
2014-10-08,-1.077
2014-10-10,-0.3226
2014-10-13,1.9417
2014-10-14,-17.4603
2014-10-15,5.1202
2014-10-17,2.4468
2014-10-20,0.0
2014-10-21,-6.2946
2014-10-22,-7.5036000000000005
2014-10-23,-14.8339
2014-10-24,6.4409
2014-10-27,-20.2841
2014-10-28,-11.618
2014-10-29,-6.4516
2014-10-30,6.4655000000000005
2014-10-31,21.9028
2014-11-03,-3.2879
2014-11-04,-1.0989
2014-11-05,-16.6667
2014-11-06,-14.6667
2014-11-07,21.0938
2014-11-11,16.129
2014-11-13,-12.0486
2014-11-14,2.4082
2014-11-17,8.0571
2014-11-18,7.8844
2014-11-25,-11.8056
2014-11-26,-0.4124
2014-11-28,-9.6386
2014-12-01,8.0
2014-12-03,4.9383
2014-12-04,-5.8824
2014-12-05,-11.25
2014-12-08,-0.2201
2014-12-09,0.3529
2014-12-11,-6.4615
2014-12-12,9.7744
2014-12-15,-0.8134
2014-12-16,0.1295
2014-12-17,0.7759
2014-12-18,-7.6133
2014-12-19,-5.9259
2014-12-22,2.3622
2014-12-24,-5.0
2014-12-26,-2.834
2014-12-29,-0.6771
2014-12-30,-0.4719
2014-12-31,3.4247
2015-01-02,7.5904
2015-01-06,9.8485
2015-01-08,0.6897
2015-01-09,-0.2568
2015-01-12,-24.4635
2015-01-13,4.5455
2015-01-14,3.9130000000000003
2015-01-15,-3.6088
2015-01-16,5.9143
2015-01-20,-3.1762
2015-01-21,-8.7302
2015-01-23,-8.1739
2015-01-27,0.0
2015-02-03,2.0202
2015-02-04,-3.3416
2015-02-06,-8.0026
2015-02-12,0.2088
2015-02-13,35.6944
2015-02-17,9.8772
2015-02-18,0.326
2015-02-19,-0.7428
2015-02-20,-23.667
2015-02-23,-4.4118
2015-02-24,-7.6923
2015-02-25,5.5556
2015-02-26,-1.1842
2015-03-04,0.1332
2015-03-11,-18.484
2015-03-12,14.845
2015-03-13,-14.7727
2015-03-17,20.0
2015-03-18,-15.5556
2015-03-23,2.3849
2015-03-25,15.502
2015-03-26,-4.1725
2015-04-01,-5.8055
2015-04-08,10.7858
2015-04-10,-0.9736
2015-04-13,-10.1124
2015-04-14,1.25
2015-04-15,-8.179
2015-04-20,-4.2857
2015-04-30,22.2125
2015-05-01,-8.046
2015-05-11,0.0
2015-05-12,16.0938
2015-05-13,-3.0956
2015-05-14,-4.4444
2015-05-19,-7.3401
2015-05-20,0.3922
2015-05-26,12.5
2015-05-27,-8.6806
2015-05-28,4.6388
2015-05-29,-1.8895
2015-06-01,1.9259
2015-06-05,-6.9767
2015-06-11,21.875
2015-06-12,36.2821
2015-06-17,-19.4732
2015-06-19,-0.1168
2015-06-22,1.9883
2015-06-29,-1.0894
2015-07-02,-2.6087
2015-07-06,-3.8095
2015-07-07,-8.7871
2015-07-09,8.6839
2015-07-14,-3.9326
2015-07-16,-5.718
2015-07-20,-11.785
2015-07-21,3.5156
2015-07-22,-9.6604
2015-07-23,9.6074
2015-07-24,-24.3902
2015-07-27,26.9153
2015-07-28,-9.3725
2015-07-29,-15.8633
2015-07-30,-33.3333
2015-08-03,-25.0
2015-08-04,7.9167
2015-08-05,-35.5212
2015-08-06,-17.6647
2015-08-07,21.4545
2015-08-10,34.1317
2015-08-11,-28.5714
2015-08-12,0.0
2015-08-13,-14.375
2015-08-17,0.365
2015-08-20,44.3636
2015-08-21,-19.3955
2015-08-25,25.0
2015-08-26,-4.75
2015-08-31,-16.0105
2015-09-01,-10.0
2015-09-03,16.6667
2015-09-14,-19.0476
2015-09-18,-39.3382
2015-09-21,7.8788
2015-09-22,34.8315
2015-09-23,37.9167
2015-09-24,-18.429
2015-10-02,18.5185
2015-10-09,20.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,-16.6667
2015-10-22,-14.0625
2015-10-23,21.4545
2015-10-29,19.7605
2015-11-04,-32.5
2015-11-05,-11.1111
2015-11-09,66.6667
2015-11-12,-34.75
2015-11-13,-1.9157
2015-11-20,4.2969
2015-11-25,19.8502
2015-11-30,-16.5625
2015-12-01,19.8502
2015-12-03,3.4375
2015-12-07,3.9275
2015-12-14,-1.4535
2015-12-15,-21.5339
2015-12-18,-1.5038
2015-12-23,-21.7557
2015-12-24,-47.8049
2015-12-29,-19.6262
2015-12-30,0.0
2015-12-31,-66.2791
2016-01-04,-44.8276
2016-01-20,100.0
2016-03-15,-50.0
2016-03-21,0.0
2016-05-04,0.0
2016-05-09,0.0
2016-06-02,-87.5
2016-06-03,0.0
2016-06-14,0.0
2016-07-06,0.0
2016-07-13,700.0
2016-07-28,-87.5
2016-07-29,700.0
2016-08-18,0.0
2016-08-22,-87.5
2016-08-23,0.0
2016-09-01,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-10-07,0.0
2016-10-21,0.0
2016-10-26,700.0
2016-11-14,-87.5
2016-11-15,0.0
2016-11-16,0.0
2016-11-18,0.0
2016-12-06,0.0
2016-12-08,-12.0
2016-12-12,13.6364
2016-12-15,0.0
2016-12-16,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2017-01-05,700.0
2017-01-13,-87.5
2017-01-17,0.0
2017-01-26,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-27,700.0
2017-04-12,-87.5
2017-05-01,0.0
2017-05-25,0.0
2017-06-14,-20.0
2017-06-16,0.0
2017-07-13,0.0
2017-07-26,0.0
2017-08-03,1900.0
2017-08-11,-95.0
2017-09-12,0.0
2017-09-19,-99.0
2017-10-23,9900.0
2017-10-24,900.0
2017-11-20,0.0
2017-12-05,-90.0
2017-12-06,0.0
2017-12-26,0.0
2017-12-27,-90.0
2017-12-28,0.0
2017-12-29,-90.0
2018-01-17,9900.0
2018-01-26,0.0
2018-02-06,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-23,0.0
2018-03-12,0.0
2018-03-19,0.0
2018-04-06,-90.0
2018-04-09,900.0
2018-04-30,0.0
2018-06-13,-90.0
2018-06-19,0.0
2018-07-24,900.0
2018-07-30,0.0
2018-09-13,0.0
2018-10-22,-90.0
2018-10-23,900.0
2018-11-26,0.0
2018-11-29,-90.0
2018-12-07,0.0
2018-12-17,-90.0
2018-12-20,9900.0
2018-12-21,-99.0
2018-12-31,0.0
2019-01-02,9900.0
2019-01-29,-99.0
2019-02-12,9900.0
2019-03-08,0.0
2019-06-13,0.0
2019-06-17,0.0
2019-08-09,-99.0
2019-09-03,0.0
2019-09-17,0.0
2019-10-04,9900.0
2019-10-29,0.0
2019-11-18,0.0
2019-11-21,0.0
2019-12-10,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-24,0.0
2019-12-26,0.0
2020-01-03,0.0
2020-01-08,-90.0
2020-01-17,900.0
2020-02-03,0.0
2020-02-13,0.0
2020-02-27,0.0
2020-03-05,0.0
2020-05-26,0.0
2020-06-03,0.0
2020-06-11,0.0
2020-06-24,-99.0
2020-07-09,0.0
2020-07-20,0.0
