ticker,IPTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-05,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-27,160.0
2000-01-28,15.3846
2000-01-31,33.3333
2000-02-01,0.0
2000-02-02,12.5
2000-02-03,-33.3333
2000-02-07,0.0
2000-02-09,-33.3333
2000-02-10,0.0
2000-02-15,275.0
2000-02-16,13.3333
2000-02-17,11.7647
2000-02-18,-5.2632
2000-02-22,0.0
2000-02-23,-16.6667
2000-02-24,0.0
2000-02-25,-33.3333
2000-02-28,120.0
2000-02-29,63.6364
2000-03-01,-5.5556
2000-03-02,-11.7647
2000-03-03,-13.3333
2000-03-06,23.0769
2000-03-07,-12.5
2000-03-08,0.0
2000-03-09,35.7143
2000-03-10,-15.7895
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,-18.75
2000-03-17,7.6923
2000-03-20,-7.1429
2000-03-21,-30.7692
2000-03-22,-11.1111
2000-03-23,-25.0
2000-03-24,316.6667
2000-03-27,-68.0
2000-03-28,150.0
2000-03-29,25.0
2000-03-30,-75.0
2000-03-31,300.0
2000-04-04,-80.0
2000-04-05,150.0
2000-04-12,-92.0
2000-04-13,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,400.0
2000-04-28,-80.0
2000-05-01,1150.0
2000-05-03,-92.0
2000-05-04,150.0
2000-05-10,300.0
2000-05-11,-90.0
2000-05-12,0.0
2000-05-24,0.0
2000-05-31,0.0
2000-06-06,0.0
2000-06-08,100.0
2000-06-12,150.0
2000-06-13,-90.0
2000-06-14,100.0
2000-06-16,100.0
2000-07-12,-50.0
2000-08-16,56.25
2000-08-31,92.0
2000-09-07,-66.6667
2000-09-12,100.0
2000-09-19,-50.0
2000-09-29,0.0
2000-10-02,0.0
2000-10-10,0.0
2000-10-25,-50.0
2000-10-27,100.0
2000-11-27,0.0
2000-12-01,-90.0
2000-12-08,1900.0
2000-12-19,-95.0
2000-12-20,0.0
2000-12-26,1900.0
2000-12-29,-95.0
2001-01-02,0.0
2001-01-12,-87.5
2001-01-18,700.0
2001-01-23,-87.5
2001-03-14,0.0
2001-04-09,0.0
2001-05-17,700.0
2001-08-14,0.0
2001-12-17,0.0
2001-12-31,0.0
2002-01-14,-87.5
2002-01-29,700.0
2002-02-11,-87.5
2002-03-14,0.0
2002-04-18,700.0
2002-06-25,-87.5
2002-07-18,0.0
