ticker,SLOT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-27,19.0476
2013-03-28,4.0
2013-04-01,1.9231
2013-04-02,5.6604
2013-04-03,0.0
2013-04-08,5.3571
2013-04-09,1.6949
2013-04-10,1.6667
2013-04-11,0.0
2013-04-16,0.0
2013-04-18,1.6393
2013-04-24,211.2903
2013-04-25,-66.8394
2013-04-30,0.3125
2013-05-01,2.8037
2013-05-02,-9.0909
2013-05-03,5.6667
2013-05-07,0.0
2013-05-09,-2.2082
2013-05-10,0.0
2013-05-13,6.4516
2013-05-16,-9.0909
2013-06-25,-6.6667
2013-07-03,7.1429
2013-07-30,0.0
2013-08-01,-6.6667
2013-08-15,7.1429
2013-12-13,120.0
2013-12-16,-24.2424
2014-07-16,0.0
2014-07-29,-35.0
2014-08-05,-32.3077
2014-08-13,-9.0909
2014-08-14,0.0
2014-08-18,0.0
2014-08-19,50.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-28,0.0
2014-11-13,0.0
2015-08-20,-66.6667
2015-09-28,-20.0
2015-09-29,-37.5
2015-09-30,-40.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,66.6667
2015-11-06,-60.0
2015-11-20,50.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-22,0.0
2016-01-27,0.0
2016-02-16,0.0
2016-03-22,0.0
2016-05-10,0.0
2016-05-17,0.0
2016-05-24,33.3333
2016-05-26,12.5
2016-06-01,11.1111
2017-02-10,-40.0
2017-02-13,-66.6667
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,15.4
2017-02-21,-13.344899999999999
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,20.0
2017-03-13,0.0
2017-03-17,-16.6667
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,-7.475
2017-05-04,-27.5871
2017-05-23,-10.4478
2017-06-05,0.0
2017-06-06,0.0
2017-06-13,-33.3333
2017-10-18,0.0
2018-01-11,7.75
2018-01-16,16.0093
2018-01-22,30.0
2018-01-23,0.0
2018-01-25,-23.0769
2018-03-01,20.0
2018-03-09,5.0
2018-03-14,-4.7619
2018-03-21,-8.3333
2018-04-02,9.0909
2018-04-04,0.0
2018-04-09,0.0
2018-04-11,-8.3333
2018-04-25,-7.2727
2018-04-26,7.8431
2018-04-27,0.0
2018-05-01,-4.5455
2018-05-03,0.0
2018-05-04,0.0
2018-05-08,-4.7619
2018-05-09,0.0
2018-05-14,-5.0
2018-05-15,0.0
2018-05-16,-5.2632
2018-05-21,-5.5556
2018-08-06,29.4118
2018-08-21,-4.5455
2018-08-22,0.0
2018-08-24,0.0
2018-10-03,0.0
2019-04-29,0.0
2019-05-07,-80.9524
2019-06-04,1400.0
2019-06-06,-56.6
2019-06-07,99.6928
2019-06-13,-23.0769
2019-06-17,-15.0
2019-06-18,20.0
2019-07-10,-36.2745
2019-08-20,0.0
2019-09-26,-13.8462
2019-11-06,-8.9286
2020-05-21,56.8627
2020-05-22,-36.25
2020-06-15,96.0784
2020-06-17,-48.99
