ticker,SRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-20,0.0
2012-09-21,1.4667
2012-09-24,0.8541
2012-09-25,-0.6515
2012-09-26,1.5737999999999999
2012-09-27,-0.3873
2012-09-28,0.4537
2012-10-01,1.0323
2012-10-02,1.0217
2012-10-03,1.0746
2012-10-04,0.0625
2012-10-05,1.875
2012-10-08,0.2454
2012-10-09,-0.7344
2012-10-10,0.4932
2012-10-11,0.1227
2012-10-12,-1.2255
2012-10-15,-0.7444
2012-10-16,0.9375
2012-10-17,-0.1858
2012-10-18,1.737
2012-10-19,-0.122
2012-10-22,-0.7937
2012-10-23,-0.9846
2012-10-24,-0.1865
2012-10-25,0.2491
2012-10-26,-0.6211
2012-10-31,2.125
2012-11-01,1.224
2012-11-02,1.0278
2012-11-05,-0.2394
2012-11-06,-0.4199
2012-11-07,-1.2048
2012-11-08,-0.2439
2012-11-09,-1.0391
2012-11-12,0.4324
2012-11-13,0.1845
2012-11-14,-1.8416000000000001
2012-11-15,-1.9386999999999999
2012-11-16,0.574
2012-11-19,0.1902
2012-11-20,0.1266
2012-11-21,-0.1896
2012-11-23,1.1400000000000001
2012-11-26,0.4383
2012-11-27,-0.8728
2012-11-28,0.7547
2012-11-29,1.4357
2012-11-30,-0.1231
2012-12-03,-1.1091
2012-12-04,-0.2492
2012-12-05,0.5621
2012-12-06,0.4348
2012-12-07,1.4224
2012-12-10,-0.2439
2012-12-11,-0.4279
2012-12-12,0.0
2012-12-13,1.7802
2012-12-14,1.3269
2012-12-17,0.119
2012-12-18,0.0595
2012-12-19,0.713
2012-12-20,0.177
2012-12-21,1.649
2012-12-24,-0.1159
2012-12-26,1.2181
2012-12-27,2.2516
2012-12-28,0.5711
2012-12-31,0.9654
2013-01-02,-0.1125
2013-01-03,-0.7883
2013-01-04,1.1918
2013-01-07,0.3926
2013-01-08,-1.1173
2013-01-09,0.5085
2013-01-10,0.0562
2013-01-11,-0.3371
2013-01-14,1.1838
2013-01-15,0.0
2013-01-16,-1.0585
2013-01-17,0.6194
2013-01-18,-0.2798
2013-01-22,6.9024
2013-01-23,2.4147
2013-01-24,-0.4613
2013-01-25,0.5664
2013-01-28,2.2529
2013-01-29,0.0
2013-01-30,-2.2534
2013-01-31,-0.3074
2013-02-01,1.3875
2013-02-04,0.3041
2013-02-05,0.5558
2013-02-06,-0.3518
2013-02-07,0.9581
2013-02-08,0.4496
2013-02-11,-0.1989
2013-02-12,-0.4983
2013-02-13,0.8012
