ticker,SIMA US Equity
2000-10-05,3.2258
2000-10-06,0.0
2000-10-11,0.0
2000-10-12,0.0
2000-10-13,0.0
2000-10-17,0.0
2000-10-18,-12.5
2000-10-25,7.1429
2000-10-30,-5.0667
2000-10-31,-1.6854
2000-11-01,0.0
2000-11-03,0.0
2000-11-09,14.2857
2000-11-14,-12.5
2000-11-17,0.0
2000-11-29,-28.5714
2000-11-30,0.0
2000-12-04,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,0.0
2000-12-12,-15.0
2000-12-13,17.647100000000002
2000-12-15,-20.0
2000-12-18,0.0
2000-12-19,25.0
2000-12-20,-20.0
2000-12-22,0.0
2000-12-26,-12.5
2000-12-27,0.0
2000-12-28,0.0
2001-01-05,71.4286
2001-02-08,0.0
2001-02-21,-41.6667
2001-03-09,0.0
2001-03-12,0.0
2001-03-13,0.0
2001-03-22,0.0
2001-03-27,0.0
2001-04-06,14.2857
2001-04-09,-12.0
2001-04-11,13.6364
2001-05-02,-12.0
2001-05-04,36.3636
2001-05-25,-13.3333
2001-06-20,-1.9231
2001-06-22,0.0
2001-06-27,0.0
2001-07-09,-9.8039
2001-07-12,0.0
2001-07-16,0.0
2001-07-27,0.0
2001-08-10,54.3478
2001-08-13,0.0
2001-08-14,-35.2113
2001-08-22,0.0
2001-09-04,0.0
2001-09-24,0.0
2001-09-27,0.0
2001-10-01,5.4348
2001-10-11,-5.1546
2001-11-01,8.6957
2001-11-02,-4.0
2001-11-23,14.5833
2001-11-26,-12.7273
2001-11-28,4.1667
2001-11-30,-10.0
2001-12-11,-6.6667
2001-12-13,7.1429
2001-12-14,-2.2222
2001-12-21,-13.6364
2001-12-27,0.0
2001-12-28,0.0
2002-01-07,0.0
2002-01-11,0.0
2002-01-18,0.0
2002-01-23,0.0
2002-02-08,0.0
2002-02-11,84.2105
2002-02-15,0.0
2002-02-21,-14.2857
2002-03-01,-15.0
2002-03-22,-16.6667
2002-04-05,20.0
2002-04-11,9.8039
2002-04-15,-19.6429
2002-04-16,33.3333
2002-05-08,-28.3333
2002-05-10,16.2791
2002-05-24,40.0
2002-06-03,-28.5714
2002-06-21,0.0
2002-07-10,10.0
2002-07-11,10.9091
2002-07-18,3.2787
2002-07-23,-19.0476
2002-07-30,25.4902
2002-08-05,-20.3125
2002-08-12,0.0
2002-08-13,0.0
2002-08-15,0.0
2002-08-29,0.0
2002-10-07,0.0
2002-10-08,7.8431
2002-10-11,0.0
2002-10-21,-7.2727
2002-10-23,0.0
2002-10-24,7.8431
2002-10-31,-63.6364
2002-11-01,150.0
2002-11-22,-99.975
2002-12-04,0.0
2002-12-11,39900.0
2002-12-16,-80.0
2002-12-18,0.0
2002-12-19,-98.75
2002-12-23,399900.0
2002-12-24,-20.0
2003-01-09,-99.9688
2003-02-04,239900.0
2003-02-18,-76.6667
2003-03-20,42.8571
2003-04-16,50.0
2003-05-12,13.3333
2003-05-14,76.4706
2003-05-21,-43.3333
2003-05-27,14.7059
2003-06-12,48.7179
2003-07-10,262.069
2003-07-14,0.0
2003-07-15,-80.9524
2003-07-22,0.0
2003-08-13,0.0
2003-09-19,200.0
2003-09-30,-58.3333
2003-10-13,0.0
2003-10-17,0.0
2003-11-03,160.0
2003-11-07,-15.3846
2003-11-10,-54.5455
2003-11-14,0.0
2003-11-17,120.0
2003-11-18,-54.5455
2003-11-25,0.0
2003-12-01,20.0
2003-12-02,0.0
2003-12-03,0.0
2003-12-16,66.6667
2003-12-26,0.0
2004-01-21,-30.0
2004-01-30,14.2857
2004-02-03,112.5
2004-02-06,-11.7647
2004-02-23,-6.6667
2004-03-02,0.0
2004-03-03,7.1429
2004-03-29,-40.0
2004-04-01,-11.1111
2004-04-06,2.5
2004-04-12,-2.439
2004-04-13,175.0
2004-06-10,-63.6364
2004-06-22,-12.5
2004-06-25,0.0
2004-06-30,114.2857
2004-07-06,-46.6667
2004-07-14,0.0
2004-07-16,87.5
2004-08-19,0.0
2004-08-26,-46.6667
2004-08-27,0.0
2004-09-09,37.5
2004-09-16,0.0
2004-11-04,-25.4545
2004-12-09,0.0
2004-12-29,0.0
2004-12-30,0.0
2005-01-31,0.0
2005-02-23,70.7317
2005-02-24,7.1429
2005-02-25,-17.3333
2005-03-03,4.8387
2005-03-07,-3.0769
2005-03-24,23.8095
2005-03-28,-6.4103
2005-03-30,-10.9589
2005-04-07,0.0
2005-04-13,3.0769
2005-04-14,-2.9851
2005-04-18,-3.0769
2005-05-09,0.0
2005-05-16,-4.7619
2005-05-26,8.3333
2005-06-06,15.3846
2005-06-08,-6.6667
2005-06-14,0.0
2005-06-20,0.0
2005-06-21,0.0
2005-07-20,0.0
2005-07-22,21.4286
2005-08-02,47.0588
2005-08-03,-52.0
2005-08-04,0.0
2005-08-09,100.0
2005-08-10,-4.1667
2005-09-01,-47.8261
2005-10-11,0.0
2005-10-14,83.3333
2005-10-25,-7.2727
2005-11-02,-21.5686
2005-11-16,0.0
2005-11-29,0.0
2005-12-02,0.0
2005-12-20,25.0
2005-12-21,-20.0
2005-12-27,3.875
2006-01-10,-3.7304
2006-01-12,0.0
2006-01-18,31.25
2006-01-31,0.0
2006-02-06,9.5238
2006-02-07,8.6957
2006-02-09,-24.0
2006-03-02,31.5789
2006-03-03,-22.8
2006-03-17,-1.5544
2006-03-24,0.0
2006-03-28,0.0
2006-03-30,0.0
2006-03-31,0.0
2006-04-18,0.0
2006-04-20,0.0
2006-04-21,0.0
2006-05-15,10.526299999999999
2006-05-30,0.0
2006-07-11,0.0
2006-07-21,0.9524
2006-08-03,41.5094
2006-08-10,0.0
2006-08-22,3.3333
2006-09-05,0.0
2006-09-15,0.0
2006-09-25,0.0
2006-10-20,-3.2258
2006-10-23,0.0
2006-10-26,13.3333
2006-10-27,47.0588
2006-10-31,-0.4
2006-11-01,0.4016
2006-11-08,-30.0
2006-11-17,0.0
2006-11-22,0.0
2006-12-14,0.0
2006-12-18,0.0
2006-12-28,36.0
2006-12-29,-3.3613
2007-01-03,-36.9565
2007-01-10,0.0
2007-01-30,3.4483
2007-04-10,-10.0
2007-04-26,-11.1111
2007-05-10,25.0
2007-05-23,60.0
2007-06-21,-35.4167
2007-06-26,0.0
2007-07-09,3.2258
2007-07-23,-3.125
2007-08-03,0.0
2007-08-30,6.4516
2007-09-10,-6.0606
2007-10-05,0.0
2007-10-08,6.4516
2007-12-14,6.0606
2007-12-31,0.0
2008-01-17,0.0
2008-03-03,0.0
2008-04-17,-62.2857
2008-06-02,13.6364
2008-06-10,2.6667
2008-07-15,-2.5974
2008-07-25,66.6667
2008-08-26,-20.0
2008-08-27,75.0
2008-09-04,-5.7143
2008-09-08,3.0303
2008-09-25,0.0
2008-09-26,0.0
2008-10-14,-2.9412000000000003
2008-10-15,3.0303
2008-10-27,0.0
2008-10-30,0.0
2008-11-11,0.0
2008-11-17,-55.8824
2008-12-09,33.3333
2008-12-16,0.0
2008-12-29,75.0
2009-01-15,0.0
2009-01-29,-14.2857
2009-02-13,0.0
2009-02-23,0.0
2009-03-17,0.0
2009-03-18,0.0
2009-03-20,0.0
2009-03-23,0.0
2009-03-24,0.0
2009-04-14,-33.3333
2009-04-20,0.0
2009-04-30,0.0
2009-05-06,0.0
2009-06-23,0.0
2009-07-07,0.0
2009-08-11,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-08,0.0
2009-10-26,0.0
2010-01-29,0.0
2010-03-15,0.0
2010-04-16,0.0
2010-09-17,-34.0
2010-09-21,0.0
2010-10-12,0.0
2010-11-22,-6.0606
2011-03-03,-1.6129
2011-03-09,104.918
2011-03-31,0.0
2011-05-24,0.0
2011-06-23,-50.4
2011-06-24,-1.6129
2011-07-12,8.1967
2011-09-01,36.3636
2011-09-28,-37.7778
2011-10-10,3.5714
2011-10-11,-12.069
2011-11-08,-56.8627
2011-11-15,0.0
2011-12-06,0.0
2011-12-08,4445.4545
2012-01-06,-51.0
2012-01-09,-95.5102
2012-03-30,9.0909
2012-04-18,1983.3333
2012-04-19,-95.0
2012-05-16,0.0
2012-05-17,180.0
2012-07-17,-57.1429
2012-08-06,100.0
2012-08-09,-15.0
2012-08-28,-1.9607999999999999
2012-09-05,150.0
2012-10-01,-24.8
2012-10-02,32.9787
2012-10-11,-24.0
2012-10-19,-47.3684
2012-10-25,0.0
2012-10-26,0.0
2012-11-07,0.0
2012-11-21,150.0
2012-11-23,-12.0
2012-12-11,-9.0909
2012-12-27,0.0
2013-01-23,11.0
2013-01-24,12.6126
2013-01-29,0.0
2013-02-21,0.0
2013-03-26,0.0
2013-05-06,-2.4
2013-05-16,-9.8361
2013-05-20,0.0
2013-05-31,1.8182
2013-06-10,-1.7856999999999998
2013-06-19,0.0
2013-06-25,0.0
2013-07-22,0.0
2013-08-16,0.0
2013-10-30,0.0
2013-10-31,4.5455
2013-11-06,204.3478
2013-12-06,-65.7143
2014-01-16,1.6667
2014-05-02,-8.1967
2014-05-15,0.0
2014-05-22,9.8214
2014-05-27,0.0
2014-06-23,0.0
2014-07-16,4.065
2014-07-17,165.625
2014-07-31,-11.7647
2014-08-05,0.0
2014-08-22,-8.3333
2014-08-29,-27.2727
2014-09-09,0.0
2014-10-14,-24.0
2014-11-04,31.5789
2014-11-20,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-22,-17.5
2015-01-14,6.6667
2015-02-11,5.1136
2015-02-23,0.0
2015-03-04,0.0
2015-03-18,0.0
2015-03-20,-9.598
2015-04-14,-1.3416000000000001
2015-04-27,3.0303
2015-05-05,-2.9412000000000003
2015-12-16,0.0
2015-12-17,-6.0606
2015-12-22,-3.2258
2016-01-14,-79.3333
2016-03-02,-19.3548
2016-03-29,20.0
2016-04-06,0.0
2016-04-19,66.6667
2016-05-18,100.0
2016-05-19,-70.0
2016-06-30,-33.3333
2016-07-14,75.0
2016-07-21,-71.4286
2016-08-18,400.0
2016-08-19,0.0
2016-08-25,-40.0
2016-09-08,116.6667
2016-09-27,7.6923
2016-09-28,42.8571
2016-10-04,100.0
2016-10-05,25.0
2016-10-18,2.4
2016-10-19,-0.3906
2016-10-21,-33.3333
2016-10-27,61.7647
2016-10-31,0.0
2016-11-02,0.0
2016-11-04,0.0
2016-11-07,0.0
2016-11-09,45.4545
2016-11-17,-5.0
2016-12-14,-21.0526
2016-12-15,16.6667
2016-12-20,0.0
2016-12-23,7.1429
2016-12-29,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-12,6.6667
2017-01-13,0.0
2017-01-18,0.0
2017-01-19,6.25
2017-01-20,0.0
2017-01-23,-3.5294
2017-01-27,3.6585
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-08,1.1764999999999999
2017-02-15,0.0
2017-02-17,1.1628
2017-03-01,1.1494
2017-03-09,2.2727
2017-03-27,7.7778
2017-04-20,4.1237
2017-05-09,0.0
2017-05-11,-10.8911
2017-05-16,11.1111
2017-05-17,0.0
2017-07-06,-60.0
2017-07-07,150.0
2017-07-27,-10.0
2017-07-31,11.1111
2017-08-04,-66.0
2017-08-07,194.1176
2017-08-09,0.0
2017-08-10,0.0
2017-08-17,0.0
2017-12-29,-20.0
2018-03-05,50.0
2018-03-15,-8.1667
2018-03-16,2.5408
2018-03-21,-0.885
2018-03-23,16.0714
2018-03-28,6.9231
2018-04-02,0.0
2018-04-05,0.7194
2018-04-06,0.0
2018-04-19,0.0
2018-05-01,-3.5714
2018-05-09,-7.4074
2018-05-18,0.0
2018-05-22,0.0
2018-05-24,4.0
2018-07-11,6.9231
2018-07-13,0.0
2018-08-08,-2.8777
2018-08-24,5.1852
2018-09-04,-1.4085
2018-09-25,3.5714
2018-09-26,10.3448
2018-10-09,-6.25
2018-10-11,0.0
2018-10-15,6.6667
2018-10-16,-1.25
2018-10-17,1.2658
2018-10-30,-2.5
2018-11-05,8.9744
2018-11-08,5.8824
2018-11-14,0.0
2018-11-29,0.0
2018-11-30,-8.3333
2018-12-12,-9.0909
2018-12-18,6.6667
2019-01-16,0.0
2019-01-31,-3.125
2019-02-26,3.2258
2019-02-27,0.0
2019-03-22,-3.125
2019-03-26,4.5161
2019-04-22,22.2222
2019-04-24,0.0
2019-04-25,1.0101
2019-05-17,0.0
2019-06-07,0.0
2019-06-19,0.0
2019-07-03,0.0
2019-07-11,0.0
2019-07-15,0.1
2019-07-18,-0.0999
2019-07-24,0.0
2019-07-29,0.1
2019-08-20,-5.0949
2019-09-03,5.2632
2019-09-18,0.1
2019-09-19,0.0
2019-10-11,-0.0999
2019-10-18,0.1
2019-10-22,7.3926
2019-10-23,4.6512
2019-10-24,0.0
2019-10-25,0.0
2019-10-29,2.2222
2019-10-31,0.0
2019-11-04,8.2609
2019-11-06,0.4016
2019-11-22,1.6
2019-11-25,-11.417300000000001
2019-11-26,-4.4444
2019-12-02,2.3256
2019-12-03,-2.2727
2019-12-04,2.3256
2019-12-06,0.0
2019-12-09,-2.2727
2019-12-10,0.0
2019-12-12,0.0
2019-12-13,6.0465
2019-12-16,-2.6316
2019-12-18,5.8559
2019-12-24,-8.5106
2019-12-26,2.3256
2019-12-27,-1.8182
2020-01-03,1.8519
2020-01-14,-1.8182
2020-01-23,0.2778
2020-01-27,0.0
2020-01-28,0.0923
2020-02-05,0.0
2020-02-07,0.0
2020-02-18,0.6458
2020-02-24,0.1833
2020-02-27,0.6404
2020-02-28,3.1818
2020-03-02,-3.0837
2020-03-05,0.0
2020-03-11,-8.6364
2020-03-12,0.0
2020-03-13,0.0
2020-03-18,-0.4975
2020-03-25,-19.4
2020-04-07,24.0695
2020-04-13,-10.0
2020-04-29,5.5556
2020-07-08,-4.2105
2020-07-09,0.0
2020-07-10,-6.5934
2020-07-20,5.8824
2020-07-21,-5.0
2020-07-23,0.117
2020-07-27,0.4673
2020-07-29,4.6512
