ticker,IMTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-17,1.5885
2018-12-18,-1.4078
2018-12-20,-0.1581
2018-12-21,0.8333
2018-12-31,1.2397
2019-01-15,0.0
2019-01-18,0.0
2019-02-07,0.0
2019-02-11,0.0
2019-02-19,0.0
2019-02-20,-0.5102
2019-02-25,0.0
2019-02-27,0.7179
2019-02-28,-0.7128
2019-03-12,0.2051
2019-03-22,0.4094
2019-03-26,0.3058
2019-03-27,-0.3049
2019-03-28,0.2039
2019-04-01,0.1017
2019-04-05,0.1016
2019-04-08,-0.4061
2019-04-12,0.5097
2019-04-17,-0.2028
2019-04-24,0.2439
2019-04-25,0.365
2019-04-29,-0.5051
2019-04-30,-0.203
2019-05-01,0.3052
2019-05-02,0.2028
2019-05-03,0.4049
2019-05-07,-0.129
2019-05-09,0.1292
2019-05-14,0.0
2019-05-15,0.5
2019-05-16,0.3049
2019-05-17,-0.6
2019-05-20,0.0
2019-05-21,-0.2012
2019-05-23,0.2016
2019-05-24,0.3018
2019-05-30,0.0
2019-05-31,-0.3009
2019-06-03,-0.2012
2019-06-04,0.8065
2019-06-05,-0.4
2019-06-06,0.4016
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,-0.3
2019-06-12,-0.1003
2019-06-13,0.4016
2019-06-14,0.0
2019-06-21,-0.3
2019-06-24,0.4012
2019-06-25,0.0
2019-06-26,-0.1998
2019-06-27,0.2002
2019-06-28,0.0
2019-07-01,-0.2997
2019-07-02,0.6012
2019-07-03,1.2948
2019-07-05,-0.3933
2019-07-08,-0.4936
2019-07-09,0.0
2019-07-10,-0.7937
2019-07-11,0.2
2019-07-16,-0.2994
2019-07-17,-0.1001
2019-07-18,0.1002
2019-07-19,0.0
2019-07-22,0.6006
2019-07-24,-0.597
2019-08-02,0.3003
2019-08-06,0.0
2019-08-09,0.998
2019-08-13,0.3953
2019-08-15,0.1969
2019-08-19,0.0982
2019-08-21,0.0
2019-08-26,-0.1963
2019-08-29,0.1967
2019-09-06,0.0
2019-09-10,-0.1963
2019-09-11,0.295
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.098
2019-09-18,-0.0979
2019-09-20,0.0
2019-09-23,0.4902
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-30,0.5854
2019-10-01,-0.388
2019-10-02,0.0
2019-10-04,-0.4869
2019-10-07,0.0029
2019-10-08,0.4863
2019-10-15,-0.3895
2019-10-16,0.0
2019-10-17,0.0978
