ticker,SCAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,-1.0
2006-07-17,-0.5051
2006-07-18,-2.5381
2006-07-19,-0.1042
2006-07-20,-4.0667
2006-07-21,-1.6303999999999998
2006-07-25,2.2099
2006-07-26,0.6486
2006-07-27,-0.1074
2006-07-31,0.0
2006-08-01,0.0
2006-08-03,0.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-11,1.0753
2006-08-14,1.0638
2006-08-15,1.5789
2006-08-16,-1.4508
2006-08-17,1.9979
2006-08-22,-0.2062
2006-08-23,-3.9256
2006-08-24,2.6882
2006-08-25,0.0
2006-08-30,-0.5236
2006-08-31,0.2105
2006-09-05,-1.3655
2006-09-07,-0.426
2006-09-08,-0.5348
2006-09-13,-0.5376
2006-09-14,-0.5405
2006-09-18,0.4348
2006-09-19,0.0
2006-09-20,-2.4892
2006-09-22,0.111
2006-09-26,0.3326
2006-09-27,0.1105
2006-10-03,0.9934
2006-10-05,-1.3115
2006-10-06,0.0
2006-10-11,0.0
2006-10-12,-0.2215
2006-10-13,0.222
2006-10-16,0.2215
2006-10-17,-0.221
2006-10-18,-0.2215
2006-10-23,0.444
2006-10-24,-0.5525
2006-10-25,0.0
2006-10-26,0.0
2006-11-03,-0.2222
2006-11-06,1.3363
2006-11-08,-1.3187
2006-11-09,0.2227
2006-11-10,0.0
2006-11-13,-2.5556
2006-11-14,2.6226000000000003
2006-11-22,0.0
2006-11-24,0.5556
2006-11-27,0.0
2006-11-28,0.221
2006-11-29,0.1103
2006-12-01,-2.533
2006-12-04,2.1469
2006-12-05,-2.8761
2006-12-06,2.3918
2006-12-07,0.6674
2006-12-08,0.5525
2006-12-11,-1.0989
2006-12-12,0.0
2006-12-13,-0.7778
2006-12-14,1.6797
2006-12-15,0.7709
2006-12-18,-1.6393
2006-12-19,1.1111
2006-12-20,0.5495
2006-12-21,0.0
2006-12-22,1.9672
2006-12-27,0.0
2006-12-28,-1.3934
2006-12-29,-0.5435
2007-01-11,1.6393
2007-01-12,2.1505
2007-01-16,0.5263
2007-01-17,0.4188
2007-01-18,1.6684
2007-01-22,1.7436
2007-01-23,-3.7298
2007-01-25,-0.4188
2007-01-29,0.7361
2007-01-30,-0.8351
2007-02-01,0.0
2007-02-02,-0.5263
2007-02-08,-2.1164
2007-02-09,0.0
2007-02-14,0.0
2007-02-15,4.8649000000000004
2007-02-21,2.0619
2007-02-22,-5.5556
2007-02-27,1.6042999999999998
