ticker,NCMI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-08,22.2381
2007-02-09,1.2894
2007-02-12,-0.0038
2007-02-13,-1.0769
2007-02-14,1.0498
2007-02-15,0.4617
2007-02-16,3.4087
2007-02-20,2.3333
2007-02-21,1.1944
2007-02-22,-0.3934
2007-02-23,-0.5386
2007-02-26,-1.1552
2007-02-27,-3.5793
2007-02-28,-0.6818
2007-03-01,-1.7544
2007-03-02,-1.3587
2007-03-05,-1.22
2007-03-06,2.1116
2007-03-07,3.4335
2007-03-08,2.716
2007-03-09,-1.1201
2007-03-12,-3.4726
2007-03-13,-1.2312
2007-03-14,-0.4285
2007-03-15,1.4476
2007-03-16,0.0386
2007-03-19,4.1249
2007-03-20,-2.7397
2007-03-21,-0.5329
2007-03-22,-2.2579000000000002
2007-03-23,0.4307
2007-03-26,0.039
2007-03-27,0.3118
2007-03-28,2.5253
2007-03-29,1.5157
2007-03-30,-0.3359
2007-04-02,-3.7453
2007-04-03,0.7393
2007-04-04,0.5407
2007-04-05,2.574
2007-04-09,-1.3858
2007-04-10,-0.4937
2007-04-11,-1.374
2007-04-12,1.4706000000000001
2007-04-13,1.4493
2007-04-16,-1.0526
2007-04-17,-0.6459
2007-04-18,0.6501
2007-04-19,-1.0638
2007-04-20,3.1874000000000002
2007-04-23,1.6747
2007-04-24,-1.3176999999999999
2007-04-25,-0.8902
2007-04-26,0.4865
2007-04-27,0.149
2007-04-30,-2.2313
2007-05-01,-0.3804
2007-05-02,0.84
2007-05-03,-1.8175
2007-05-04,0.8484
2007-05-07,0.0
2007-05-08,0.6119
2007-05-09,1.1403
2007-05-10,-1.165
2007-05-11,0.7224
2007-05-14,-0.3775
2007-05-15,-1.3263
2007-05-16,0.4224
2007-05-17,-0.153
2007-05-18,2.4512
2007-05-21,4.6729
2007-05-22,0.0357
2007-05-23,1.6423
2007-05-24,-1.2645
2007-05-25,-0.4269
2007-05-29,0.8574
2007-05-30,0.9919
2007-05-31,0.1403
2007-06-01,1.6461999999999999
2007-06-04,0.1034
2007-06-05,1.8589
2007-06-06,-2.2305
2007-06-07,-2.3159
2007-06-08,3.2555
2007-06-11,-0.1028
2007-06-12,-2.6414999999999997
2007-06-13,1.938
2007-06-14,0.7259
2007-06-15,0.3775
2007-06-18,-0.8547
2007-06-19,-1.0
2007-06-20,-2.4032999999999998
2007-06-21,0.0357
2007-06-22,-1.1416
2007-06-25,0.8661
2007-06-26,-0.9302
2007-06-27,1.9140000000000001
