ticker,CCHXF US Equity
2003-12-05,6.4587
2003-12-08,-1.7995
2003-12-09,-0.7853
2003-12-10,-0.6332
2003-12-11,-1.3542
2003-12-12,-1.5343
2003-12-15,-3.8272
2003-12-16,-1.0802
2003-12-17,-4.5977
2003-12-18,0.3012
2003-12-19,2.4925
2003-12-24,0.7911
2003-12-30,15.9884
2003-12-31,1.7544
2004-01-02,6.8966
2004-01-05,12.9032
2004-01-06,0.0
2004-01-07,2.0408
2004-01-08,8.6
2004-01-09,4.0516
2004-01-12,1.7699
2004-01-13,-2.7826
2004-01-14,0.8945
2004-01-15,3.7234
2004-01-16,19.6581
2004-01-20,0.4286
2004-01-21,0.4267
2004-01-22,-2.9745
2004-01-23,2.0
2004-01-26,-0.458
2004-01-27,-1.6966
2004-01-28,-6.3917
2004-01-29,-1.5625
2004-01-30,7.9365
2004-02-02,1.0294
2004-02-03,10.6259
2004-02-04,8.8158
2004-02-05,-3.5067
2004-02-06,4.386
2004-02-09,2.8811999999999998
2004-02-10,-1.5169000000000001
2004-02-11,5.8649000000000004
2004-02-12,6.7711
2004-02-13,-5.6604
2004-02-17,-8.3333
2004-02-18,11.2727
2004-02-19,-3.0501
2004-02-20,-1.9101
2004-02-23,-0.3666
2004-02-24,-5.1276
2004-02-25,-5.4169
2004-02-26,0.2819
2004-02-27,-0.0894
2004-03-01,14.7059
2004-03-02,2.6756
2004-03-03,-2.7144
2004-03-04,-1.3393
2004-03-05,2.1493
2004-03-08,-0.5869
2004-03-09,0.0334
2004-03-10,2.6726
2004-03-11,-3.4707
2004-03-15,-0.6067
2004-03-16,1.7635
2004-03-17,-1.3553
2004-03-18,-0.1126
2004-03-19,5.9188
2004-03-22,-4.3108
2004-03-23,-1.0011
2004-03-24,-0.1124
2004-03-25,12.1485
2004-03-26,4.6138
2004-03-29,-0.0959
2004-03-30,0.9597
2004-03-31,-1.0456
2004-04-01,3.8425000000000002
2004-04-02,3.1452
2004-04-05,0.8072
2004-04-06,-8.1584
2004-04-07,-4.3883
2004-04-08,-2.1277
2004-04-12,-4.9689
2004-04-13,14.0523
2004-04-14,-2.1012
2004-04-15,-2.3415
2004-04-16,-1.4985
2004-04-19,-4.2596
2004-04-20,4.3432
2004-04-21,0.6396
2004-04-22,0.8776
2004-04-23,2.15
2004-04-27,3.5928
2004-04-28,-5.4999
2004-04-30,-5.0
2004-05-03,2.6737
2004-05-04,2.7476000000000003
2004-05-05,-1.7162
2004-05-06,-1.5735999999999999
2004-05-07,-0.9799
2004-05-10,-7.7083
2004-05-11,-0.158
2004-05-12,-9.281
2004-05-13,0.6231
2004-05-14,0.805
2004-05-17,-2.3342
2004-05-18,-0.2516
2004-05-20,2.7743
2004-05-21,0.6135
2004-05-25,-3.6585
2004-05-26,1.6456
2004-06-01,17.5965
2004-06-04,-5.8985
2004-06-07,1.6205
2004-06-08,0.0
2004-06-09,-5.5371
2004-06-10,-1.5826
2004-06-14,2.2037
2004-06-15,3.38
2004-06-16,-1.1274
2004-06-17,-0.7982
2004-06-18,3.6782
2004-06-23,0.3326
2004-06-25,0.1989
2004-06-29,-2.9554
2004-06-30,10.4545
2004-07-02,0.8848
2004-07-06,-3.1205
2004-07-07,-4.4737
2004-07-09,-3.9118
2004-07-12,-4.4073
2004-07-13,-6.0665
2004-07-14,-4.2146
2004-07-15,-50.9333
2004-07-16,10.462
2004-07-19,-0.2214
2004-07-20,-5.3994
2004-07-21,-3.4662
2004-07-22,-13.7419
2004-07-23,-4.3818
2004-07-26,4.7463
2004-07-27,-3.5938
2004-07-28,0.1621
2004-07-29,-0.356
2004-07-30,-6.593
2004-08-03,-1.9471
2004-08-05,-4.0426
2004-08-06,1.626
2004-08-09,-1.2795
2004-08-11,0.9278
2004-08-12,-0.7299
2004-08-13,2.9412000000000003
2004-08-16,-1.7856999999999998
2004-08-18,10.5455
2004-08-25,-0.6579
2004-08-26,-0.5422
2004-09-01,-7.6116
2004-09-10,-4.5045
2004-09-13,-4.5283
2004-09-14,-5.1383
2004-09-15,-8.2083
2004-09-16,2.8143000000000002
2004-09-17,6.181
2004-09-20,-3.5343
2004-09-21,4.0948
2004-09-23,-9.8137
2004-09-27,3.3058
2004-09-28,-2.2222
2004-09-29,0.0
2004-10-06,0.0
2004-10-07,5.9091000000000005
2004-10-08,5.1502
2004-10-12,-2.449
2004-10-14,-4.8117
2004-10-18,-4.1758
2004-10-19,-6.1927
2004-10-20,-4.1565
2004-10-21,2.0408
2004-10-22,-5.5
2004-10-25,8.9947
2004-10-26,-7.767
2004-10-29,15.526299999999999
2004-11-01,26.287
2004-11-02,0.469
2004-11-04,7.1813
2004-11-05,-1.8425
2004-11-09,-11.2628
2004-11-10,6.3462
2004-11-11,0.5425
2004-11-12,-4.4964
2004-11-17,19.661
2004-11-18,-0.5351
2004-11-19,0.6329
2004-11-22,1.6667
2004-11-23,3.6189
2004-11-24,2.3881
2004-11-26,12.5073
2004-11-29,7.5408
2004-11-30,-9.6386
2004-12-01,-2.1333
2004-12-02,-10.6267
2004-12-03,-7.0122
2004-12-06,1.6393
2004-12-08,6.4516
2004-12-10,-0.303
2004-12-13,2.1277
2004-12-14,-9.0476
2004-12-15,-0.1963
2004-12-16,24.0328
2004-12-17,0.0529
2004-12-20,-8.0581
2004-12-21,1.8193000000000001
2004-12-22,-0.6579
2004-12-23,-0.5682
2004-12-29,-1.7143000000000002
2004-12-30,-1.1628
2004-12-31,1.2647
2005-01-04,-0.5228
2005-01-06,12.5255
2005-01-07,6.383
2005-01-11,3.7073
2005-01-12,-0.3998
2005-01-13,6.4935
2005-01-14,1.7738
2005-01-18,-3.7037
2005-01-20,-7.3529
2005-01-21,2.323
2005-01-24,-0.9576
2005-01-25,-1.6867
2005-01-27,0.0
2005-01-28,-4.1667
2005-01-31,-3.0691
2005-02-04,-1.1346
2005-02-07,-0.9875
2005-02-08,-0.8086
2005-02-09,2.7174
2005-02-10,0.3042
2005-02-14,-2.677
2005-02-15,0.271
2005-02-23,-4.2703
2005-02-24,4.7431
2005-02-25,-5.9299
2005-02-28,-11.4756
2005-03-01,4.5477
2005-03-03,-2.6219
2005-03-04,0.467
2005-03-08,2.3042
2005-03-10,-1.6336
2005-03-11,-0.1572
2005-03-14,1.1024
2005-03-15,0.81
2005-03-18,13.7786
2005-03-28,-5.6459
2005-03-29,-11.9171
2005-03-30,-1.9607999999999999
2005-03-31,6.5
2005-04-01,-6.1033
2005-04-05,-5.0
2005-04-07,5.0877
2005-04-11,-1.1686
2005-04-13,-4.3919
2005-04-14,-6.7844999999999995
2005-04-19,19.3257
2005-04-20,-10.0328
2005-04-22,-9.9576
2005-04-25,-9.4118
2005-04-26,-3.4632
2005-04-27,14.0807
2005-04-29,-12.7358
2005-05-02,3.1532
2005-05-03,2.1834
2005-05-04,0.0
2005-05-06,4.7009
2005-05-09,-5.7832
2005-05-10,2.2392
2005-05-11,-2.3305
2005-05-12,-3.2538
2005-05-19,0.8969
2005-05-24,-1.7332999999999998
2005-05-26,9.4527
2005-05-27,11.157
2005-06-08,15.0558
2005-06-09,0.8078
2005-06-14,-14.6154
2005-06-15,3.979
2005-06-17,12.2744
2005-06-21,0.0
2005-06-22,-1.6077
2005-06-23,-0.6536
2005-06-24,-0.1645
2005-06-30,5.1071
2005-07-05,1.8809
2005-07-06,4.6519
2005-07-08,-5.092
2005-07-12,6.2423
2005-07-13,-3.1929
2005-07-14,2.4209
2005-07-15,-11.7744
2005-07-19,1.9
2005-07-20,7.6219
2005-07-21,3.3435
2005-07-22,-2.9412000000000003
2005-07-26,-3.0303
2005-07-27,-2.6563
2005-07-29,-24.5586
2005-08-04,40.4255
2005-08-05,-2.3636
2005-08-11,-16.6046
2005-08-12,0.856
2005-08-15,1.476
2005-08-16,-10.1091
2005-08-17,-0.6928
2005-08-18,-1.609
2005-08-23,-13.471
2005-08-24,-1.9139
2005-08-25,2.9268
2005-08-26,0.2547
2005-08-29,-2.145
2005-08-30,-8.6957
2005-08-31,-3.8624
2005-09-01,4.568
2005-09-06,0.0
2005-09-09,-0.1579
2005-09-13,-5.1133
2005-09-14,4.2847
2005-09-15,1.5383
2005-09-21,-9.7587
2005-09-22,-6.1228
2005-09-23,-4.4165
2005-09-26,-0.2187
2005-09-27,-2.5974
2005-09-28,-1.3333
2005-09-30,-51.8117
2005-10-03,-3.3915
2005-10-04,-11.4659
2005-10-05,1.6393
2005-10-06,11.2903
2005-10-07,0.0181
2005-10-11,-0.7426
2005-10-12,-5.4015
2005-10-14,5.7099
2005-10-17,5.8394
2005-10-18,5.7069
2005-10-25,46.1426
2005-10-26,-8.0357
2005-10-28,6.9902999999999995
2005-10-31,-10.5547
2005-11-01,-8.1859
2005-11-02,-2.2099
2005-11-03,-0.226
2005-11-07,9.8528
2005-11-09,-13.1121
2005-11-10,-5.0204
2005-11-11,11.5553
2005-11-16,-6.9429
2005-11-18,3.4898
2005-11-23,-1.6715
2005-11-25,1.6999
2005-11-28,0.0
2005-11-29,-2.3837
2005-12-06,-7.9214
2005-12-07,-4.2691
2005-12-08,-0.4054
2005-12-09,-2.3066
2005-12-13,8.3333
2005-12-14,2.5641
2005-12-15,20.0
2005-12-16,0.0
2005-12-19,4.1667
2005-12-23,-16.5
2005-12-28,7.7844
2005-12-29,1.1111
2005-12-30,0.0
2006-01-03,4.3956
2006-01-04,6.8421
2006-01-05,-7.2106
2006-01-06,0.657
2006-01-10,7.3708
2006-01-11,24.7697
2006-01-12,-7.313
2006-01-13,-1.7946
2006-01-17,-6.1419
2006-01-18,-0.7719
2006-01-19,-2.8445
2006-01-20,-3.9555
2006-01-23,-0.9581
2006-01-25,0.5025
2006-01-26,18.5
2006-01-27,-6.1603
2006-01-30,-3.0576
2006-01-31,3.154
2006-02-01,1.6187
2006-02-02,1.7699
2006-02-03,-1.538
2006-02-07,-5.5031
2006-02-13,0.9346
2006-02-16,8.0556
2006-02-17,2.8278
2006-02-21,4.1667
2006-02-22,20.8
2006-02-23,0.596
2006-02-24,-14.4174
2006-02-27,7.0769
2006-02-28,-2.8736
2006-03-02,-0.1479
2006-03-06,-4.4444
2006-03-07,-6.0756
2006-03-08,-5.0861
2006-03-09,0.0
2006-03-14,-13.913
2006-03-15,9.0909
2006-03-16,1.331
2006-03-17,0.514
2006-03-20,8.0625
2006-03-21,1.1778
2006-03-24,-0.2235
2006-03-29,-7.5
2006-03-30,3.7838000000000003
2006-03-31,3.89
2006-04-05,17.8129
2006-04-06,2.4956
2006-04-07,-2.6208
2006-04-11,-1.1236
2006-04-12,0.6109
2006-04-17,-0.7143
2006-04-18,2.7338
2006-04-19,1.5406
2006-04-21,-0.3448
2006-04-24,-1.8685
2006-04-25,3.7377000000000002
2006-04-26,9.1094
2006-04-27,28.2048
2006-04-28,0.1124
2006-05-01,-3.7379
2006-05-02,0.7722
2006-05-03,2.0549
2006-05-04,-9.2859
2006-05-05,8.1081
2006-05-08,7.5
2006-05-09,-3.9535
2006-05-10,2.9055999999999997
2006-05-11,1.4118
2006-05-12,-5.7077
2006-05-15,-4.5276
2006-05-16,-0.4478
2006-05-18,-1.8801999999999999
2006-05-19,-10.2902
2006-05-23,13.7831
2006-05-25,12.7015
2006-05-26,8.1193
2006-06-01,5.2185
2006-06-02,-4.2742
2006-06-05,-1.011
2006-06-06,-3.4043
2006-06-07,11.4097
2006-06-08,0.0791
2006-06-12,2.6471999999999998
2006-06-13,-20.1309
2006-06-15,6.506
2006-06-16,-5.8370999999999995
2006-06-19,-8.6977
2006-06-20,-1.5099
2006-06-21,9.2816
2006-06-23,-2.6895
2006-06-27,-4.0201
2006-06-28,-0.6283
2006-06-29,-1.2184
2006-06-30,-1.9135
2006-07-05,2.2295
2006-07-06,2.1277
2006-07-10,-4.6875
2006-07-14,-28.1421
2006-07-17,5.019
2006-07-18,0.6517
2006-07-26,-10.0719
2006-08-01,-10.4
2006-08-09,7.3996
2006-08-14,-5.6427
2006-08-25,5.7269
2006-09-01,-5.1667
2006-09-11,-19.0521
2006-09-12,36.78
2006-09-14,3.8095
2006-09-18,-17.4312
2006-09-19,-6.2036999999999995
2006-09-20,10.4455
2006-09-21,-3.0222
2006-09-25,0.0922
2006-09-27,-5.1278
2006-09-29,5.1259
2006-10-02,1.558
2006-10-04,-9.0909
2006-10-05,-2.0
2006-10-06,-3.0612
2006-10-10,-2.0
2006-10-11,-5.4243
2006-10-12,-2.3282
2006-10-13,2.5581
2006-10-16,-1.1338
2006-10-17,-0.2294
2006-10-18,0.0
2006-10-19,7.2055
2006-10-20,5.0727
2006-10-23,3.2653
2006-10-24,0.7905
2006-10-25,-4.8836
2006-10-26,-5.173
2006-10-27,-3.2609
2006-11-03,1.1236
2006-11-06,-4.4444
2006-11-08,2.3256
2006-11-09,-38.5227
2006-11-10,-1.2591999999999999
2006-11-13,6.7041
2006-11-14,2.6316
2006-11-15,-6.8376
2006-11-16,5.3784
2006-11-20,-0.7509
2006-11-21,1.9298
2006-11-22,-0.1721
2006-11-24,1.2069
2006-11-27,1.3309
2006-11-28,7.4288
2006-11-29,-3.7559
2006-11-30,0.6809
2006-12-01,1.7462
2006-12-04,-0.3671
2006-12-05,-4.4608
2006-12-06,-0.6357
2006-12-07,1.867
2006-12-08,-1.1532
2006-12-11,-0.3333
2006-12-12,-2.0067
2006-12-13,-1.0239
2006-12-14,-2.1013
2006-12-18,-0.2091
2006-12-19,-2.5811
2006-12-20,5.0385
2006-12-22,1.7570000000000001
2006-12-27,8.6441
2006-12-28,-4.9434000000000005
2006-12-29,-0.5436
2007-01-04,-7.8589
2007-01-05,-0.3358
2007-01-08,-1.5274
2007-01-09,-0.0912
2007-01-11,4.4749
2007-01-12,10.0743
2007-01-16,2.4419
2007-01-17,-1.3953
2007-01-18,7.7634
2007-01-19,11.6177
2007-01-22,-1.9607999999999999
2007-01-23,-5.9083
2007-01-24,6.9879
2007-01-25,-3.9735
2007-01-26,-0.6897
2007-01-30,-2.7778
2007-01-31,-4.5268
2007-02-01,2.02
2007-02-02,2.2092
2007-02-06,-1.991
2007-02-07,0.3477
2007-02-08,10.8882
2007-02-09,-2.8947000000000003
2007-02-12,0.271
2007-02-13,-2.2973
2007-02-14,2.3513
2007-02-15,2.027
2007-02-16,8.8328
2007-02-20,1.179
2007-02-21,8.495
2007-02-22,-4.1782
2007-02-23,1.815
2007-02-26,3.9773
2007-02-27,-6.8511
2007-02-28,-1.0926
2007-03-01,-5.1008
2007-03-02,0.0
2007-03-05,-8.75
2007-03-06,7.5342
2007-03-07,6.6242
2007-03-08,-4.3981
2007-03-09,-1.2731
2007-03-13,-4.1377
2007-03-14,-0.1981
2007-03-16,-2.0921
2007-03-19,-5.4054
2007-03-20,6.3125
2007-03-21,4.8123000000000005
2007-03-22,10.2564
2007-03-23,-6.2791
2007-03-26,-0.3722
2007-03-27,-22.665
2007-03-28,3.0596
2007-03-29,-6.9531
2007-03-30,-6.801
2007-04-02,-9.0315
2007-04-03,-1.9559
2007-04-04,7.4747
2007-04-05,-2.2556
2007-04-09,6.1538
2007-04-10,-4.4044
2007-04-11,-2.6649000000000003
2007-04-12,1.2412
2007-04-13,-4.8077
2007-04-16,-0.7449
2007-04-17,-11.4616
2007-04-18,8.0172
2007-04-19,-2.0351
2007-04-20,-2.2403
2007-04-23,-8.5556
2007-04-24,3.9337999999999997
2007-04-25,-6.7514
2007-04-26,-8.447
2007-04-27,6.265
2007-04-30,18.5567
2007-05-01,3.3016
2007-05-02,-12.6661
2007-05-03,3.6145
2007-05-08,2.2529
2007-05-09,-4.4776
2007-05-10,-2.3810000000000002
2007-05-11,0.0
2007-05-14,4.878
2007-05-16,-8.6047
2007-05-17,2.5922
2007-05-18,2.0617
2007-05-22,-1.0632
2007-05-23,1.9343
2007-05-30,-6.7771
2007-05-31,0.8078
2007-06-01,-2.5641
2007-06-04,5.2632
2007-06-06,-3.75
2007-06-07,0.0
2007-06-14,-2.9545
2007-06-15,1.4721
2007-06-19,-2.4069
2007-06-20,5.4392
2007-06-21,0.0481
2007-06-22,2.482
2007-06-25,-4.2813
2007-06-26,-7.1825
2007-06-28,-0.4924
2007-06-29,-2.9692
2007-07-03,-8.0146
2007-07-05,1.8614000000000002
2007-07-06,-0.4666
2007-07-09,-1.8164
2007-07-10,2.8049
2007-07-11,45.2593
2007-07-13,-20.6341
2007-07-20,-10.0369
2007-07-23,-1.5485
2007-07-26,-1.5729
2007-07-31,-4.5052
2007-08-02,1.996
2007-08-07,-10.0613
2007-08-08,15.4505
2007-08-09,-10.1466
2007-08-10,-3.4534000000000002
2007-08-15,-5.2008
2007-08-16,-1.5509
2007-08-17,13.1672
2007-08-21,18.0137
2007-08-22,-5.9683
2007-08-24,-2.64
2007-08-27,10.3077
2007-08-28,-1.5342
2007-08-30,-9.3484
2007-09-04,7.2461
2007-09-06,6.3559
2007-09-07,2.8253
2007-09-10,5.1457
2007-09-11,3.421
2007-09-12,0.3828
2007-09-13,5.2479
2007-09-14,0.2319
2007-09-17,-2.82
2007-09-18,0.0
2007-09-19,-2.6189999999999998
2007-09-25,5.868
2007-09-26,-3.4209
2007-09-27,-7.936
2007-09-28,1.2987
2007-10-01,2.2596
2007-10-02,-2.2096999999999998
2007-10-03,5.2885
2007-10-09,2.0396
2007-10-10,-4.0125
2007-10-11,4.8019
2007-10-12,-6.1684
2007-10-16,1.2642
2007-10-17,1.1236
2007-10-18,2.5926
2007-10-19,-10.2286
2007-10-22,1.3405
2007-10-24,-4.6627
2007-10-25,-5.1335
2007-10-26,19.9817
2007-10-29,-7.8469999999999995
2007-10-31,15.873
2007-11-01,-17.1233
2007-11-02,10.1928
2007-11-05,-24.4063
2007-11-06,-17.6519
2007-11-07,-11.6466
2007-11-08,-6.8182
2007-11-12,16.189
2007-11-13,-8.2131
2007-11-14,-6.518
2007-11-15,-17.9817
2007-11-16,-3.654
2007-11-19,-2.1672
2007-11-20,-17.0886
2007-11-21,4.437
2007-11-23,-4.9794
2007-11-26,11.538499999999999
2007-11-28,-32.7586
2007-11-29,-0.3205
2007-11-30,2.8939
2007-12-03,2.8125
2007-12-04,-15.3799
2007-12-06,13.9368
2007-12-07,-6.6835
2007-12-10,-13.5135
2007-12-11,-6.25
2007-12-13,6.6667
2007-12-14,6.25
2007-12-17,-7.0588
2007-12-18,3.1646
2007-12-19,-2.2239
2007-12-20,0.3922
2007-12-21,7.1094
2007-12-24,2.6988
2007-12-27,3.9773
2007-12-28,11.612
2007-12-31,25.3366
2008-01-02,-1.416
2008-01-07,-5.1511
2008-01-14,-16.8668
2008-01-15,-6.0302
2008-01-23,-10.1604
2008-01-28,-5.2083
2008-02-08,-5.8085
2008-03-03,25.3333
2008-03-05,-5.8511
2008-03-06,-6.0028
2008-03-25,12.3967
2008-04-02,-10.5615
2008-04-09,10.0149
2008-04-11,1.2227999999999999
2008-04-22,-10.8725
2008-04-29,1.0542
2008-05-07,-4.8435
2008-05-09,5.7165
2008-05-12,18.5185
2008-05-22,-15.0
2008-05-30,17.647100000000002
2008-06-02,38.0
2008-06-03,-17.3913
2008-06-05,-22.3684
2008-06-09,-0.2119
2008-06-10,-0.2123
2008-06-11,-13.7589
2008-06-12,25.0
2008-06-13,-7.7632
2008-06-17,-12.6961
2008-06-18,-7.1895
2008-06-19,-1.4085
2008-06-20,19.4643
2008-06-23,-15.6951
2008-06-27,13.4752
2008-06-30,-8.125
2008-07-16,8.6735
2008-07-25,-1.5649
2008-07-28,-17.3291
2008-07-29,26.1538
2008-07-30,-22.7896
2008-07-31,10.5627
2008-08-05,-8.5714
2008-08-06,9.375
2008-08-07,-10.0
2008-08-08,9.5238
2008-08-14,1.4493
2008-08-19,7.1429
2008-08-22,22.0
2008-08-26,9.2896
2008-09-02,-2.125
2008-09-09,-4.6616
2008-09-12,10.3818
2008-09-17,-3.8834999999999997
2008-09-19,-3.0303
2008-09-25,0.0
2008-10-01,-10.4167
2008-10-08,-13.3721
2008-10-22,-39.5973
2008-10-24,-11.1111
2008-10-27,0.0
2008-10-31,2.1875
2008-11-11,9.633
2008-11-21,-46.4435
2008-11-24,20.8333
2008-11-25,34.4828
2008-12-04,37.9808
2008-12-05,-8.9431
2008-12-11,-14.2857
2008-12-12,-2.3810000000000002
2008-12-16,2.439
2008-12-19,-4.4643
2008-12-29,4.6729
2008-12-30,4.4643
2008-12-31,16.2393
2009-01-05,37.2549
2009-01-06,11.4286
2009-01-08,-4.4872
2009-01-09,5.8725000000000005
2009-01-12,-4.9128
2009-01-13,0.0
2009-01-15,-24.0
2009-01-27,27.193
2009-01-29,-2.069
2009-02-11,-5.6338
2009-02-13,1.4925
2009-02-17,-2.2059
2009-02-18,-13.0639
2009-03-02,-8.8649
2009-03-06,0.2372
2009-03-09,4.142
2009-03-10,30.9091
2009-03-17,13.8889
2009-03-23,-3.5061
2009-03-25,-5.8452
2009-03-26,24.1611
2009-03-27,4.3243
2009-04-02,9.8446
2009-04-15,-0.9434
2009-04-20,-24.1071
2009-04-29,0.3922
2009-05-13,13.75
2009-05-14,13.5989
2009-05-15,-5.5018
2009-05-22,-5.8221
2009-05-28,-13.0435
2009-06-05,0.0
2009-06-11,12.5
2009-06-15,0.0
2009-07-09,-1.1111
2009-07-20,-5.618
2009-07-21,3.3482
2009-07-30,-20.5184
2009-08-07,-6.9746
2009-08-10,-0.2921
2009-08-26,23.1445
2009-09-09,0.2379
2009-09-29,4.4304
2009-09-30,-3.6364
2009-10-01,-1.8868
2009-10-13,3.2051
2009-10-15,2.7174
2009-10-19,-12.3205
2009-11-06,6.3793
2009-12-10,12.8039
2009-12-14,-0.9339
2009-12-15,4.4235
2009-12-22,4.4444
2009-12-23,-8.8431
2009-12-29,32.3122
2010-01-08,-10.4741
2010-01-12,42.2414
2010-01-13,-12.857099999999999
2010-01-14,26.6766
2010-01-19,-6.902
2010-01-20,-19.1238
2010-01-21,-1.9792
2010-02-03,-3.4006
2010-02-09,-8.0308
2010-02-11,8.612400000000001
2010-02-17,-3.5242
2010-02-18,0.0
2010-12-08,-99.8858
2011-03-31,0.0
2011-04-06,0.0
2012-02-09,0.0
2012-12-27,0.0
