ticker,FDVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-19,0.0
2004-10-28,4.0
2004-10-29,-3.8462
2004-11-08,4.0
2004-11-22,-3.8462
2004-11-24,6.0
2004-11-29,0.0
2004-12-02,0.0
2004-12-28,0.0
2005-01-11,0.0
2005-01-13,3.7736
2005-01-20,-1.8182
2005-01-28,-1.4815
2005-02-01,2.2556
2005-02-04,-3.6765
2005-02-09,0.0
2005-02-10,3.8167999999999997
2005-02-14,0.0
2005-02-24,-3.6765
2005-02-28,3.0534
2005-03-04,-2.963
2005-03-10,0.0
2005-03-18,0.0
2005-03-30,-1.5267
2005-03-31,0.0
2005-04-01,4.6512
2005-04-22,-1.8519
2005-04-26,1.8868
2005-04-28,0.0
2005-04-29,-1.8519
2005-05-17,-9.434
2005-05-19,0.0
2005-05-20,-2.0833
2005-05-31,2.9787
2005-06-13,0.8264
2005-06-14,-0.8197
2005-07-01,1.2397
2005-07-08,-4.898
2005-07-11,2.5751
2005-07-14,0.0
2005-08-19,-3.7657
2005-08-23,-1.7391
2005-08-26,0.4425
2005-08-29,-0.4405
2005-08-30,4.8673
2005-08-31,-5.0633
2005-09-02,0.0
2005-09-06,0.0
2005-09-07,3.3333
2005-09-08,0.0
2005-10-12,1.1613
2005-10-24,-4.2517
2005-10-27,0.0
2005-11-08,0.0
2005-11-16,-2.3091
2005-11-17,2.2727
2005-11-18,-1.7778
2005-11-21,-4.5249
2005-11-28,-5.2133
2005-12-02,12.5
2005-12-05,-11.1111
2005-12-08,-2.0
2005-12-19,-3.0612
2005-12-20,5.2632
2006-01-03,-5.0
2006-01-05,0.0
2006-01-06,2.6316
2006-01-13,-2.5641
2006-01-17,2.6316
2006-01-25,-5.1282
2006-01-26,0.0
2006-01-30,-2.4865
2006-01-31,3.4368
2006-02-01,1.8221
2006-02-02,-7.8947
2006-02-03,0.0
2006-02-07,5.7143
2006-02-08,0.0
2006-02-09,1.8378
2006-02-10,-0.2123
2006-02-14,-4.2553
2006-02-21,0.0
2006-03-06,2.7778
2006-03-09,2.7027
2006-03-13,5.3684
2006-03-15,0.0
2006-03-16,0.0
2006-03-17,-0.0999
2006-03-20,5.0
2006-03-27,-5.7143
2006-03-28,-1.0101
2006-03-31,4.5918
2006-04-26,-1.4634
2006-05-03,4.9505
2006-05-05,-0.9434
2006-05-09,-3.8095
2006-05-10,3.9604
2006-05-12,0.0
2006-06-09,-3.8095
2006-06-15,-10.396
2006-06-16,13.2597
2006-06-21,-13.6585
