ticker,EXPL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-25,18.8119
2007-10-29,8.3333
2007-10-30,0.0
2007-10-31,15.3846
2007-11-01,-6.6667
2007-11-02,-7.1429
2007-11-12,7.6923
2007-11-13,78.5714
2007-11-21,-30.0
2008-01-09,14.2857
2008-01-30,-49.5
2008-02-19,-0.9901
2008-02-20,40.0
2008-02-22,-14.2857
2008-02-25,8.3333
2008-03-05,-38.4615
2008-03-06,0.0
2008-03-07,31.25
2008-03-11,0.0
2008-03-12,8.5714
2008-03-20,0.8772
2008-03-25,0.0
2008-03-27,-30.4348
2008-03-28,1.25
2008-03-31,1.2346
2008-04-01,0.0
2008-04-02,2.439
2008-04-03,-3.5714
2008-04-04,2.4691
2008-04-07,15.6627
2008-04-08,-11.9792
2008-04-09,-5.3254
2008-04-10,-8.75
2008-04-11,-24.6575
2008-04-14,-20.0
2008-04-15,-31.8182
2008-04-16,-26.3333
2008-04-17,26.6403
2008-04-18,-3.5284
2008-04-21,-22.2222
2008-04-22,28.5714
2008-04-23,-7.4074
2008-04-24,0.0
2008-04-25,-20.0
2008-04-28,40.0
2008-04-29,0.0
2008-04-30,-21.4286
2008-05-01,4.5455
2008-05-02,-26.087
2008-05-05,17.647100000000002
2008-05-06,-25.0
2008-05-07,6.6667
2008-05-08,-6.25
2008-05-09,6.6667
2008-05-12,-18.75
2008-05-13,15.3846
2008-05-14,-6.6667
2008-05-15,-21.4286
2008-05-16,0.0
2008-05-19,-9.0909
2008-05-20,80.0
2008-05-21,-33.3333
2008-05-22,25.0
2008-05-23,-14.0
2008-05-27,-30.2326
2008-05-28,-16.6667
2008-05-29,-6.6667
2008-05-30,14.2857
2008-06-02,-12.5
2008-06-03,-14.2857
2008-06-04,-16.6667
2008-06-05,0.0
2008-06-06,30.0
2008-06-09,-10.7692
2008-06-10,-12.069
2008-06-11,0.0
2008-06-12,-41.1765
2008-06-13,0.0
2008-06-16,-16.6667
2008-06-17,-12.0
2008-06-18,0.0
2008-06-19,-9.0909
2008-06-20,5.0
2008-06-23,14.2857
2008-06-24,-4.1667
2008-06-25,-13.0435
2008-06-26,-25.0
2008-06-27,6.6667
2008-06-30,-6.25
2008-07-02,6.6667
2008-07-08,0.0
2008-07-14,25.0
2008-07-15,50.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-23,-60.0
2008-07-24,-16.6667
2008-07-25,0.0
2008-07-28,0.0
2008-07-29,100.0
2008-07-30,0.0
