ticker,BMRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,12.5
2000-01-10,0.0
2000-01-12,-11.1111
2000-01-13,12.5
2000-01-14,-11.1111
2000-01-19,31.25
2000-01-20,-23.8095
2000-01-24,0.0
2000-01-25,75.7813
2000-01-26,-25.3333
2000-01-27,0.0
2000-01-28,-14.2857
2000-01-31,22.2222
2000-02-01,0.0
2000-02-02,-18.1818
2000-02-03,-2.7778
2000-02-04,14.2857
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,125.0
2000-02-10,22.2222
2000-02-11,0.0
2000-02-14,-3.4091
2000-02-15,-13.4118
2000-02-16,-2.1739
2000-02-17,-20.0
2000-02-18,25.0
2000-02-22,-2.7778
2000-02-23,-17.7143
2000-02-24,22.2222
2000-02-25,-31.8182
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-03,-96.6667
2000-03-16,7400.0
2000-03-17,-99.8667
2000-03-21,37400.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-27,36.0
2000-03-28,-65.6863
2000-03-29,71.4286
2000-03-31,-79.1667
2000-04-03,220.0
2000-04-04,25.0
2000-04-05,0.0
2000-04-12,-40.0
2000-04-13,0.0
2000-04-17,0.0
2000-04-19,0.0
2000-04-24,-58.3333
2000-04-27,140.0
2000-04-28,-58.3333
2000-05-01,0.0
2000-05-04,140.0
2000-05-05,0.0
2000-05-18,-58.3333
2000-05-19,140.0
2000-05-22,-16.6667
2000-05-23,-50.0
2000-05-31,28.0
2000-06-23,-21.875
2000-07-05,0.0
2000-07-11,0.0
2000-07-12,0.0
2000-07-27,25.0
2000-08-01,-20.0
2000-08-09,-20.0
2000-08-17,0.0
2000-08-28,0.0
2000-09-01,0.0
2000-09-06,0.0
2000-09-08,40.0
2000-09-11,0.0
2000-09-22,-28.5714
2000-10-05,20.0
2000-10-09,0.0
2000-10-11,-33.3333
2000-10-25,-50.0
2000-10-26,50.0
2000-10-30,0.0
2000-11-06,-33.3333
2000-11-10,0.0
2000-11-16,0.0
2000-12-04,0.0
2000-12-06,0.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-14,0.0
2000-12-18,0.0
2000-12-20,0.0
2000-12-21,-50.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2001-01-05,0.0
2001-01-18,0.0
2001-01-19,0.0
2001-01-31,200.0
2001-02-01,-66.6667
2001-02-09,0.0
2001-02-12,200.0
