ticker,XNNHQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-05-30,0.0
2002-11-15,0.0
2003-05-08,200.0
2003-05-22,0.0
2003-05-28,23.3333
2003-06-02,5.4054
2003-06-16,-33.3333
2003-06-17,15.3846
2003-06-20,53.3333
2003-06-25,-2.1739
2003-06-26,-10.6667
2003-07-02,-37.8109
2003-07-10,60.0
2003-07-11,-15.0
2003-07-14,17.647100000000002
2003-07-15,0.0
2003-07-17,0.0
2003-07-23,10.0
2003-07-24,0.0
2003-07-25,-4.5455
2003-07-29,-2.3810000000000002
2003-07-31,0.0
2003-08-01,-0.9756
2003-08-07,0.9852
2003-08-14,9.7561
2003-08-19,4.4444
2003-08-20,-4.2553
2003-08-27,0.0
2003-08-28,4.4444
2003-08-29,-2.1277
2003-09-02,-2.1739
2003-09-05,-4.4444
2003-09-08,2.3256
2003-09-09,-1.3636
2003-09-12,-0.9217
2003-09-17,-6.9767
2003-09-18,2.5
2003-09-24,-14.6341
2003-09-25,0.0
2003-09-29,0.0
2003-10-01,17.1429
2003-10-02,-17.0732
2003-10-03,17.647100000000002
2003-10-06,10.0
2003-10-13,-9.0909
2003-10-20,5.0
2003-10-21,2.3810000000000002
2003-10-22,-2.3256
2003-10-23,14.2857
2003-10-24,4.1667
2003-10-27,0.0
2003-10-29,0.0
2003-10-30,10.0
2003-10-31,3.6364
2003-11-03,5.2632
2003-11-04,-5.0
2003-11-06,5.2632
2003-11-07,10.0
2003-11-10,-1.5152
2003-11-11,12.3077
2003-11-12,30.137
2003-11-13,1.0526
2003-11-14,6.25
2003-11-17,-7.8431
2003-11-18,6.383
2003-11-21,-14.0
2003-11-24,10.4651
2003-11-25,-8.4211
2003-12-01,18.3908
2003-12-02,2.9126
2003-12-03,13.2075
2003-12-04,-4.1667
2003-12-05,13.0435
2003-12-08,0.0
2003-12-09,-3.8462
2003-12-10,0.0
2003-12-11,-4.0
2003-12-12,-16.6667
2003-12-15,9.0
2003-12-17,-8.2569
2003-12-19,0.0
2003-12-22,9.0
2003-12-23,-7.3394
2003-12-26,8.9109
2003-12-29,4.5455
2003-12-30,0.8696
2003-12-31,-6.8966
2004-01-06,0.0
2004-01-08,-10.1852
2004-01-12,-1.0309
2004-01-13,6.25
2004-01-14,-1.9607999999999999
2004-01-16,14.0
2004-01-20,5.2632
2004-01-21,0.0
2004-01-22,0.0
2004-01-23,0.0
2004-01-26,0.0
2004-01-28,-7.5
2004-01-29,-2.7027
2004-01-30,4.6296
2004-02-02,0.0
