ticker,OCX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-31,-22.6485
2016-01-04,44.0
2016-01-05,12.3333
2016-01-06,-11.6716
2016-01-07,-18.813
2016-01-08,-3.5862
2016-01-11,-28.8984
2016-01-12,-17.3038
2016-01-13,-10.219
2016-01-14,7.0461
2016-01-15,-11.1392
2016-01-19,-10.8262
2016-01-20,-6.0703
2016-01-21,-6.1224
2016-01-22,4.3478
2016-01-25,-6.9444
2016-01-26,-0.7463
2016-01-27,-1.5038
2016-01-28,3.0153
2016-01-29,53.7607
2016-02-01,-4.5783000000000005
2016-02-02,-2.5253
2016-02-03,-6.7358
2016-02-04,-1.3889
2016-02-05,-6.4789
2016-02-08,-4.2169
2016-02-09,-4.717
2016-02-10,1.9802
2016-02-11,-0.1618
2016-02-12,-0.1621
2016-02-16,-0.6494
2016-02-17,16.3399
2016-02-18,3.9326
2016-02-19,-8.1081
2016-02-22,-2.3529
2016-02-23,0.9036
2016-02-24,-0.2985
2016-02-25,0.2994
2016-02-26,0.0
2016-02-29,14.6269
2016-03-01,14.3229
2016-03-02,2.0501
2016-03-03,3.125
2016-03-04,-2.5974
2016-03-07,1.5556
2016-03-08,4.5952
2016-03-09,-1.046
2016-03-10,8.2452
2016-03-11,18.1641
2016-03-14,2.6446
2016-03-15,-6.2802
2016-03-16,3.9519
2016-03-17,-6.1157
2016-03-18,-2.993
2016-03-21,-2.1779
2016-03-22,0.1855
2016-03-23,-6.2963000000000005
2016-03-24,0.1976
2016-03-28,3.7475
2016-03-29,-3.9924
2016-03-30,-6.3366
2016-03-31,-2.537
2016-04-01,-8.4599
2016-04-04,43.8389
2016-04-05,-8.2372
2016-04-06,7.3609
2016-04-07,-8.6957
2016-04-08,5.8608
2016-04-11,-4.8443000000000005
2016-04-12,-2.1818
2016-04-13,2.2305
2016-04-14,-3.6364
2016-04-15,3.9623
2016-04-18,7.9855
2016-04-19,-0.6723
2016-04-20,0.3384
2016-04-21,1.1804000000000001
2016-04-22,-6.8333
2016-04-25,-4.2934
2016-04-26,-2.6168
2016-04-27,-0.1919
2016-04-28,3.0769
2016-04-29,-3.1716
2016-05-02,4.0462
2016-05-03,-2.037
2016-05-04,-5.104
2016-05-05,1.5936
2016-05-06,-1.9607999999999999
2016-05-09,-7.6
2016-05-10,2.1645
2016-05-11,-4.2373
2016-05-12,-4.2035
2016-05-13,-7.1594
2016-05-16,-3.4826
2016-05-17,0.7732
2016-05-18,4.0921
2016-05-19,0.7371
