ticker,PRXG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-11-02,-11.1111
2001-11-07,25.0
2001-11-08,0.0
2001-11-21,-59.2
2001-11-26,174.5098
2001-11-30,7.1429
2001-12-03,0.0
2001-12-04,3.3333
2001-12-10,-3.2258
2001-12-11,3.3333
2001-12-12,3.2258
2001-12-13,9.375
2001-12-17,2.8571
2001-12-18,1.1111
2001-12-19,2.7473
2001-12-20,4.2781
2001-12-27,0.5128
2001-12-28,2.0408
2002-01-02,-3.5
2002-01-08,0.0
2002-01-10,11.399000000000001
2002-01-11,0.0
2002-01-14,4.6512
2002-01-15,0.0
2002-01-17,3.5556
2002-01-18,-2.1459
2002-01-22,0.8772
2002-01-23,4.3478
2002-01-24,-4.1667
2002-01-28,4.3478
2002-01-29,0.8333
2002-02-01,3.3058
2002-02-04,0.0
2002-02-05,-4.0
2002-02-06,2.5
2002-02-07,-2.439
2002-02-19,2.0833
2002-02-28,0.0
2002-03-07,0.0
2002-03-12,-26.5306
2002-03-28,-16.6667
2002-04-01,-32.0
2002-04-02,17.647100000000002
2002-04-03,0.0
2002-04-09,12.5
2002-04-19,-3.7037
2002-04-23,3.8462
2002-05-07,-7.4074
2002-05-08,12.0
2002-05-09,-1.4285999999999999
2002-05-10,5.0725
2002-05-15,-3.4483
2002-05-16,0.0
2002-05-21,2.8571
2002-05-22,-1.3889
2002-05-29,40.8451
2002-06-03,-28.5
2002-06-04,6.993
2002-06-05,-1.9607999999999999
2002-06-06,3.3333
2002-06-07,-47.0968
2002-06-10,64.6341
2002-06-11,4.4444
2002-06-13,0.0
2002-06-14,6.383
2002-06-17,-3.3333
2002-06-19,-3.4483
2002-06-20,2.1429
2002-06-21,0.6993
2002-06-24,-4.1667
2002-06-25,4.3478
2002-06-27,-0.6944
2002-06-28,22.3776
2002-07-02,-7.4286
2002-07-08,-0.6173
2002-07-12,0.6211
2002-07-16,-1.2346
2002-07-17,-1.25
2002-08-01,-11.3924
2002-08-02,2.8571
2002-08-09,2.0833
2002-08-13,-1.3605
2002-08-19,0.0
2002-08-20,0.0
2002-08-22,3.4483
2002-08-30,0.0
2002-09-03,0.0
2002-09-05,1.3333
2002-09-13,0.0
2002-09-16,0.0
2002-09-17,1.3158
2002-09-19,-15.5844
2002-09-23,-14.6154
2002-09-26,21.6216
2002-10-01,3.7037
2002-10-09,-3.5714
2002-10-28,4.4444
2002-10-31,-1.4184
2002-11-04,-0.7194
2002-11-11,-5.7971
2002-11-15,3.8462
