ticker,ACA US Equity
2019-03-25,-0.6887
2019-03-26,1.4216
2019-03-27,-1.6752
2019-03-28,3.4423
2019-03-29,2.6891
2019-04-01,0.5565
2019-04-02,0.5859
2019-04-03,1.9741
2019-04-04,0.2539
2019-04-05,-0.918
2019-04-08,-0.607
2019-04-09,-0.9322
2019-04-10,0.1622
2019-04-11,0.0
2019-04-12,-0.7127
2019-04-15,0.3595
2019-04-16,-0.5861
2019-04-17,-0.9171
2019-04-18,-1.124
2019-04-22,3.5105
2019-04-23,-0.4845
2019-04-24,0.8114
2019-04-25,-1.5131999999999999
2019-04-26,0.8826
2019-04-29,0.0324
2019-04-30,0.8422
2019-05-01,-0.3534
2019-05-02,-2.3533
2019-05-03,23.5721
2019-05-06,0.5076
2019-05-07,-2.7113
2019-05-08,-0.847
2019-05-09,-0.6338
2019-05-10,-0.4992
2019-05-13,-0.7525
2019-05-14,1.4041000000000001
2019-05-15,0.1385
2019-05-16,0.3042
2019-05-17,-1.9024
2019-05-20,-0.534
2019-05-21,2.7691
2019-05-22,-0.9348
2019-05-23,-1.8041
2019-05-24,-2.7134
2019-05-28,0.3777
2019-05-29,-0.8973
2019-05-30,2.2196
2019-05-31,-3.1714
2019-06-03,2.1835
2019-06-04,2.57
2019-06-05,1.9144
2019-06-06,2.3757
2019-06-07,3.4539
2019-06-10,0.9129
2019-06-11,-4.7299
2019-06-12,-2.3874
2019-06-13,2.8349
2019-06-14,-1.7838
2019-06-17,-2.4215999999999998
2019-06-18,2.1151
2019-06-19,-0.4971
2019-06-20,0.9992
2019-06-21,0.4946
2019-06-24,-0.6016
2019-06-25,-1.238
2019-06-26,1.6713
2019-06-27,1.3151
2019-06-28,1.7577
2019-07-01,0.1329
2019-07-02,0.5308
2019-07-03,-3.9335
2019-07-05,2.4732
2019-07-08,0.0536
2019-07-09,-0.4824
2019-07-10,-1.9391
2019-07-11,0.769
2019-07-12,-1.6625999999999999
2019-07-15,-1.471
2019-07-16,3.2676
2019-07-17,0.0546
2019-07-18,0.1091
2019-07-19,-0.7625
2019-07-22,-1.921
2019-07-23,2.826
2019-07-24,1.6327
2019-07-25,-2.8112
2019-07-26,0.4132
2019-07-29,-2.0302
2019-07-30,4.3405000000000005
2019-07-31,0.6441
2019-08-01,-4.4533
2019-08-02,-1.8699
2019-08-05,-2.19
2019-08-06,0.1745
2019-08-07,-2.5254
2019-08-08,1.3401
2019-08-09,-2.7035
2019-08-12,-1.1477
2019-08-13,0.5805
2019-08-14,-3.4933
2019-08-15,-2.3922
2019-08-16,3.2893
2019-08-19,1.3425
2019-08-20,0.6161
2019-08-21,2.572
2019-08-22,-0.3881
2019-08-23,-4.6449
2019-08-26,0.6285
2019-08-27,-2.6234
2019-08-28,1.0584
2019-08-29,1.5868
2019-08-30,1.4995
2019-09-03,-1.385
2019-09-04,4.3071
2019-09-05,1.4363000000000001
2019-09-06,-0.2065
2019-09-09,1.8031000000000001
2019-09-10,0.2323
2019-09-11,0.4635
2019-09-12,-0.5479
2019-09-13,1.2757
2019-09-16,-0.8302
2019-09-17,-0.1155
2019-09-18,0.3757
2019-09-19,-1.3820999999999999
2019-09-20,0.292
2019-09-23,0.4367
2019-09-24,-2.0
2019-09-25,1.9521
2019-09-26,-1.1024
2019-09-27,-0.1173
2019-09-30,0.4699
2019-10-01,-1.3446
2019-10-02,-0.9481
2019-10-03,0.5684
2019-10-04,0.8031
2019-10-07,-1.5934
2019-10-08,-2.3688000000000002
2019-10-09,0.3378
2019-10-10,1.5917
2019-10-11,-0.3917
2019-10-14,1.0906
2019-10-15,0.2397
2019-10-16,0.7175
2019-10-17,0.5936
2019-10-18,-1.6524
2019-10-21,3.7804
2019-10-22,3.5559
2019-10-23,-0.4188
2019-10-24,-0.9812
2019-10-25,1.5289000000000001
2019-10-28,1.1154
2019-10-29,2.0408
2019-10-30,1.1081
2019-10-31,2.6731
2019-11-01,-1.3798
2019-11-04,3.5375
2019-11-05,2.3967
2019-11-06,-2.6145
2019-11-07,-1.0995
2019-11-08,0.4912
2019-11-11,-0.6432
2019-11-12,-0.725
2019-11-13,-0.8086
2019-11-14,0.6837
2019-11-15,-0.1828
2019-11-18,0.157
2019-11-19,-0.1829
2019-11-20,0.5496
2019-11-21,-0.5206
2019-11-22,0.157
2019-11-25,1.7241
2019-11-26,1.4895
2019-11-27,-0.2024
2019-11-29,-0.5832
2019-12-02,-1.0457
2019-12-03,-0.3093
2019-12-04,0.2844
2019-12-05,1.3406
2019-12-06,3.0018
2019-12-09,-1.1360999999999999
2019-12-10,-0.0749
2019-12-11,0.175
2019-12-12,1.0482
2019-12-13,7.0141
2019-12-16,1.5463
2019-12-17,0.7727
2019-12-18,1.4434
2019-12-19,1.7341
2019-12-20,-1.1801
2019-12-23,-0.2211
2019-12-24,0.2881
2019-12-26,-0.3536
2019-12-27,-0.4214
2019-12-30,-0.5791
2019-12-31,-0.2016
2020-01-02,2.8283
2020-01-03,-0.2401
2020-01-06,-0.5252
2020-01-07,-0.9019
2020-01-08,1.2431
2020-01-09,1.2059
2020-01-10,-1.3215
2020-01-13,0.7245
2020-01-14,0.5449
2020-01-15,1.0634
2020-01-16,1.0737
2020-01-17,-1.1685
2020-01-21,-0.8169
2020-01-22,-1.4954
2020-01-23,0.374
2020-01-24,-1.8632
2020-01-27,-0.6031
2020-01-28,1.4607
2020-01-29,-0.8638
2020-01-30,0.1117
2020-01-31,-2.3655
2020-02-03,0.2971
2020-02-04,1.7092
2020-02-05,4.5485
2020-02-06,-1.9931
2020-02-07,-1.0715
2020-02-10,1.4809999999999999
2020-02-11,1.0455
2020-02-12,0.7976
2020-02-13,1.9461
2020-02-14,-1.4264999999999999
2020-02-18,-0.7236
2020-02-19,-4.0514
2020-02-20,1.8767
2020-02-21,-2.6535
2020-02-24,-2.3203
2020-02-25,-5.3967
2020-02-26,-3.8762
2020-02-27,7.9128
2020-02-28,0.9636
2020-03-02,2.1648
2020-03-03,-3.2126
2020-03-04,3.1073
2020-03-05,-1.0046
2020-03-06,-4.3589
2020-03-09,-11.3817
2020-03-10,5.1973
2020-03-11,-4.1904
2020-03-12,-11.0961
2020-03-13,12.9062
2020-03-16,-10.9736
2020-03-17,11.7221
2020-03-18,-18.5235
2020-03-19,0.697
2020-03-20,2.7027
2020-03-23,-2.3106999999999998
2020-03-24,15.8673
2020-03-25,-0.2835
2020-03-26,11.1743
2020-03-27,-6.9565
2020-03-30,6.2672
2020-03-31,2.7936
2020-04-01,-5.8883
2020-04-02,-2.1390000000000002
2020-04-03,2.459
2020-04-06,7.36
2020-04-07,-6.0854
2020-04-08,5.1309
2020-04-09,4.4025
2020-04-13,-2.3373
2020-04-14,1.283
2020-04-15,-4.3415
2020-04-16,-3.2636
2020-04-17,9.0669
2020-04-20,-3.4798999999999998
2020-04-21,-5.8588000000000005
2020-04-22,0.7979
2020-04-23,1.1082
2020-04-24,-0.0783
2020-04-27,2.7945
2020-04-28,0.9146
2020-04-29,-4.1541
2020-04-30,-2.1014
2020-05-01,-5.4736
2020-05-04,-1.2206
2020-05-05,-1.3793
2020-05-06,-4.3124
2020-05-07,-1.1876
2020-05-08,0.4931
2020-05-11,3.1892
2020-05-12,-2.2585
2020-05-13,-1.8851
2020-05-14,-0.2789
2020-05-15,0.3729
2020-05-18,5.1703
2020-05-19,-0.6182
2020-05-20,4.4135
2020-05-21,0.8511
2020-05-22,0.4782
2020-05-26,6.8869
2020-05-27,4.1121
2020-05-28,-3.6981
2020-05-29,-0.2874
2020-06-01,-1.0741
2020-06-02,4.2373
2020-06-03,5.7419
2020-06-04,2.3546
2020-06-05,5.7042
2020-06-08,0.4219
2020-06-09,-3.5604
2020-06-10,-2.981
2020-06-11,-7.1851
2020-06-12,0.8149
2020-06-15,3.7888
2020-06-16,5.3298
2020-06-17,-4.1821
2020-06-18,0.5064
2020-06-19,-2.0393
2020-06-22,1.494
2020-06-23,1.3514
2020-06-24,-4.1905
2020-06-25,0.1988
2020-06-26,-2.2569
2020-06-29,5.5823
2020-06-30,1.4179
2020-07-01,-2.6066000000000003
2020-07-02,0.5839
2020-07-06,-0.3387
2020-07-07,-3.2282
2020-07-08,-1.3293
2020-07-09,-4.2705
2020-07-10,3.5316
2020-07-13,2.4622
2020-07-14,3.6795999999999998
2020-07-15,3.3358
2020-07-16,1.2398
2020-07-17,-0.9935
2020-07-20,-0.9802
2020-07-21,2.0269
2020-07-22,-0.3234
2020-07-23,-1.1124
2020-07-24,-2.5076
2020-07-27,1.274
2020-07-28,-0.3323
2020-07-29,2.4053
2020-07-30,-2.1163
2020-07-31,0.3089
