ticker,CVSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-11,277.3585
2012-11-30,0.0
2012-12-04,0.0
2012-12-06,0.0
2012-12-10,151.0
2012-12-11,-0.3984
2012-12-12,0.0
2013-02-12,-8.0
2013-02-13,6.5217
2013-02-14,-8.1633
2013-02-19,11.1111
2013-02-20,0.0
2013-02-26,30.0
2013-02-27,0.0
2013-02-28,7.6923
2013-03-01,78.5714
2013-03-04,132.0
2013-03-05,-15.5172
2013-03-06,-55.102
2013-03-07,36.3636
2013-03-08,26.3333
2013-03-11,10.8179
2013-03-12,-27.381
2013-03-13,0.0656
2013-03-18,-1.7038
2013-03-19,-0.3333
2013-03-21,-19.7324
2013-03-22,0.0
2013-03-26,4.1667
2013-03-27,1.2
2013-03-28,18.5771
2013-04-02,0.3333
2013-04-05,-30.2326
2013-04-11,4.7619
2013-04-12,-4.5455
2013-04-17,42.8571
2013-04-18,-20.0
2013-04-22,4.1667
2013-04-23,28.0
2013-04-24,6.25
2013-04-25,17.647100000000002
2013-05-06,-32.5
2013-05-10,0.0
2013-05-21,-18.5185
2013-05-23,1.0
2013-05-29,-0.9901
2013-06-10,-2.2727
2013-06-20,11.6279
2013-06-21,-4.0833
2013-06-26,19.4613
2013-06-27,0.0
2013-07-01,81.8182
2013-07-03,-20.0
2013-07-16,-40.0
2013-07-18,16.6667
2013-07-31,0.0
2013-08-05,0.0
2013-08-12,15.0
2013-08-13,5.5901
2013-08-20,0.0
2013-08-26,11.7647
2013-08-28,2.6316
2013-08-29,2.5641
2013-09-04,30.0
2013-09-05,15.3846
2013-09-06,0.0
2013-09-09,6.6333
2013-09-10,20.3501
2013-09-11,0.0
2013-09-13,0.0
2013-09-17,1.2987
2013-10-01,0.1282
2013-10-10,-7.8105
2013-10-18,-13.8889
2013-10-23,0.0
2013-10-25,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-04,1.6129
2013-11-11,-14.2857
2013-11-12,-14.8148
2013-11-13,-6.3043
2013-11-14,0.0
2013-11-15,2.0882
2013-11-18,0.0
2013-11-19,15.9091
2013-11-21,-21.5686
2013-11-22,-1.25
2013-11-25,-19.038
2013-11-26,-6.8168
2013-11-27,0.0
2013-12-02,0.6711
2013-12-03,6.6667
2013-12-04,1.25
2013-12-05,11.1111
2013-12-06,27.7778
2013-12-09,-13.0435
2013-12-10,-2.5
2013-12-11,2.5641
2013-12-12,-6.25
2013-12-13,-4.0
2013-12-16,-11.1111
2013-12-17,0.0
2013-12-18,1.5625
