ticker,TTCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-30,-87.5
2011-01-24,0.0
2011-01-26,0.0
2011-01-28,0.0
2011-03-22,-8.0
2011-04-20,339.1304
2011-04-21,-25.7426
2011-04-28,0.0
2011-04-29,0.0
2011-12-29,-98.6667
2012-01-11,400.0
2012-01-17,0.0
2012-01-19,0.0
2012-02-01,-80.0
2012-02-03,50.0
2012-02-10,0.0
2012-03-13,100.0
2012-03-15,50.0
2012-03-27,0.0
2012-04-05,11.1111
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,30.0
2012-04-12,-6.1538
2012-04-13,14.7541
2012-04-16,0.0
2012-04-17,-35.7143
2012-04-18,-22.2222
2012-04-19,-31.4286
2012-04-20,61.9792
2012-04-23,-12.5402
2012-04-24,-29.4118
2012-04-25,16.6667
2012-04-26,0.0
2012-04-27,-36.8304
2012-04-30,13.0742
2012-05-01,15.0
2012-05-02,-4.3478
2012-05-03,-9.943200000000001
2012-05-04,-13.5647
2012-05-07,-29.927
2012-05-08,0.0
2012-05-09,0.0
2012-05-10,15.1042
2012-05-11,-33.9367
2012-05-14,0.0
2012-05-15,-43.8356
2012-05-16,3.6585
2012-05-17,85.8824
2012-05-18,-3.7975
2012-05-21,3.9474
2012-05-23,-29.1139
2012-05-25,0.0
2012-05-29,-28.5714
2012-05-30,20.0
2012-05-31,16.6667
2012-06-01,0.0
2012-06-05,0.0
2012-06-06,0.0
2012-06-07,14.2857
2012-06-11,-25.0
2012-06-12,16.6667
2012-06-13,-14.2857
2012-06-14,-16.6667
2012-06-15,20.0
2012-06-20,-44.7917
2012-06-22,0.0
2012-06-25,20.7547
2012-06-26,17.1875
2012-06-27,28.0
2012-06-28,0.0
2012-06-29,0.0
2012-07-03,8.3333
2012-07-05,0.0
2012-07-06,-7.6923
2012-07-10,0.0
2012-07-11,-14.5833
2012-07-12,26.8293
2012-07-16,-23.0769
2012-07-18,0.0
2012-07-24,0.0
2012-07-26,0.0
2012-07-30,0.0
2012-07-31,0.0
2012-08-02,-2.5
2012-08-06,-1.2821
2012-08-14,3.8961
2012-08-16,0.0
2012-08-21,0.0
2012-08-27,40.0
2012-08-31,24.1071
2012-09-04,16.5468
2012-09-06,18.5185
2012-09-07,0.0
2012-09-10,-14.0625
2012-09-11,64.8485
2012-09-12,11.7647
2012-09-13,10.526299999999999
2012-09-14,-4.7619
2012-09-20,-65.0
2012-09-25,42.8571
2012-09-27,0.0
2012-10-02,0.0
2012-10-03,0.0
