ticker,VNTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-21,112.8713
2008-11-25,-6.9767
2008-12-05,0.0
2008-12-24,2.5
2008-12-26,21.9512
2009-01-22,-20.0
2009-01-27,0.0
2009-02-20,22.5
2009-06-30,2.0408
2009-07-02,0.0
2009-07-07,-80.0
2009-07-08,10.0
2009-07-09,1.8182
2009-07-10,-8.9286
2009-07-14,-11.7647
2009-07-15,11.1111
2009-07-17,6.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,-5.6604
2009-07-23,10.0
2009-07-24,7.2727
2009-07-27,18.6441
2009-07-28,8.5714
2009-07-29,3.8158
2009-07-30,-13.815
2009-07-31,-4.4118
2009-08-03,-21.5385
2009-08-04,11.7647
2009-08-05,1.7544
2009-08-06,13.7931
2009-08-07,10.6061
2009-08-10,-6.8493
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,-1.4706000000000001
2009-08-14,1.4925
2009-08-17,-4.4118
2009-08-18,0.0
2009-08-19,-6.1538
2009-08-20,-1.6393
2009-08-21,-10.0
2009-08-24,2.037
2009-08-25,5.2632
2009-08-26,3.4483
2009-08-27,5.0
2009-08-28,-4.7619
2009-08-31,-6.6667
2009-09-01,0.0
2009-09-02,-10.7143
2009-09-03,-8.0
2009-09-04,-2.1739
2009-09-08,12.2222
2009-09-09,10.495
2009-09-10,-0.56
2009-09-11,-8.9885
2009-09-14,-2.9703
2009-09-15,-4.0816
2009-09-16,-48.9362
2009-09-17,25.0
2009-09-18,33.3333
2009-09-21,10.0
2009-09-22,-2.2727
2009-09-23,0.0
2009-09-24,-11.6279
2009-09-25,7.8947
2009-09-28,-4.878
2009-09-29,-5.1282
2009-09-30,0.0
2009-10-01,-2.7027
2009-10-02,-8.3333
2009-10-05,-6.0606
2009-10-06,3.2258
2009-10-07,9.375
2009-10-08,-8.5714
2009-10-09,-3.125
2009-10-12,-12.9032
2009-10-13,22.2222
2009-10-14,-18.1818
2009-10-15,5.5556
2009-10-16,-1.7544
2009-10-19,-3.5714
2009-10-20,-7.4074
2009-10-21,0.0
2009-10-22,4.0
2009-10-23,-7.6923
2009-10-26,-4.1667
2009-10-27,4.3478
2009-10-28,0.0
2009-10-29,4.1667
2009-10-30,-8.0
2009-11-02,-13.0435
2009-11-03,5.0
2009-11-04,19.0476
2009-11-05,-20.0
2009-11-06,0.0
2009-11-09,-25.0
2009-11-10,20.0
2009-11-11,-11.1111
2009-11-12,-6.25
2009-11-13,13.3333
2009-11-16,-7.3529
