ticker,RTWIQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-07,13.5294
2004-10-08,5.9585
2004-10-11,0.2445
2004-10-12,-0.1463
2004-10-13,-2.296
2004-10-14,1.75
2004-10-15,3.145
2004-10-18,-2.0962
2004-10-19,-1.9465
2004-10-20,-3.3251
2004-10-21,1.8994
2004-10-22,2.267
2004-10-25,-0.9852
2004-10-26,1.4925
2004-10-27,-0.5882
2004-10-28,3.0572
2004-10-29,-0.9569
2004-11-01,0.4831
2004-11-02,0.9615
2004-11-03,0.0
2004-11-04,2.6189999999999998
2004-11-05,-0.9745
2004-11-08,-1.687
2004-11-09,-2.0496
2004-11-10,-2.1898
2004-11-11,-3.0846
2004-11-12,-1.4374
2004-11-15,2.9167
2004-11-16,5.0101
2004-11-17,0.7229
2004-11-18,-2.1531000000000002
2004-11-19,-1.467
2004-11-22,-0.0496
2004-11-23,9.2354
2004-11-24,5.2273
2004-11-26,2.1598
2004-11-29,0.8457
2004-11-30,-2.5157
2004-12-01,0.2581
2004-12-02,-9.7812
2004-12-03,-0.1427
2004-12-06,-4.2857
2004-12-07,0.0
2004-12-08,1.1443
2004-12-09,-4.2794
2004-12-10,0.7194
2004-12-13,0.2041
2004-12-14,1.5784
2004-12-15,0.4511
2004-12-16,-0.3493
2004-12-17,-4.8573
2004-12-20,-6.3684
2004-12-21,-3.9348
2004-12-22,-1.1118
2004-12-23,0.4734
2004-12-27,-2.8269
2004-12-28,0.5455
2004-12-29,1.5069
2004-12-30,-0.772
2004-12-31,-1.137
2005-01-03,3.632
2005-01-04,5.257
2005-01-05,2.1088
2005-01-06,-11.7391
2005-01-07,2.8325
2005-01-10,2.515
2005-01-11,0.4673
2005-01-12,-0.5233
2005-01-13,-1.052
2005-01-14,-1.3585
2005-01-18,0.8982
2005-01-19,-0.5935
2005-01-20,-1.9104
2005-01-21,0.3652
2005-01-24,-2.3044000000000002
2005-01-25,-0.6828
2005-01-26,0.25
2005-01-27,1.1844999999999999
2005-01-28,0.3081
2005-01-31,7.4939
2005-02-01,-2.8571
2005-02-02,0.0
2005-02-03,0.2941
2005-02-04,-1.173
2005-02-07,3.8576
2005-02-08,0.0
2005-02-09,-1.0857
2005-02-10,-2.8885
2005-02-11,-0.238
2005-02-14,-0.5367
2005-02-15,1.0192
2005-02-16,1.8991
2005-02-17,-0.6989
2005-02-18,0.0587
2005-02-22,-1.2309
2005-02-23,0.8902
2005-02-24,0.0
2005-02-25,0.0
2005-02-28,3.5294
