ticker,ADAD US Equity
2016-09-23,-32.5
2016-09-26,-1.2346
2016-09-27,-20.0
2016-09-28,18.75
2016-09-29,6.5789
2016-09-30,27.1605
2016-10-03,-2.9126
2016-10-04,-4.0
2016-10-05,-13.0208
2016-10-06,16.7665
2016-10-07,-17.9487
2016-10-10,10.0
2016-10-11,13.6364
2016-10-12,20.0
2016-10-13,-0.8333
2016-10-14,-39.4958
2016-10-17,-6.9444
2016-10-18,38.806
2016-10-19,-5.914
2016-10-21,0.5714
2016-10-24,-13.0682
2016-10-25,4.5752
2016-10-27,-20.0
2016-10-28,25.0
2016-11-01,-38.75
2016-11-03,95.9184
2016-11-04,-8.3333
2016-11-07,-36.3636
2016-12-05,-57.1411
2017-01-04,-0.0042
2017-02-03,-16.6667
2017-02-08,-20.0
2017-04-24,0.0
2017-04-26,-50.0
2017-04-28,-45.0
2017-05-01,-36.3636
2017-05-02,-42.8571
2017-05-03,-25.0
2017-05-04,0.0
2017-05-05,-33.25
2017-05-09,0.0
2017-05-10,0.0
2017-05-15,44.819
2017-05-16,-30.9483
2017-05-17,-50.0624
2017-05-23,10.0
2017-05-24,81.8182
2017-05-25,84.625
2017-05-26,19.7021
2017-05-30,12.2172
2017-05-31,15.7258
2017-06-01,19.8606
2017-06-02,17.1512
2017-06-05,-10.67
2017-06-06,5.5556
2017-06-07,2.6316
2017-06-08,13.0769
2017-06-09,12.9252
2017-06-12,6.4257
2017-06-13,10.566
2017-06-14,10.0683
2017-06-15,5.4419
2017-06-16,-8.1017
2017-06-19,-50.4
2017-06-20,51.6129
2017-06-21,4.2553
2017-06-22,6.1224
2017-06-23,3.8462
2017-06-26,2.5926
2017-06-27,6.4982
2017-06-28,8.4746
2017-06-29,-1.5625
2017-06-30,-9.5238
2017-07-03,7.0175
2017-07-05,4.7541
2017-07-06,-3.7559
2017-07-07,-1.626
2017-07-10,0.8264
2017-07-11,0.8197
2017-07-12,-5.8537
2017-07-13,0.1727
2017-07-14,-3.4483
2017-07-17,-46.4286
2017-07-18,6.6667
2017-07-19,-66.7812
2017-07-20,3.4807
2017-07-21,21.7273
2017-07-24,-10.3809
2017-07-25,0.0
2017-07-26,-13.8108
2017-07-27,1.9076
2017-07-28,-25.9962
2017-07-31,0.0
2017-08-01,-19.2308
2017-08-02,-36.5079
2017-08-03,37.5
2017-08-04,-9.2727
2017-08-07,-19.8397
2017-08-08,0.0
2017-08-09,0.25
2017-08-10,10.6484
2017-08-11,12.6888
2017-08-14,0.0
2017-08-15,-20.0
2017-08-16,0.0
2017-08-17,-12.75
2017-08-18,23.2092
2017-08-21,0.0
2017-08-22,-13.9535
2017-08-23,8.7568
2017-08-24,4.3738
2017-08-25,-23.8095
2017-08-28,6.25
2017-08-29,-8.8235
2017-08-30,0.0
2017-08-31,-16.129
2017-09-01,15.3846
2017-09-05,0.0
2017-09-06,-11.3333
2017-09-07,-3.0075
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,55.0388
2017-09-15,-12.5
2017-09-18,0.0
2017-09-19,-65.7143
2017-09-20,191.6667
2017-09-21,-14.2857
2017-09-25,16.6667
2017-09-26,0.0
2017-09-27,-14.2857
2017-09-28,65.0
2017-09-29,-29.1232
2017-10-02,-28.1724
2017-10-03,15.0794
2017-10-04,-2.069
2017-10-05,-1.4085
2017-10-06,0.3571
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,56.5836
2017-10-13,-9.0909
2017-10-17,0.0
2017-10-20,0.0
2017-10-23,-38.75
2017-10-25,47.1429
2017-10-26,-16.7822
2017-10-31,33.3333
2017-11-01,-0.25
2017-11-02,0.2506
2017-11-03,0.0
2017-11-06,-49.5
2017-11-07,68.3168
2017-11-08,-2.7058999999999997
2017-11-09,5.8041
2017-11-10,20.0
2017-11-13,-16.6667
2017-11-15,-14.2857
2017-11-16,333.3333
2017-11-17,-53.8462
2017-11-20,0.0
2017-11-21,0.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,-0.1667
2017-11-30,-1.5025
2017-12-01,-3.3898
2017-12-04,5.2632
2017-12-06,0.0
2017-12-07,-25.0
2017-12-08,0.0
2017-12-11,-22.2222
2017-12-12,14.2857
2017-12-13,-12.5
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,14.2857
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,-12.5
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,-14.0
2017-12-28,-33.2226
2017-12-29,99.005
2018-01-02,-87.0
2018-01-03,380.7692
2018-01-04,20.0
2018-01-05,33.0
2018-01-08,2.5063
2018-01-09,-19.3154
2018-01-10,16.3636
2018-01-11,-16.4063
2018-01-12,19.9377
2018-01-16,-16.6234
2018-01-17,21.4953
2018-01-18,-28.2051
2018-01-19,-10.7143
2018-01-22,0.0
2018-01-23,-22.8
2018-01-24,3.6269
2018-01-25,25.0
2018-01-26,-19.2
2018-01-29,83.1683
2018-01-30,-45.4054
2018-01-31,8.9109
2018-02-02,0.0
2018-02-06,36.3636
2018-02-07,0.0
2018-02-08,-21.0
2018-02-12,13.9241
2018-02-13,-18.5185
2018-02-14,36.3636
2018-02-15,-26.0
2018-02-16,0.0
2018-02-20,14.8649
2018-02-21,52.549
2018-02-22,-22.8792
2018-02-23,0.3333
2018-02-26,0.0
2018-02-27,-6.9767
2018-02-28,-12.5
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-07,-9.3878
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,-5.4054
2018-03-13,0.0
2018-03-14,4.7619
2018-03-15,-4.5455
2018-03-16,33.3333
2018-03-19,0.0
2018-03-20,-21.4286
2018-03-21,0.0
2018-03-26,-6.3636
2018-03-27,-2.9126
2018-03-28,0.0
2018-03-29,-0.5
2018-04-02,-2.0101
2018-04-05,2.5641
2018-04-06,10.0
2018-04-11,-9.0909
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,-12.5
2018-04-17,2.8571
2018-04-18,-16.6667
2018-04-19,-13.3333
2018-04-20,15.3846
2018-04-23,-25.3333
2018-04-24,25.0
2018-04-25,-14.2857
2018-04-26,0.0
2018-04-30,0.0
2018-05-03,29.1667
2018-05-04,-3.2258
2018-05-07,-10.0
2018-05-14,0.0
2018-05-16,159.2593
2018-05-17,14.2857
2018-05-18,-5.0
2018-05-21,-6.8421
2018-05-22,-1.1299
2018-05-24,-27.7143
2018-05-25,-0.7905
2018-05-30,-0.3984
2018-05-31,20.0
2018-06-01,0.0
2018-06-04,-23.3333
2018-06-08,0.0
2018-06-14,-20.8696
2018-06-15,22.5275
2018-06-18,-19.2825
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,11.1111
2018-06-25,0.0
2018-06-28,-17.5
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-09,-39.3939
2018-07-12,2.0
2018-07-13,47.0588
2018-07-19,6.0
2018-07-25,0.0
2018-07-26,-5.2201
2018-07-27,-0.4645
2018-07-31,0.0
2018-08-08,-33.3333
2018-08-09,-20.0
2018-08-10,25.0
2018-08-13,50.0
2018-08-15,-4.0
2018-08-17,-11.4583
2018-08-21,-29.4118
2018-08-23,-11.1111
2018-08-24,15.625
2018-08-27,8.1081
2018-08-28,30.0
2018-08-31,-26.9231
2018-09-05,34.7368
2018-09-06,-25.7813
2018-09-07,0.0
2018-09-10,0.0
2018-09-12,-1.3158
2018-09-18,-14.6667
2018-09-19,3.4375
2018-09-24,-0.9063
2018-09-25,0.0
2018-10-01,13.4146
2018-10-02,19.6237
2018-10-04,-1.1236
2018-10-09,-0.9091
2018-10-16,-4.1284
2018-10-17,10.0478
2018-10-18,-5.2174
2018-10-19,0.0
2018-10-25,0.0
2018-10-29,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,-7.3394
2018-11-12,0.0
2018-11-19,0.0
2018-11-21,0.0
2018-11-26,0.0
2018-11-27,0.0
2018-12-03,0.0
2018-12-07,-0.9901
2018-12-10,-10.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-21,-11.1111
2018-12-24,1.25
2018-12-26,-1.2346
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,1.25
2019-01-10,0.0
2019-01-11,-1.2346
2019-01-14,1.25
2019-01-22,0.0
2019-01-24,-1.2346
2019-01-30,0.0
2019-02-06,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-13,-12.5
2019-02-14,-21.4286
2019-02-21,0.0
2019-03-04,9.0909
2019-03-05,16.6667
2019-03-06,142.8571
2019-03-07,-8.8235
2019-03-12,-9.6774
2019-03-15,-9.2857
2019-03-18,-28.3465
2019-03-19,1.044
2019-03-20,-1.0332
2019-03-21,0.0
2019-03-22,1.044
2019-03-27,-1.0332
2019-03-29,-3.2967
2019-04-02,25.0
2019-04-08,-27.2727
2019-04-11,0.0
2019-04-12,0.0
2019-04-17,0.0
2019-04-26,0.0
2019-04-30,5.625
2019-05-14,-7.6923
2019-05-16,0.0
2019-05-17,20.5128
2019-05-23,-14.0426
2019-05-29,0.8663
2019-05-30,-1.8405
2019-05-31,0.0
2019-06-07,118.75
2019-06-10,-30.8571
2019-06-11,-15.7025
2019-06-12,0.0
2019-06-19,-16.6667
2019-06-25,3.7647
2019-06-26,0.0
2019-07-03,13.3787
2019-07-05,20.0
2019-07-08,0.0
2019-07-11,-16.6667
2019-07-15,0.0
2019-07-19,12.5
2019-07-23,11.1111
2019-07-24,0.0
2019-07-29,-4.0
2019-08-01,0.0
2019-08-06,0.0
2019-08-07,65.0
2019-08-08,-49.4949
2019-08-09,0.0
2019-08-13,0.0
2019-08-14,-15.0
2019-08-16,0.0
2019-08-20,-3.5294
2019-08-23,-0.8293
2019-08-26,-0.3935
2019-08-27,0.0
2019-08-28,-13.5802
2019-08-30,21.4286
2019-09-17,-12.4706
2019-09-19,-5.914
2019-09-20,-15.4857
2019-09-23,69.0331
2019-09-27,21.0
2019-10-02,-0.8264
2019-10-03,-16.6667
2019-10-07,-15.0
2019-10-08,0.0
2019-10-10,2.9412000000000003
2019-10-11,40.0
2019-10-18,-12.2449
2019-10-28,-34.8837
2019-11-01,11.0286
2019-11-04,-8.6464
2019-11-12,9.4648
2019-11-14,18.3736
2019-11-20,-22.8261
2019-11-21,29.5775
2019-11-27,-15.6087
2019-12-03,0.0
2019-12-04,60.9995
2019-12-16,-24.0
2019-12-17,0.0
2019-12-18,-15.7895
2019-12-20,0.0
2019-12-27,-11.25
2019-12-30,11.2676
2020-01-06,-8.8608
2020-01-08,0.0
2020-01-09,0.0
2020-01-13,1.25
2020-01-21,-17.6955
2020-01-22,6.6667
2020-01-30,-20.3125
2020-02-05,0.0
2020-02-13,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-03-04,0.0
2020-03-10,0.0
2020-03-12,0.0
2020-03-17,0.0
2020-03-18,-11.7647
2020-03-23,-22.2222
2020-03-24,11.4286
2020-03-26,-7.6923
2020-03-31,-2.7778
2020-04-01,0.0
2020-04-06,0.0
2020-04-13,0.0
2020-04-15,0.0
2020-04-20,2.8571
2020-04-22,-2.7778
2020-04-28,-42.8571
2020-05-04,-25.0
2020-05-11,0.0
2020-05-19,6.6667
2020-05-28,30.625
2020-06-02,-23.445
2020-06-04,87.5
2020-06-09,-57.5
2020-06-17,0.0
2020-06-22,0.0
