ticker,UPSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-21,-33.3333
2005-07-13,5.0
2005-08-31,42.8571
2005-09-20,33.3333
2005-09-30,0.0
2005-10-26,10.5
2005-11-01,17.647100000000002
2005-11-03,-17.5
2005-11-08,3.0303
2005-11-09,0.5882
2005-11-10,11.6959
2005-11-11,2.0942
2005-11-14,-2.5641
2005-11-15,12.6316
2005-11-16,13.5514
2005-11-17,23.4568
2005-11-18,-8.3333
2005-11-21,5.4545
2005-11-22,-8.6207
2005-11-23,-6.4151
2005-11-25,0.8065
2005-11-28,-6.0
2005-11-29,-12.766
2005-11-30,-6.8293
2005-12-01,1.3089
2005-12-02,0.7752
2005-12-05,23.0769
2005-12-06,6.25
2005-12-07,0.0
2005-12-08,1.9607999999999999
2005-12-09,1.1538
2005-12-12,-4.943
2005-12-13,0.4
2005-12-14,5.5777
2005-12-15,0.0
2005-12-16,-1.1320999999999999
2005-12-19,-0.7634
2005-12-20,-1.1538
2005-12-21,0.7782
2005-12-22,-0.7722
2005-12-23,-0.7782
2005-12-27,-0.7843
2005-12-28,-1.1858
2005-12-29,-4.0
2005-12-30,1.6667
2006-01-03,-0.8197
2006-01-04,-0.4132
2006-01-05,7.4689
2006-01-06,-1.5444
2006-01-09,-0.7843
2006-01-10,0.7905
2006-01-11,0.7843
2006-01-12,-1.1673
2006-01-13,0.0
2006-01-17,-2.3622
2006-01-18,5.2419
2006-01-19,4.5977
2006-01-20,-1.0989
2006-01-23,0.0
2006-01-24,-0.3704
2006-01-25,-7.0632
2006-01-26,-19.2
2006-01-27,11.3861
2006-01-30,5.7778
2006-01-31,-3.3613
2006-02-01,-2.1739
2006-02-02,-8.8889
2006-02-03,-2.439
2006-02-06,-0.5
2006-02-07,-8.0402
2006-02-08,1.0929
2006-02-09,8.1081
2006-02-10,2.5
2006-02-13,-1.4634
2006-02-14,-1.4851
2006-02-15,-5.0251
2006-02-16,-5.291
2006-02-17,0.5587
2006-02-21,-4.4444
2006-02-22,0.5814
2006-02-23,5.2023
2006-02-24,1.6484
2006-02-27,3.7838000000000003
2006-02-28,-6.25
2006-03-01,-2.7778
2006-03-02,2.8571
2006-03-03,-1.1111
2006-03-06,-1.6854
2006-03-07,-8.0
2006-03-08,0.0
2006-03-09,-3.7267
2006-03-10,3.2258
2006-03-13,-3.125
2006-03-14,-7.0968
2006-03-15,11.1111
2006-03-16,-6.25
2006-03-17,0.0
2006-03-20,0.6667
2006-03-21,-0.6623
2006-03-22,0.6667
