ticker,VOHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-30,1.0
2008-10-31,0.0
2008-11-03,-10.8911
2008-11-04,22.2222
2008-11-05,0.0
2008-11-06,1.8182
2008-11-10,3.5714
2008-11-11,3.4483
2008-11-12,1.6667
2008-11-13,1.6393
2008-12-26,0.0
2008-12-31,16.9355
2009-01-05,0.6897
2009-01-06,-0.6849
2009-01-07,0.6897
2009-01-08,2.7397
2009-01-12,0.0
2009-01-13,0.6667
2009-01-14,0.6623
2009-01-15,0.0
2009-01-22,0.6579
2009-01-29,0.0
2009-02-02,0.6536
2009-02-03,0.0
2009-02-04,1.9481000000000002
2009-02-05,0.0
2009-02-10,0.0
2009-04-15,0.0
2009-06-30,-7.6433
2009-07-06,8.9655
2009-09-22,-36.7089
2009-09-23,-99.0
2009-09-25,7000.0
2009-09-28,40.8451
2009-10-01,-60.0
2009-11-11,-45.0
2009-11-18,-8.1818
2009-12-28,-0.9901
2009-12-31,1.0
2010-01-05,-49.505
2010-01-06,0.0
2010-01-08,-60.9804
2010-01-11,477.8894
2010-01-12,4.3478
2010-01-13,4.1667
2010-01-14,-4.0
2010-01-15,4.1667
2010-01-19,-20.8
2010-01-20,-18.1818
2010-01-21,-6.1728
2010-01-22,5.2632
2010-01-25,6.25
2010-01-29,0.0
2010-02-04,-40.0
2010-02-11,98.0392
2010-02-16,-39.604
2010-02-22,68.8525
2010-03-04,-2.9126
2010-03-11,-27.0
2010-03-16,0.0
2010-03-17,36.9863
2010-04-12,-25.0
2010-04-13,-6.6667
2010-04-14,0.0
2010-04-19,-27.1429
2010-04-20,-11.7647
2010-04-21,33.3333
2010-04-22,0.0
2010-04-27,-35.0
2010-04-30,41.0256
2010-05-13,-10.9091
2010-05-14,-51.0204
2010-06-15,129.1667
2010-06-17,-9.0909
2010-06-21,0.0
2010-06-23,10.0
2010-07-07,-54.5455
2010-07-29,-16.0
2010-07-30,0.0
2010-08-03,-28.5714
2010-08-04,200.0
2010-08-10,8.8889
2010-08-31,-42.8571
2010-09-01,57.1429
2010-09-07,-65.9091
2010-09-14,0.0
2010-09-16,166.6667
2010-09-21,-74.75
2010-10-07,147.5248
2010-12-03,-40.0
2011-01-05,133.3333
2011-04-06,-71.4286
2011-05-18,150.0
2011-05-26,-32.0
2011-05-31,47.0588
2011-06-20,120.0
2011-06-23,-65.4545
2011-06-27,189.4737
2011-07-14,-65.4545
2011-07-18,0.0
2011-07-20,189.4737
2011-08-08,0.0
2011-11-29,-81.8182
2011-12-06,150.0
2011-12-09,-20.0
2011-12-19,0.0
2012-01-17,0.0
2012-01-24,0.0
2012-02-24,-25.0
2012-03-09,0.0
2012-04-26,33.3333
2012-07-06,-50.0
2012-07-10,0.0
2012-07-11,-30.0
2012-10-05,0.0
2012-12-19,-28.5714
2013-01-28,0.0
2013-05-07,0.0
2013-10-10,0.0
2013-11-29,0.0
2014-08-07,0.0
2014-11-20,0.0
2015-01-12,0.0
2015-01-29,0.0
2015-03-16,20.0
2015-05-26,0.0
2015-07-01,-16.6667
2015-08-27,0.0
2016-04-04,20.0
2016-04-05,-16.6667
2016-08-26,-90.0
2017-02-23,100.0
2017-03-06,0.0
2017-04-27,0.0
2017-08-07,0.0
2018-01-31,100.0
2018-04-11,0.0
2018-11-29,-90.0
2018-12-13,50.0
2019-02-12,33.3333
2019-02-14,-25.0
2019-02-25,66.6667
2019-03-06,0.0
2019-03-13,0.0
2019-03-19,0.0
2019-04-15,-98.0
2019-05-24,2900.0
2019-07-31,-46.6667
2019-10-02,6.25
2019-10-03,0.0
2020-03-18,47.0588
2020-03-31,-60.0
2020-04-27,150.0
2020-06-16,-60.0
2020-06-19,150.0
2020-06-26,52.0
2020-07-20,1.3158
2020-07-27,3.8961
