ticker,DCPH US Equity
2018-02-20,-5.1834
2018-02-21,-0.284
2018-02-22,-5.34
2018-02-23,-5.8293
2018-02-26,8.3866
2018-02-27,-1.1421999999999999
2018-02-28,-6.7462
2018-03-01,-2.6379
2018-03-02,11.7816
2018-03-05,1.3955
2018-03-06,-12.0971
2018-03-07,0.5356
2018-03-08,-3.7295
2018-03-09,4.47
2018-03-12,-3.423
2018-03-13,-1.1814
2018-03-14,0.854
2018-03-15,-6.1389
2018-03-16,1.0374
2018-03-19,2.3661
2018-03-20,-0.3925
2018-03-21,0.7005
2018-03-22,-5.0435
2018-03-23,-3.022
2018-03-26,-1.2748
2018-03-27,-0.7652
2018-03-28,1.1566
2018-03-29,-4.526
2018-04-02,0.0998
2018-04-03,9.0229
2018-04-04,-0.4115
2018-04-05,0.2755
2018-04-06,9.8901
2018-04-09,6.25
2018-04-10,6.0
2018-04-11,1.1099
2018-04-12,-1.0245
2018-04-13,-5.4713
2018-04-16,-5.6316
2018-04-17,-1.4505
2018-04-18,-0.9251
2018-04-19,2.4618
2018-04-20,0.3728
2018-04-23,-4.4986
2018-04-24,-1.1236
2018-04-25,-1.3986
2018-04-26,-0.4433
2018-04-27,-1.2912
2018-04-30,1.2179
2018-05-01,5.3476
2018-05-02,6.7259
2018-05-03,-2.4574
2018-05-04,2.1942
2018-05-07,-0.1988
2018-05-08,-1.7130999999999998
2018-05-09,3.7698
2018-05-10,-2.5
2018-05-11,0.0
2018-05-14,7.492
2018-05-15,-1.5654
2018-05-16,-2.0825
2018-05-17,-0.5027
2018-05-18,-1.7489
2018-05-21,7.6345
2018-05-22,-5.6597
2018-05-23,0.7012
2018-05-24,-3.0948
2018-05-25,1.0379
2018-05-29,4.7017
2018-05-30,0.8679
2018-05-31,-3.7785
2018-06-01,0.7387
2018-06-04,47.858
2018-06-05,4.3331
2018-06-06,3.8779
2018-06-07,-13.5597
2018-06-08,-2.1176
2018-06-11,2.7896
2018-06-12,6.5633
2018-06-13,-0.3638
2018-06-14,5.2947
2018-06-15,3.6909
2018-06-18,6.689
2018-06-19,-1.5674000000000001
2018-06-20,0.9327
2018-06-21,1.3072
2018-06-22,-12.0133
2018-06-25,-0.1264
2018-06-26,1.5949
2018-06-27,-6.6533999999999995
2018-06-28,2.6695
2018-06-29,2.3141
2018-07-02,-1.601
2018-07-03,5.9658999999999995
2018-07-05,2.6078
2018-07-06,-3.6342
2018-07-09,-0.4437
2018-07-10,-4.3328
2018-07-11,-2.2516
2018-07-12,1.7739
2018-07-13,-2.2893
2018-07-16,1.7306
2018-07-17,-0.8898
2018-07-18,0.0528
2018-07-19,-2.4545
2018-07-20,0.3517
2018-07-23,-1.5368
2018-07-24,-0.931
2018-07-25,1.4925
2018-07-26,-0.3268
2018-07-27,-7.6503
2018-07-30,-0.6805
2018-07-31,2.4724
2018-08-01,3.1686
2018-08-02,2.1414
2018-08-03,-1.5448
2018-08-06,0.7565
2018-08-07,0.1112
2018-08-08,-3.1111
2018-08-09,4.8739
2018-08-10,-2.7064
2018-08-13,-0.5901
2018-08-14,-2.5155
2018-08-15,-2.2615
2018-08-16,5.3693
2018-08-17,-1.5766
2018-08-20,-2.0309
2018-08-21,1.2555
2018-08-22,4.5271
2018-08-23,-1.3241
2018-08-24,-0.8387
2018-08-27,8.6834
2018-08-28,-0.6226
2018-08-29,-1.7227999999999999
2018-08-30,-0.9031
2018-08-31,-0.8577
2018-09-04,-2.1087
2018-09-05,-1.4913
2018-09-06,3.4483
2018-09-07,2.8726000000000003
2018-09-10,0.6586
2018-09-11,0.5234
2018-09-12,-4.8165
2018-09-13,-0.3009
2018-09-14,-2.6063
2018-09-17,-2.1408
2018-09-18,3.9148
2018-09-19,0.7756
2018-09-20,8.0539
2018-09-21,-0.8649
2018-09-24,2.4378
2018-09-25,-4.1583
2018-09-26,0.6273
2018-09-27,-0.026
2018-09-28,0.5976
2018-10-01,-8.2128
2018-10-02,-1.238
2018-10-03,2.963
2018-10-04,-10.902
2018-10-05,-3.2298
2018-10-08,-1.1232
2018-10-09,1.8824999999999998
2018-10-10,-6.7219
2018-10-11,-4.0984
2018-10-12,0.2493
2018-10-15,-0.6039
2018-10-16,2.752
2018-10-17,-0.3478
2018-10-18,-4.9564
2018-10-19,-18.2519
2018-10-22,1.752
2018-10-23,-0.4857
2018-10-24,-7.6752
2018-10-25,1.5857999999999999
2018-10-26,-3.122
2018-10-29,-6.8359
2018-10-30,4.5073
2018-10-31,1.2538
2018-11-01,5.7949
2018-11-02,-4.4475999999999996
2018-11-05,0.0
2018-11-06,0.7839
2018-11-07,5.4448
2018-11-08,-7.7916
2018-11-09,0.0
2018-11-12,4.8
2018-11-13,3.1966
2018-11-14,-4.8544
2018-11-15,10.447
2018-11-16,0.088
2018-11-19,0.7473
2018-11-20,1.3525
2018-11-21,1.1623
2018-11-23,-1.7872
2018-11-26,4.2461
2018-11-27,-0.2909
2018-11-28,5.7941
2018-11-29,0.8274
2018-11-30,1.8757000000000001
2018-12-03,5.9072
2018-12-04,-4.1289
2018-12-06,5.3646
2018-12-07,0.251
2018-12-10,-1.8956
2018-12-11,-1.0572
2018-12-12,-0.7738
2018-12-13,-5.57
2018-12-14,3.0672
2018-12-17,-5.6085
2018-12-18,-4.7696
2018-12-19,-5.3056
2018-12-20,-4.9305
2018-12-21,-5.422
2018-12-24,0.1994
2018-12-26,4.3284
2018-12-27,-1.1922
2018-12-28,-0.6274
2018-12-31,1.9426999999999999
2019-01-02,7.0986
2019-01-03,-8.1406
2019-01-04,3.9709
2019-01-07,13.4141
2019-01-08,2.6694
2019-01-09,1.6400000000000001
2019-01-10,1.889
2019-01-11,-3.7466
2019-01-14,-2.4077
2019-01-15,3.4128
2019-01-16,4.9702
2019-01-17,-3.3712
2019-01-18,4.8608
2019-01-22,-1.4205999999999999
2019-01-23,-2.3891
2019-01-24,2.7584
2019-01-25,3.327
2019-01-28,-7.3911
2019-01-29,2.0545
2019-01-30,2.0132
2019-01-31,1.9734
2019-02-01,2.5679
2019-02-04,0.6894
2019-02-05,-1.045
2019-02-06,-1.5659
2019-02-07,0.333
2019-02-08,2.1755
2019-02-11,-0.0722
2019-02-12,-0.2167
2019-02-13,0.3981
2019-02-14,0.8291
2019-02-15,3.6825
2019-02-19,0.9655
2019-02-20,-2.4249
2019-02-21,-7.3854
2019-02-22,4.3462
2019-02-25,4.1289
2019-02-26,-0.2087
2019-02-27,2.9976000000000003
2019-02-28,-3.8917
2019-03-01,0.8451
2019-03-04,0.0
2019-03-05,-3.6662
2019-03-06,-5.4005
2019-03-07,-0.7663
2019-03-08,-0.3861
2019-03-11,3.8372
2019-03-12,0.0
2019-03-13,-1.9784000000000002
2019-03-14,-2.8941
2019-03-15,-0.8235
2019-03-18,0.435
2019-03-19,-2.0472
2019-03-20,-0.8039
2019-03-21,-0.8914
2019-03-22,-2.1259
2019-03-25,0.5013
2019-03-26,1.8702999999999999
2019-03-27,-2.4888
2019-03-28,-1.046
2019-03-29,-1.8605
2019-04-01,2.3266
2019-04-02,-0.8842
2019-04-03,-2.4214
2019-04-04,-1.4802
2019-04-05,7.5563
2019-04-08,-3.0403000000000002
2019-04-09,-2.4153000000000002
2019-04-10,2.6487
2019-04-11,-1.4805
2019-04-12,-1.4169
2019-04-15,-0.6098
2019-04-16,3.0237
2019-04-17,-2.2969
2019-04-18,2.0897
2019-04-22,3.1983
2019-04-23,4.7521
2019-04-24,-3.5503
2019-04-25,-1.8405
2019-04-26,-0.1667
2019-04-29,-1.0017
2019-04-30,-3.0354
2019-05-01,-0.3043
2019-05-02,-0.0436
2019-05-03,2.9232
2019-05-06,0.3815
2019-05-07,-4.9409
2019-05-08,6.8414
2019-05-09,1.1642000000000001
2019-05-10,-5.4254
2019-05-13,-1.4776
2019-05-14,1.9409
2019-05-15,1.5577999999999999
2019-05-16,2.8121
2019-05-17,-0.9946
2019-05-20,-4.8137
2019-05-21,10.2902
2019-05-22,-3.3094
2019-05-23,-3.1753
2019-05-24,0.8092
2019-05-28,-0.9717
2019-05-29,4.8208
2019-05-30,-4.6398
2019-05-31,-2.6035
2019-06-03,7.1867
2019-06-04,-5.0695
2019-06-05,-5.814
2019-06-06,-3.5208
2019-06-07,3.8863
2019-06-10,-1.6423
2019-06-11,-2.3655
2019-06-12,5.6057
2019-06-13,4.1835
2019-06-14,-7.4266
2019-06-17,7.556
2019-06-18,3.9896000000000003
2019-06-19,2.0434
2019-06-20,2.1659
2019-06-21,4.84
2019-06-24,-9.0042
2019-06-25,-0.6709
2019-06-26,-1.393
2019-06-27,-0.0856
2019-06-28,-3.3847
2019-07-01,6.4302
2019-07-02,-3.7917
2019-07-03,0.4331
2019-07-05,-1.1643
2019-07-08,-1.8761
2019-07-09,-1.3338999999999999
2019-07-10,-1.9378
2019-07-11,0.3676
2019-07-12,-1.0989
2019-07-15,0.8333
2019-07-16,-3.9945
2019-07-17,-1.7217
2019-07-18,0.4866
2019-07-19,0.0
2019-07-22,5.4237
2019-07-23,0.4593
2019-07-24,0.1829
2019-07-25,-2.9667
2019-07-26,1.0348
2019-07-29,0.2793
2019-07-30,4.039
2019-07-31,-1.3833
2019-08-01,1.7195
2019-08-02,-0.4893
2019-08-05,2.8163
2019-08-06,-0.3043
2019-08-07,2.2678
2019-08-08,-1.4072
2019-08-09,1.5571000000000002
2019-08-12,-15.0341
2019-08-13,79.9499
2019-08-14,5.4875
2019-08-15,-4.1458
2019-08-16,1.9284
2019-08-19,-0.9459
2019-08-20,0.955
2019-08-21,-2.4865
2019-08-22,2.5776
2019-08-23,-2.5399000000000003
2019-08-26,3.3823
2019-08-27,1.5554000000000001
2019-08-28,2.5878
2019-08-29,-3.4749
2019-08-30,-3.2533
2019-09-03,0.4135
2019-09-04,0.8235
2019-09-05,1.6063
2019-09-06,-0.6163
2019-09-09,-4.8261
2019-09-10,-0.1133
2019-09-11,0.8508
2019-09-12,2.5872
2019-09-13,1.0143
2019-09-16,-0.9227
2019-09-17,0.0274
2019-09-18,-1.6703000000000001
2019-09-19,0.3063
2019-09-20,1.4159
2019-09-23,-0.4654
2019-09-24,-2.5853
2019-09-25,-2.5692
2019-09-26,-4.7812
2019-09-27,-0.9434
2019-09-30,4.2704
2019-10-01,-2.6517
2019-10-02,3.3596
2019-10-03,4.3631
2019-10-04,-3.5354
2019-10-07,-1.8325
2019-10-08,-5.5407
2019-10-09,-0.5646
2019-10-10,2.6498
2019-10-11,0.0
2019-10-14,1.9053
2019-10-15,3.8299
2019-10-16,-1.1908
2019-10-17,0.1176
2019-10-18,0.4991
2019-10-21,2.3079
2019-10-22,-0.4569
2019-10-23,-0.7745
2019-10-24,2.3273
2019-10-25,1.8788
2019-10-28,8.3472
2019-10-29,3.7369
2019-10-30,8.1915
2019-10-31,1.1174
2019-11-01,2.5259
2019-11-04,1.1879
2019-11-05,0.3478
2019-11-06,0.7582
2019-11-07,1.3545
2019-11-08,0.7
2019-11-11,2.3594
2019-11-12,-0.5145
2019-11-13,0.7861
2019-11-14,-1.5189
2019-11-15,1.9383
2019-11-18,-1.5948
2019-11-19,-0.2701
2019-11-20,-0.4167
2019-11-21,0.7322
2019-11-22,-1.8899
2019-11-25,2.5402
2019-11-26,2.3947
2019-11-27,-5.2218
2019-11-29,0.5956
2019-12-02,0.6555
2019-12-03,7.7731
2019-12-04,1.0721
2019-12-05,-0.9065
2019-12-06,2.7637
2019-12-09,4.0341
2019-12-10,2.6761
2019-12-11,3.2092
2019-12-12,0.9449
2019-12-13,9.9898
2019-12-16,-1.0831
2019-12-17,9.3853
2019-12-18,-4.004
2019-12-19,-0.4469
2019-12-20,0.5237
2019-12-23,1.5183
2019-12-24,-0.3812
2019-12-26,-0.4857
2019-12-27,-4.6147
2019-12-30,-3.4889
2019-12-31,0.0
2020-01-02,-7.0533
2020-01-03,-1.089
2020-01-06,0.2272
2020-01-07,2.4935
2020-01-08,2.1096
2020-01-09,4.132
2020-01-10,0.032
2020-01-13,-0.5198
2020-01-14,-0.1045
2020-01-15,5.231
2020-01-16,2.7378
2020-01-17,3.3199
2020-01-21,-4.0778
2020-01-22,0.1953
2020-01-23,-0.8096
2020-01-24,0.136
2020-01-27,-1.2528000000000001
2020-01-28,-0.0306
2020-01-29,-0.581
2020-01-30,-1.7379
2020-01-31,-1.9721
2020-02-03,4.2791
2020-02-04,2.6029999999999998
2020-02-05,0.2238
2020-02-06,0.5063
2020-02-07,-0.7852
2020-02-10,3.509
2020-02-11,-0.6924
2020-02-12,0.799
2020-02-13,-15.7804
2020-02-14,-4.9624
2020-02-18,-1.2063
2020-02-19,0.4556
2020-02-20,1.2518
2020-02-21,-1.2722
2020-02-24,-2.3049
2020-02-25,0.0372
2020-02-26,1.0771
2020-02-27,-5.971
2020-02-28,4.025
2020-03-02,7.0999
2020-03-03,-1.7187000000000001
2020-03-04,2.8729
2020-03-05,-4.5967
2020-03-06,-4.6727
2020-03-09,-9.994299999999999
2020-03-10,5.9335
2020-03-11,-11.1422
2020-03-12,-11.2562
2020-03-13,5.378
2020-03-16,-19.0419
2020-03-17,6.0065
2020-03-18,3.4502
2020-03-19,4.2299
2020-03-20,-3.3299
2020-03-23,-1.7492
2020-03-24,7.7787
2020-03-25,5.0572
2020-03-26,7.2811
2020-03-27,-5.6370000000000005
2020-03-30,0.1195
2020-03-31,-1.7422
2020-04-01,-9.2786
2020-04-02,1.1513
2020-04-03,-1.9322
2020-04-06,14.0081
2020-04-07,3.0303
2020-04-08,2.3437
2020-04-09,-2.7391
2020-04-13,3.0933
2020-04-14,3.5602
2020-04-15,-5.6865
2020-04-16,-0.5044
2020-04-17,8.5945
2020-04-20,4.7316
2020-04-21,-6.017
2020-04-22,0.9485
2020-04-23,-2.9041
2020-04-24,5.6081
2020-04-27,0.7913
2020-04-28,16.1157
2020-04-29,2.5623
2020-04-30,0.5899
2020-05-01,-9.6758
2020-05-04,7.4279
2020-05-05,1.5819
2020-05-06,-3.2546
2020-05-07,-0.3436
2020-05-08,-0.7078
2020-05-11,1.444
2020-05-12,-6.7748
2020-05-13,-6.378
2020-05-14,0.0619
2020-05-15,6.7463999999999995
2020-05-18,6.8225999999999996
2020-05-19,2.135
2020-05-20,2.6926
2020-05-21,2.9497999999999998
2020-05-22,-0.754
2020-05-26,-0.7766
2020-05-27,-0.2212
2020-05-28,-2.7967
2020-05-29,2.7544
2020-06-01,3.6367000000000003
2020-06-02,-2.2735
2020-06-03,-4.265
2020-06-04,-5.4587
2020-06-05,2.7938
2020-06-08,1.3589
2020-06-09,0.6435
2020-06-10,0.2842
2020-06-11,-6.9253
2020-06-12,3.216
2020-06-15,8.1121
2020-06-16,1.4666000000000001
2020-06-17,3.9328
2020-06-18,-2.6358
2020-06-19,4.1687
2020-06-22,3.683
2020-06-23,-1.2456
2020-06-24,-0.9031
2020-06-25,-2.3099
2020-06-26,-8.0907
2020-06-29,2.4326
2020-06-30,2.0331
2020-07-01,-2.6122
2020-07-02,-2.4931
2020-07-06,-2.8919
2020-07-07,-0.3087
2020-07-08,3.4608
2020-07-09,-3.6444
2020-07-10,-0.8953
2020-07-13,-3.7058
2020-07-14,0.4404
2020-07-15,1.8109
2020-07-16,-0.1685
2020-07-17,-2.7007
2020-07-20,2.1396
2020-07-21,-5.8502
2020-07-22,-0.4811
2020-07-23,-1.5911
2020-07-24,-2.2718
2020-07-27,3.1204
2020-07-28,-4.8335
2020-07-29,-1.6859
2020-07-30,1.5628
2020-07-31,-0.8976
