ticker,LEAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-12-30,0.0
2015-01-14,-11.1111
2015-01-28,12.5
2015-02-10,-5.5556
2015-02-11,5.8824
2015-02-12,0.0
2015-02-17,0.0
2015-02-18,1.1111
2015-02-19,-3.2967
2015-02-23,4.5455
2015-03-09,-7.6087
2015-03-10,-9.4118
2015-03-11,-2.5974
2015-03-12,-20.0
2015-03-16,23.1667
2015-03-17,4.1949
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,-2.5974
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,10.6667
2015-03-26,-15.6627
2015-03-27,16.8571
2015-03-30,0.0
2015-03-31,3.912
2015-04-01,7.0588
2015-04-02,15.3846
2015-04-06,12.381
2015-04-07,-8.4746
2015-04-08,8.3333
2015-04-09,6.8376
2015-04-10,1.6
2015-04-13,3.9370000000000003
2015-04-14,0.0
2015-04-15,-5.303
2015-04-16,1.6
2015-04-17,0.7874
2015-04-20,-1.5625
2015-04-21,0.7937
2015-04-22,-1.5748
2015-04-23,-0.8
2015-04-24,-7.2581
2015-04-27,-1.7391
2015-04-28,2.6549
2015-04-29,-5.1724
2015-04-30,4.5455
2015-05-01,-7.8261
2015-05-04,8.4906
2015-05-05,-11.3043
2015-05-06,-6.8627
2015-05-07,10.526299999999999
2015-05-08,3.4286
2015-05-11,-1.4733
2015-05-12,-15.8879
2015-05-13,12.2222
2015-05-14,-7.4134
2015-05-15,11.2151
2015-05-18,-8.6538
2015-05-19,-7.3684
2015-05-20,-11.3636
2015-05-21,-11.5224
2015-05-22,7.227
2015-05-26,-9.4595
2015-05-27,11.9403
2015-05-28,-1.3333
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,-12.1622
2015-06-03,-13.8462
2015-06-04,3.5714
2015-06-05,3.4483
2015-06-08,0.0
2015-06-09,1.6667
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,-9.7848
2015-06-16,-12.7768
2015-06-17,4.1406
2015-06-18,4.026
2015-06-22,-1.9231
2015-06-23,-1.4950999999999999
2015-06-24,1.5178
2015-06-25,0.0
2015-06-26,-1.9607999999999999
2015-06-29,-17.975
2015-06-30,12.1609
2015-07-02,0.0
2015-07-06,-6.5217
2015-07-07,16.2791
2015-07-09,0.0
2015-07-10,-10.0
2015-07-13,17.7778
2015-07-14,-13.2075
2015-07-15,0.0
2015-07-16,8.6957
2015-07-17,0.0
2015-07-20,-15.975
2015-07-21,19.0122
2015-07-22,-14.025
